ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE
6314,140000,1,1,2,28
6315,10000,1,1,2,24
6316,200000,2,1,2,32
6317,210000,1,2,1,35
6318,20000,1,2,2,27
6319,240000,1,1,1,44
6320,30000,1,2,2,51
6321,450000,2,2,1,38
6322,60000,2,3,2,40
6323,100000,2,2,2,30
6324,500000,1,1,1,49
6325,50000,1,3,1,51
6326,80000,2,2,1,35
6327,20000,2,2,2,22
6328,500000,1,1,2,43
6329,140000,2,1,2,31
6330,500000,2,2,2,29
6331,50000,1,2,2,24
6332,170000,1,1,1,60
6333,220000,2,2,1,44
6334,70000,2,2,1,33
6335,360000,2,2,2,34
6336,430000,2,1,2,29
6337,20000,1,3,2,26
6338,200000,2,3,2,53
6339,200000,2,2,3,35
6340,80000,2,2,2,25
6341,130000,1,1,1,35
6342,150000,1,1,1,49
6343,150000,1,3,1,53
6344,190000,2,2,2,27
6345,450000,2,2,2,36
6346,80000,2,2,1,31
6347,260000,2,2,2,31
6348,80000,1,1,2,34
6349,500000,1,1,1,39
6350,260000,1,1,1,43
6351,260000,2,1,2,30
6352,50000,1,1,2,33
6353,360000,2,1,1,46
6354,170000,2,1,2,53
6355,120000,2,2,1,34
6356,50000,2,2,1,26
6357,50000,2,1,1,40
6358,310000,1,1,1,48
6359,50000,1,1,2,27
6360,140000,2,2,2,32
6361,100000,2,2,1,28
6362,20000,1,3,2,32
6363,120000,2,1,2,27
6364,30000,2,3,1,59
6365,20000,1,3,1,27
6366,160000,2,2,2,27
6367,180000,2,2,1,37
6368,40000,2,1,2,26
6369,80000,2,2,1,34
6370,120000,1,2,2,31
6371,20000,2,2,2,22
6372,20000,1,2,2,33
6373,100000,1,1,1,52
6374,500000,1,1,2,45
6375,80000,2,2,1,29
6376,150000,2,1,2,41
6377,30000,2,3,2,26
6378,120000,1,1,2,34
6379,70000,2,2,1,27
6380,150000,1,2,1,32
6381,210000,2,2,1,42
6382,80000,2,2,1,30
6383,90000,1,2,2,29
6384,20000,2,2,2,22
6385,240000,2,1,2,36
6386,50000,1,2,2,29
6387,250000,2,1,2,28
6388,280000,2,1,2,31
6389,10000,1,3,0,40
6390,150000,2,2,2,33
6391,330000,2,2,1,47
6392,240000,1,1,2,30
6393,130000,2,2,2,34
6394,450000,1,1,2,37
6395,50000,1,1,2,26
6396,70000,2,3,1,24
6397,80000,1,2,2,26
6398,50000,1,1,2,24
6399,30000,1,3,1,33
6400,50000,1,2,2,23
6401,70000,1,2,1,29
6402,50000,2,2,2,33
6403,100000,2,3,2,27
6404,200000,2,2,2,24
6405,180000,1,1,2,38
6406,240000,2,1,2,38
6407,90000,2,3,1,35
6408,50000,2,2,2,33
6409,80000,1,2,2,48
6410,210000,2,1,1,43
6411,350000,1,3,1,41
6412,160000,1,2,2,45
6413,70000,1,1,2,33
6414,140000,2,1,1,33
6415,80000,1,2,1,47
6416,110000,2,2,1,39
6417,50000,1,2,2,25
6418,30000,1,1,1,38
6419,30000,2,2,2,27
6420,200000,1,2,2,33
6421,290000,2,2,2,28
6422,220000,1,1,2,34
6423,180000,1,1,2,28
6424,500000,1,3,1,38
6425,210000,1,2,1,39
6426,100000,2,1,2,24
6427,100000,2,2,2,23
6428,130000,2,2,2,25
6429,10000,1,2,2,21
6430,50000,1,2,2,35
6431,240000,1,1,1,37
6432,20000,2,3,1,53
6433,20000,2,1,1,38
6434,150000,2,1,2,39
6435,230000,1,2,1,36
6436,50000,1,2,2,26
6437,300000,2,2,1,35
6438,110000,2,2,3,54
6439,230000,2,1,2,33
6440,50000,2,2,2,30
6441,70000,2,2,2,24
6442,360000,2,1,1,27
6443,110000,2,2,2,32
6444,120000,2,2,2,48
6445,200000,2,1,1,45
6446,260000,2,5,1,46
6447,290000,2,1,1,47
6448,20000,2,2,2,22
6449,50000,2,3,2,22
6450,50000,2,2,1,23
6451,60000,2,1,2,23
6452,330000,1,1,1,46
6453,60000,2,2,1,23
6454,180000,2,2,1,25
6455,80000,2,1,2,28
6456,450000,2,1,2,32
6457,150000,2,4,1,36
6458,280000,2,2,2,28
6459,180000,1,3,2,47
6460,380000,2,3,1,54
6461,150000,1,2,1,45
6462,280000,2,1,2,52
6463,160000,2,2,2,34
6464,120000,1,2,2,29
6465,330000,2,1,2,34
6466,210000,2,2,1,49
6467,200000,1,1,2,27
6468,340000,2,5,1,27
6469,200000,1,1,2,34
6470,160000,2,3,1,34
6471,500000,2,2,2,48
6472,50000,1,2,1,43
6473,170000,2,2,2,23
6474,260000,2,1,2,29
6475,360000,1,2,1,49
6476,400000,1,1,2,29
6477,380000,2,1,2,32
6478,50000,1,3,2,29
6479,130000,1,2,1,40
6480,110000,2,2,1,24
6481,50000,1,1,1,23
6482,190000,1,2,2,26
6483,170000,2,2,1,46
6484,210000,2,4,2,25
6485,50000,1,3,2,25
6486,20000,2,3,1,45
6487,80000,2,2,1,26
6488,500000,2,1,2,39
6489,250000,2,2,2,31
6490,50000,1,3,1,34
6491,300000,1,2,1,38
6492,30000,2,2,1,40
6493,50000,1,2,2,34
6494,180000,2,2,2,35
6495,50000,2,5,1,28
6496,50000,1,3,1,46
6497,190000,2,2,1,40
6498,200000,2,2,2,32
6499,140000,2,2,2,26
6500,10000,1,3,1,47
6501,180000,2,5,1,54
6502,170000,2,3,2,29
6503,50000,1,2,1,36
6504,200000,1,2,2,32
6505,170000,2,2,1,42
6506,50000,1,2,2,52
6507,230000,2,2,2,24
6508,500000,2,2,2,36
6509,50000,1,2,2,25
6510,80000,1,1,2,38
6511,200000,2,2,1,61
6512,360000,1,3,2,34
6513,140000,2,1,1,41
6514,290000,2,2,1,48
6515,50000,1,2,1,41
6516,10000,2,2,3,38
6517,80000,1,2,2,27
6518,20000,1,3,2,22
6519,150000,1,1,2,37
6520,230000,2,1,2,37
6521,60000,2,3,2,24
6522,360000,2,1,2,26
6523,100000,1,2,1,36
6524,30000,1,2,1,33
6525,330000,2,2,1,30
6526,20000,2,1,2,24
6527,80000,2,2,1,49
6528,90000,2,5,2,23
6529,20000,2,2,2,23
6530,230000,1,3,1,61
6531,160000,1,2,2,28
6532,200000,2,2,1,36
6533,20000,1,2,2,27
6534,170000,1,1,1,35
6535,180000,2,2,1,26
6536,50000,2,2,1,29
6537,360000,2,1,1,40
6538,230000,2,2,2,28
6539,80000,2,1,2,28
6540,60000,1,1,2,31
6541,150000,2,3,1,52
6542,120000,2,3,1,52
6543,430000,2,1,1,43
6544,360000,1,3,1,32
6545,200000,2,2,1,60
6546,50000,1,2,2,26
6547,150000,2,2,1,36
6548,20000,2,1,2,46
6549,20000,1,1,2,23
6550,50000,1,2,2,24
6551,260000,2,2,2,27
6552,230000,2,3,2,30
6553,170000,1,3,1,43
6554,180000,1,1,2,28
6555,30000,1,1,2,38
6556,20000,1,2,2,22
6557,260000,1,3,1,50
6558,180000,2,3,2,30
6559,230000,2,2,1,32
6560,120000,2,2,3,43
6561,280000,1,1,1,63
6562,270000,2,2,2,29
6563,70000,1,1,1,39
6564,60000,1,2,2,31
6565,180000,1,2,2,28
6566,160000,2,2,1,32
6567,50000,2,1,2,25
6568,60000,2,2,2,48
6569,50000,1,2,2,48
6570,80000,2,2,1,56
6571,30000,2,2,1,22
6572,90000,2,1,2,26
6573,130000,2,2,1,33
6574,200000,1,1,1,38
6575,20000,2,2,2,23
6576,300000,1,3,1,31
6577,160000,2,1,1,41
6578,500000,2,1,1,41
6579,50000,2,2,2,25
6580,20000,1,1,2,25
6581,240000,1,3,1,40
6582,200000,1,2,2,29
6583,200000,2,2,2,27
6584,260000,2,1,2,36
6585,100000,1,2,2,26
6586,360000,1,3,1,42
6587,280000,2,6,3,38
6588,360000,1,1,1,47
6589,420000,2,1,1,34
6590,400000,2,2,1,42
6591,50000,2,2,1,41
6592,500000,1,1,1,45
6593,50000,1,2,2,56
6594,80000,2,1,2,24
6595,80000,2,2,2,23
6596,20000,2,2,2,50
6597,460000,2,1,2,27
6598,240000,1,1,2,33
6599,120000,1,2,2,30
6600,20000,1,2,2,24
6601,290000,1,3,1,50
6602,50000,2,2,2,38
6603,200000,2,2,1,40
6604,20000,2,3,3,27
6605,100000,1,1,1,43
6606,260000,2,1,2,36
6607,20000,2,2,2,27
6608,10000,2,2,2,22
6609,420000,1,1,1,47
6610,130000,2,3,2,27
6611,150000,2,1,2,25
6612,120000,1,1,2,33
6613,30000,2,2,2,25
6614,260000,2,2,2,31
6615,60000,1,3,2,34
6616,70000,2,3,2,52
6617,110000,1,2,2,26
6618,180000,1,2,2,37
6619,300000,2,2,2,48
6620,260000,2,1,1,38
6621,50000,2,2,1,41
6622,90000,2,3,1,45
6623,20000,2,2,2,24
6624,220000,2,1,2,30
6625,240000,1,1,2,27
6626,440000,2,2,2,40
6627,60000,2,2,1,37
6628,380000,1,2,1,31
6629,30000,2,3,1,44
6630,120000,2,2,2,35
6631,150000,1,1,2,29
6632,90000,1,2,2,28
6633,180000,2,2,1,34
6634,10000,2,2,2,37
6635,20000,1,2,2,24
6636,80000,2,3,1,41
6637,610000,1,2,1,30
6638,180000,2,3,2,27
6639,50000,1,3,1,53
6640,130000,1,1,2,30
6641,160000,1,1,2,26
6642,200000,1,1,2,29
6643,20000,1,1,2,29
6644,50000,2,2,2,56
6645,30000,2,2,1,46
6646,140000,1,2,1,29
6647,160000,1,2,1,45
6648,410000,1,1,1,33
6649,320000,2,1,2,30
6650,50000,2,2,1,36
6651,110000,1,2,2,29
6652,530000,2,3,1,50
6653,80000,2,2,2,40
6654,190000,2,1,2,26
6655,500000,1,2,1,58
6656,270000,2,3,2,30
6657,20000,2,2,2,26
6658,90000,1,2,1,39
6659,10000,1,2,2,44
6660,320000,2,2,1,36
6661,190000,2,1,1,33
6662,380000,1,1,1,39
6663,180000,1,2,2,30
6664,360000,2,1,2,33
6665,150000,1,2,1,30
6666,50000,2,1,1,57
6667,50000,1,2,2,39
6668,50000,1,3,1,51
6669,340000,2,2,2,30
6670,320000,1,1,2,26
6671,230000,2,1,2,42
6672,120000,2,1,2,31
6673,30000,1,1,2,34
6674,240000,1,1,2,34
6675,240000,2,2,1,32
6676,210000,1,1,2,30
6677,20000,1,3,2,24
6678,20000,2,2,1,42
6679,110000,2,1,2,25
6680,130000,1,2,1,39
6681,80000,2,2,1,28
6682,20000,1,2,1,36
6683,10000,1,1,1,38
6684,180000,1,2,1,37
6685,280000,2,2,2,29
6686,220000,1,1,2,29
6687,260000,1,2,1,42
6688,30000,1,2,1,40
6689,50000,2,2,1,29
6690,150000,2,3,2,47
6691,160000,1,3,2,38
6692,20000,1,2,2,26
6693,280000,1,1,1,42
6694,50000,1,2,2,24
6695,300000,2,1,2,43
6696,230000,1,2,1,31
6697,60000,1,3,2,27
6698,190000,1,3,1,29
6699,60000,1,2,2,43
6700,100000,2,2,2,25
6701,30000,2,2,1,45
6702,200000,2,2,2,30
6703,30000,1,1,3,27
6704,130000,1,2,2,25
6705,120000,1,2,2,29
6706,160000,2,2,2,35
6707,20000,2,2,2,23
6708,30000,2,2,2,24
6709,70000,2,2,2,23
6710,80000,1,3,2,25
6711,80000,2,2,2,23
6712,100000,1,2,2,50
6713,570000,1,1,2,31
6714,170000,1,1,1,45
6715,50000,2,2,2,25
6716,310000,2,1,2,39
6717,140000,1,1,2,27
6718,200000,2,2,2,29
6719,300000,2,2,2,26
6720,300000,2,1,2,26
6721,140000,1,2,2,55
6722,560000,1,1,1,47
6723,200000,1,1,1,46
6724,230000,2,3,1,31
6725,200000,1,1,1,36
6726,160000,1,2,2,34
6727,220000,1,1,2,29
6728,60000,1,3,2,25
6729,390000,2,2,1,43
6730,280000,2,1,2,39
6731,80000,1,1,1,60
6732,360000,1,2,1,34
6733,20000,2,2,2,21
6734,500000,2,2,1,31
6735,90000,2,1,2,23
6736,30000,2,1,1,33
6737,390000,1,1,2,47
6738,360000,1,1,1,32
6739,10000,2,2,2,32
6740,150000,2,1,1,32
6741,40000,2,2,2,27
6742,210000,2,5,2,29
6743,50000,2,2,1,41
6744,10000,1,2,2,23
6745,310000,2,2,2,26
6746,50000,1,1,2,34
6747,150000,2,1,1,37
6748,50000,1,3,1,48
6749,250000,2,1,2,30
6750,30000,2,3,1,46
6751,30000,1,1,1,32
6752,30000,2,3,1,50
6753,20000,2,2,1,44
6754,30000,2,1,2,24
6755,300000,1,1,1,45
6756,90000,1,2,1,28
6757,30000,1,2,2,24
6758,200000,2,2,1,51
6759,180000,2,2,2,29
6760,70000,2,2,2,26
6761,230000,2,2,2,29
6762,240000,2,1,1,45
6763,190000,2,3,1,41
6764,80000,2,1,1,29
6765,300000,2,2,1,34
6766,220000,2,1,1,36
6767,340000,1,2,1,31
6768,480000,2,1,2,57
6769,60000,2,1,1,25
6770,200000,1,2,1,28
6771,20000,1,2,1,53
6772,110000,2,3,2,46
6773,470000,2,2,2,32
6774,200000,1,2,1,42
6775,130000,1,1,2,30
6776,80000,1,1,1,46
6777,120000,2,2,1,30
6778,180000,1,1,2,27
6779,400000,1,2,1,42
6780,150000,1,3,1,43
6781,640000,2,3,2,34
6782,500000,1,1,1,32
6783,70000,2,1,2,26
6784,100000,2,1,2,24
6785,80000,2,3,1,42
6786,120000,2,2,1,30
6787,210000,2,1,2,31
6788,50000,2,1,2,25
6789,50000,2,2,1,45
6790,260000,1,2,1,35
6791,20000,1,2,2,22
6792,30000,1,2,1,40
6793,310000,2,2,1,29
6794,100000,1,1,2,34
6795,300000,2,1,1,38
6796,30000,1,3,1,47
6797,320000,1,2,2,34
6798,120000,2,1,2,32
6799,80000,1,2,2,24
6800,20000,1,3,1,50
6801,380000,1,1,1,53
6802,180000,2,1,2,30
6803,50000,1,2,2,27
6804,280000,1,1,2,33
6805,30000,2,3,2,47
6806,100000,1,2,2,25
6807,30000,1,1,2,45
6808,160000,2,2,2,30
6809,210000,1,1,1,42
6810,10000,1,1,2,30
6811,420000,2,2,2,36
6812,400000,2,1,1,37
6813,70000,2,1,2,29
6814,110000,1,2,2,31
6815,300000,1,1,1,54
6816,120000,2,1,2,27
6817,180000,1,1,2,27
6818,400000,1,1,1,46
6819,100000,1,1,1,44
6820,220000,2,2,1,32
6821,220000,2,2,1,43
6822,140000,2,2,1,27
6823,90000,2,2,1,51
6824,30000,2,1,2,23
6825,240000,2,1,2,28
6826,110000,2,1,1,37
6827,60000,2,1,2,24
6828,20000,1,2,2,26
6829,180000,1,2,1,53
6830,130000,2,2,2,26
6831,130000,2,3,1,36
6832,70000,1,1,2,26
6833,10000,1,2,1,42
6834,50000,2,1,2,24
6835,190000,2,1,1,31
6836,60000,1,2,2,36
6837,20000,1,1,2,25
6838,80000,2,2,2,42
6839,500000,2,1,1,51
6840,220000,1,3,1,52
6841,230000,2,2,1,36
6842,20000,1,2,2,25
6843,50000,1,2,2,39
6844,120000,2,1,2,29
6845,130000,2,2,2,34
6846,230000,2,1,2,26
6847,350000,1,1,2,32
6848,300000,2,1,2,38
6849,70000,2,2,2,55
6850,280000,1,1,2,33
6851,60000,2,2,1,25
6852,310000,1,2,2,42
6853,290000,1,3,2,34
6854,180000,1,1,1,35
6855,340000,2,1,2,43
6856,360000,2,1,2,29
6857,180000,2,1,1,33
6858,30000,2,3,1,48
6859,100000,1,1,2,32
6860,180000,1,2,1,42
6861,210000,2,1,2,31
6862,180000,2,2,1,36
6863,60000,2,3,3,48
6864,500000,1,1,2,30
6865,200000,2,2,1,37
6866,610000,2,2,1,39
6867,50000,1,2,2,29
6868,80000,2,6,2,25
6869,210000,1,1,2,38
6870,50000,1,1,2,56
6871,360000,1,1,1,58
6872,240000,1,2,2,30
6873,20000,1,3,1,56
6874,10000,1,1,2,22
6875,30000,2,2,2,23
6876,360000,1,0,2,30
6877,260000,1,1,2,29
6878,100000,1,2,1,52
6879,500000,2,2,1,40
6880,70000,2,3,2,42
6881,200000,2,1,1,38
6882,230000,2,5,2,45
6883,200000,1,2,2,36
6884,110000,1,2,1,38
6885,260000,2,1,2,33
6886,50000,2,3,3,55
6887,50000,1,2,2,44
6888,80000,1,2,2,23
6889,260000,1,1,2,29
6890,80000,1,1,2,31
6891,80000,2,1,2,29
6892,200000,2,5,1,36
6893,370000,2,2,2,29
6894,60000,2,1,1,43
6895,260000,1,1,2,29
6896,30000,1,2,2,35
6897,120000,1,2,2,32
6898,130000,2,3,2,39
6899,160000,2,3,1,38
6900,230000,2,2,2,31
6901,300000,2,1,2,26
6902,180000,2,2,2,29
6903,80000,2,2,2,24
6904,180000,2,4,1,30
6905,50000,1,2,2,25
6906,10000,1,2,1,62
6907,50000,1,2,2,46
6908,90000,2,1,1,31
6909,30000,2,3,2,29
6910,180000,1,1,1,38
6911,150000,2,2,1,38
6912,590000,1,1,1,63
6913,60000,1,2,1,39
6914,100000,1,2,2,27
6915,20000,2,2,2,25
6916,10000,1,1,2,22
6917,300000,1,1,2,26
6918,260000,2,2,2,40
6919,160000,2,3,1,28
6920,260000,2,1,2,32
6921,280000,2,1,2,29
6922,260000,2,1,2,35
6923,240000,1,1,1,43
6924,50000,2,2,3,49
6925,260000,2,2,2,44
6926,60000,2,2,2,24
6927,130000,2,2,1,26
6928,140000,2,1,2,31
6929,20000,1,3,2,39
6930,360000,2,1,2,35
6931,220000,1,1,2,28
6932,500000,1,1,2,37
6933,50000,1,3,3,59
6934,210000,2,1,2,28
6935,200000,1,1,1,41
6936,370000,1,1,2,28
6937,200000,1,2,2,27
6938,260000,1,1,1,51
6939,50000,2,1,2,23
6940,260000,2,1,2,33
6941,230000,2,3,2,48
6942,20000,1,2,2,27
6943,500000,1,2,2,33
6944,160000,2,2,1,50
6945,50000,1,2,2,25
6946,220000,2,2,1,37
6947,150000,1,3,1,64
6948,180000,2,1,2,35
6949,80000,2,2,1,40
6950,50000,2,3,2,27
6951,30000,2,2,2,26
6952,180000,2,2,2,31
6953,70000,1,3,1,64
6954,300000,2,1,2,33
6955,640000,2,1,1,50
6956,60000,2,1,2,28
6957,120000,2,2,2,24
6958,280000,2,1,2,27
6959,260000,2,1,2,32
6960,50000,1,2,3,34
6961,70000,1,2,2,47
6962,50000,1,1,2,38
6963,470000,1,1,1,40
6964,320000,2,1,1,41
6965,50000,2,3,2,23
6966,230000,2,3,1,32
6967,140000,2,2,2,29
6968,50000,1,2,2,25
6969,450000,2,1,2,45
6970,500000,1,2,1,49
6971,20000,1,2,2,37
6972,230000,1,1,1,38
6973,50000,1,2,2,24
6974,300000,1,2,1,31
6975,100000,2,3,1,36
6976,30000,1,2,2,27
6977,400000,1,2,1,44
6978,170000,1,1,2,30
6979,340000,2,3,2,57
6980,210000,2,2,1,35
6981,80000,2,2,1,38
6982,20000,2,1,2,24
6983,300000,2,1,1,51
6984,20000,1,3,2,43
6985,50000,1,1,1,40
6986,60000,2,1,2,27
6987,60000,2,2,2,50
6988,50000,1,3,1,51
6989,120000,2,2,2,26
6990,20000,1,3,2,59
6991,240000,2,2,1,40
6992,420000,2,1,2,36
6993,180000,2,1,2,28
6994,410000,2,3,2,28
6995,30000,1,1,2,41
6996,110000,1,2,2,25
6997,90000,1,1,2,33
6998,220000,1,1,1,41
6999,50000,2,3,1,57
7000,30000,2,3,2,22
7001,520000,1,1,1,55
7002,80000,2,3,1,39
7003,20000,1,3,2,58
7004,210000,2,1,2,29
7005,100000,2,2,2,28
7006,320000,2,1,1,33
7007,500000,2,2,1,44
7008,20000,2,3,1,41
7009,10000,1,2,1,59
7010,310000,1,3,1,43
7011,200000,2,1,2,37
7012,180000,1,3,2,29
7013,50000,1,2,1,32
7014,150000,2,2,2,41
7015,500000,2,1,1,45
7016,230000,1,2,2,31
7017,20000,1,2,2,38
7018,190000,2,2,2,28
7019,20000,2,2,2,24
7020,170000,1,3,1,51
7021,210000,2,2,2,43
7022,100000,1,2,1,44
7023,260000,2,2,1,42
7024,200000,2,2,2,25
7025,90000,1,2,3,40
7026,470000,2,1,1,35
7027,270000,2,1,2,27
7028,100000,1,1,1,49
7029,200000,2,1,2,40
7030,70000,2,2,1,43
7031,200000,2,1,1,40
7032,50000,2,2,1,31
7033,90000,2,2,1,24
7034,50000,2,2,1,30
7035,240000,2,1,1,37
7036,140000,1,1,2,35
7037,120000,1,1,1,52
7038,460000,1,2,1,61
7039,170000,2,2,1,25
7040,500000,2,1,1,39
7041,50000,1,2,1,51
7042,210000,2,1,2,26
7043,50000,1,1,2,24
7044,200000,2,2,1,42
7045,20000,2,1,2,26
7046,80000,2,2,1,53
7047,430000,1,2,1,32
7048,350000,2,1,2,44
7049,50000,2,2,1,34
7050,210000,2,3,1,55
7051,20000,1,2,2,51
7052,160000,2,2,2,29
7053,50000,2,3,1,46
7054,50000,2,1,2,24
7055,30000,1,3,2,31
7056,100000,1,1,2,29
7057,360000,1,2,2,28
7058,310000,2,2,1,34
7059,50000,2,2,3,30
7060,120000,2,2,1,37
7061,30000,2,2,2,29
7062,200000,2,2,2,30
7063,20000,1,3,2,37
7064,50000,2,2,2,23
7065,70000,2,1,2,25
7066,290000,2,1,2,32
7067,90000,2,1,2,30
7068,150000,1,2,1,37
7069,90000,1,2,2,38
7070,80000,1,1,1,40
7071,100000,1,1,2,32
7072,200000,2,2,1,41
7073,140000,2,2,2,31
7074,110000,2,2,2,45
7075,50000,2,3,3,43
7076,60000,2,2,1,42
7077,130000,1,1,1,40
7078,320000,2,2,1,43
7079,120000,2,3,1,42
7080,450000,2,2,2,35
7081,200000,2,2,1,36
7082,20000,1,1,2,31
7083,410000,2,2,1,29
7084,210000,2,1,1,40
7085,210000,2,1,1,36
7086,130000,1,3,1,38
7087,170000,2,1,2,27
7088,190000,2,2,1,55
7089,230000,2,1,2,28
7090,120000,2,2,2,29
7091,50000,2,2,2,23
7092,220000,2,2,2,41
7093,320000,2,1,2,32
7094,160000,2,2,1,27
7095,20000,2,2,2,23
7096,460000,2,1,2,34
7097,490000,1,1,1,38
7098,130000,2,2,1,47
7099,170000,1,2,2,41
7100,150000,2,2,2,24
7101,180000,2,1,2,33
7102,50000,1,3,2,35
7103,240000,2,5,1,44
7104,390000,2,1,2,37
7105,50000,1,3,2,47
7106,310000,1,1,1,43
7107,100000,2,1,2,28
7108,260000,2,1,2,36
7109,30000,2,2,2,28
7110,310000,1,2,2,27
7111,270000,1,1,2,40
7112,250000,2,1,1,30
7113,130000,2,2,1,31
7114,220000,1,1,1,35
7115,60000,2,2,2,48
7116,120000,1,1,2,29
7117,30000,2,2,1,35
7118,130000,2,1,2,30
7119,100000,2,2,1,35
7120,200000,2,1,2,26
7121,260000,2,2,1,47
7122,390000,1,1,1,45
7123,340000,2,1,2,42
7124,140000,2,2,2,24
7125,220000,2,2,2,39
7126,20000,1,2,1,31
7127,500000,1,2,2,40
7128,210000,2,2,1,33
7129,340000,2,2,2,39
7130,130000,1,2,1,44
7131,200000,2,2,2,34
7132,150000,1,1,1,35
7133,50000,2,3,2,22
7134,60000,2,1,2,25
7135,60000,1,1,2,27
7136,150000,2,3,1,29
7137,180000,1,1,1,38
7138,50000,1,2,2,22
7139,10000,2,3,1,48
7140,100000,2,2,2,24
7141,30000,2,2,2,21
7142,50000,1,3,1,51
7143,30000,1,2,1,39
7144,100000,2,2,2,30
7145,100000,1,2,2,35
7146,290000,1,2,1,37
7147,140000,2,2,1,42
7148,240000,2,1,1,39
7149,380000,1,1,2,27
7150,230000,2,3,1,54
7151,40000,2,1,2,24
7152,210000,2,1,1,34
7153,150000,2,2,1,37
7154,70000,2,3,1,27
7155,80000,2,2,2,24
7156,50000,1,2,2,30
7157,300000,2,2,2,27
7158,180000,2,2,2,30
7159,150000,2,1,2,35
7160,60000,1,1,2,24
7161,100000,2,2,2,37
7162,90000,2,2,1,26
7163,20000,1,2,1,43
7164,320000,2,1,2,32
7165,90000,2,3,1,68
7166,500000,1,2,2,36
7167,210000,1,1,1,37
7168,30000,1,2,2,29
7169,20000,1,2,1,51
7170,50000,2,1,2,23
7171,360000,2,3,1,39
7172,80000,2,3,1,28
7173,150000,1,1,1,47
7174,20000,1,2,1,36
7175,150000,2,3,1,55
7176,340000,1,3,1,29
7177,500000,1,2,1,61
7178,100000,2,3,1,33
7179,160000,1,2,1,62
7180,300000,2,1,1,42
7181,240000,1,1,2,34
7182,60000,2,2,1,30
7183,20000,2,2,2,21
7184,80000,2,2,1,25
7185,20000,1,2,1,47
7186,240000,2,1,1,35
7187,20000,1,2,2,25
7188,290000,1,2,1,33
7189,120000,2,1,2,33
7190,100000,2,2,2,33
7191,20000,1,2,1,42
7192,60000,2,2,1,49
7193,150000,2,2,2,26
7194,500000,1,1,1,57
7195,120000,2,2,2,24
7196,80000,2,2,1,35
7197,100000,2,3,1,39
7198,20000,1,1,1,53
7199,200000,2,2,1,33
7200,80000,1,1,1,39
7201,80000,1,1,2,33
7202,150000,1,1,2,26
7203,50000,1,2,1,50
7204,370000,2,1,2,28
7205,130000,2,2,2,25
7206,450000,2,1,1,41
7207,200000,2,2,1,44
7208,130000,1,1,2,30
7209,230000,2,5,2,23
7210,90000,2,1,2,29
7211,30000,1,3,1,53
7212,180000,1,2,1,43
7213,140000,1,1,2,32
7214,380000,1,1,1,52
7215,30000,2,2,1,56
7216,80000,2,3,1,46
7217,60000,2,3,1,47
7218,290000,2,1,2,32
7219,160000,2,2,1,26
7220,20000,1,1,2,28
7221,80000,2,3,1,65
7222,360000,2,1,1,34
7223,30000,2,1,2,44
7224,140000,2,2,1,37
7225,150000,1,1,2,33
7226,130000,1,1,1,45
7227,410000,1,1,1,34
7228,70000,2,1,2,28
7229,30000,2,1,2,24
7230,50000,2,2,1,37
7231,180000,1,2,1,45
7232,30000,2,2,2,36
7233,20000,1,1,2,38
7234,30000,1,2,2,24
7235,20000,2,2,2,53
7236,280000,1,1,2,27
7237,50000,2,2,1,28
7238,360000,1,1,1,34
7239,190000,2,3,1,41
7240,180000,2,1,1,36
7241,60000,2,1,2,24
7242,320000,2,2,1,47
7243,10000,1,3,2,33
7244,200000,2,2,1,52
7245,50000,1,2,2,24
7246,180000,2,1,2,25
7247,20000,1,2,2,24
7248,300000,2,2,1,28
7249,90000,2,1,2,28
7250,160000,2,2,2,23
7251,20000,1,2,2,39
7252,150000,2,2,2,28
7253,50000,1,3,2,26
7254,60000,1,3,3,43
7255,210000,2,1,1,54
7256,150000,1,2,2,27
7257,60000,2,2,2,24
7258,210000,2,2,1,35
7259,210000,1,2,2,28
7260,360000,2,3,1,31
7261,10000,1,1,2,25
7262,140000,2,1,2,32
7263,100000,2,1,2,33
7264,50000,1,2,2,23
7265,360000,2,3,2,42
7266,360000,1,2,1,42
7267,30000,2,2,2,27
7268,20000,1,2,2,36
7269,260000,2,1,1,42
7270,100000,2,1,2,38
7271,340000,2,2,2,39
7272,50000,2,1,2,31
7273,180000,2,2,1,32
7274,360000,2,1,2,33
7275,60000,2,2,1,35
7276,20000,2,3,1,28
7277,150000,2,1,1,44
7278,150000,1,1,1,50
7279,300000,1,1,2,32
7280,420000,2,3,2,35
7281,500000,1,1,2,34
7282,150000,2,2,2,30
7283,50000,1,3,1,54
7284,110000,2,2,2,24
7285,150000,2,2,1,38
7286,80000,1,1,2,26
7287,150000,2,3,1,34
7288,50000,2,2,2,39
7289,20000,1,2,2,33
7290,80000,2,2,2,33
7291,150000,1,1,1,41
7292,240000,2,3,1,41
7293,100000,2,2,1,27
7294,130000,2,2,1,45
7295,20000,1,2,1,37
7296,340000,2,1,2,35
7297,430000,1,1,1,40
7298,110000,2,1,1,57
7299,90000,2,3,1,49
7300,10000,2,1,2,26
7301,100000,1,1,2,32
7302,390000,2,1,1,34
7303,130000,2,2,2,43
7304,180000,2,2,1,37
7305,50000,1,2,3,51
7306,80000,2,2,1,30
7307,30000,2,3,2,33
7308,150000,2,1,2,30
7309,230000,1,2,2,46
7310,90000,2,2,2,23
