ID,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
2274,-325,-721,-1117,-1513,-1909,59017
2275,32312,24213,24278,24750,0,0
2276,3116,1058,390,1726,390,2240
2277,6223,8143,3712,3091,90817,308
2278,2475,2475,5175,2475,3975,8175
2279,38527,39609,40352,41183,42221,42935
2280,0,0,0,0,0,688
2281,13723,14266,13305,14925,13925,9745
2282,139117,130301,119701,121296,122477,125279
2283,104494,99941,95197,90508,85640,79775
2284,47310,51047,51727,50594,51823,54093
2285,33782,35650,390,390,46310,0
2286,121915,116093,99267,74324,47642,37957
2287,41322,40383,42413,41434,45567,61595
2288,232796,233564,235149,166637,165699,163858
2289,35155,26598,22793,23156,24810,27433
2290,10178,14491,15504,15812,16143,16606
2291,8210,7936,8792,9117,9305,9504
2292,0,800,400,0,950,400
2293,68152,71459,73690,71908,76294,74788
2294,-200,2716,200,0,12140,42424
2295,766,515,-150,974,269,191
2296,25830,780,0,0,0,0
2297,35103,43782,44508,67484,500,7391
2298,0,0,0,0,0,0
2299,25025,25336,26029,26816,21116,10721
2300,17254,811,1533,722,811,337
2301,188553,192100,126343,125700,126448,81008
2302,2212,17402,32450,17285,9766,9981
2303,51855,53220,59244,57889,59017,56637
2304,172842,177065,163930,136145,133843,134352
2305,51751,43280,44234,45276,39808,40598
2306,0,0,0,0,0,0
2307,10540,9766,-2643,2596,1123,2390
2308,0,0,4990,4322,1955,980
2309,8864,10062,11581,12580,13716,14828
2310,54021,55154,56280,57397,58599,60668
2311,23709,23047,24056,24380,24835,25423
2312,93169,58983,60506,58458,60770,61628
2313,27033,27772,28740,29313,29019,28916
2314,236772,201463,187916,149293,150614,150911
2315,26307,27361,28878,30428,31818,34293
2316,17541,19021,7861,7691,0,0
2317,0,0,1154,2000,0,0
2318,44573,60540,15993,16327,16863,17282
2319,-200,-200,0,3000,0,0
2320,2365,-581,-581,-2054,1473,14510
2321,390,918,19583,19593,19364,19893
2322,1742,1560,780,780,2057,1737
2323,50777,51086,50321,20141,18039,19349
2324,46927,40000,0,0,0,0
2325,195156,190843,186029,181866,179272,148704
2326,47479,49344,19596,19194,19201,19199
2327,33918,50878,51787,52422,53608,50312
2328,45408,36025,0,0,0,0
2329,964,-36,1000,0,0,43527
2330,89309,88544,88888,48534,49874,32078
2331,199671,193523,187389,181348,174998,168176
2332,1709,2522,3426,3426,2921,2197
2333,2724,5520,5275,0,0,150
2334,2360,4707,4465,0,9306,5855
2335,12436,14910,13780,13710,488,-1450
2336,29719,30754,31939,33102,33918,35197
2337,36380,51418,43095,29717,30368,29113
2338,1633,8410,5722,10371,9998,1328
2339,4914,6237,3280,11167,15915,16268
2340,10767,144915,142909,143531,144893,144121
2341,81774,79597,47168,45312,46263,47341
2342,0,0,0,4647,250,4654
2343,88713,79214,81301,84033,86513,90056
2344,80534,78179,79348,81099,80540,67069
2345,372724,394443,398634,210628,203102,85374
2346,20393,19908,20310,15617,219,1205
2347,11487,307,400,589,956,1383
2348,16373,15249,15018,15520,3491,5651
2349,10056,9815,7576,5746,3900,1944
2350,131406,125858,118536,34394,66701,58437
2351,95997,98047,100412,102736,105083,107334
2352,264482,267508,255409,256321,250358,236608
2353,12619,14896,14360,14921,15328,16474
2354,64008,3414,3844,5344,4000,10395
2355,1224,3120,1712,5000,0,4210
2356,2908,1051,2422,1051,1051,83573
2357,276955,198150,183825,185971,189968,193799
2358,50667,50400,50108,49425,48977,48459
2359,121344,121415,25210,21433,18203,13931
2360,276536,206885,169901,170540,152188,101485
2361,6565,4460,1500,8745,5316,4058
2362,27041,27797,5958,11341,5259,4278
2363,24348,24025,23391,22757,21834,21200
2364,17875,3431,-344,-344,-601,-601
2365,73487,75456,86171,87895,89022,90868
2366,60273,61839,62370,63429,26779,27521
2367,258070,77910,61440,44590,12270,0
2368,9642,12557,3938,1110,9848,3301
2369,128302,59254,52099,45512,39041,33571
2370,2915,4203,167,3351,1644,1733
2371,187992,193623,187501,167142,170910,174336
2372,318,0,0,0,0,0
2373,41250,40813,10695,8841,8140,8267
2374,1181,1545,2319,1856,4356,7026
2375,35592,36518,36822,37421,38424,39035
2376,33152,33623,34773,33917,36704,40404
2377,28827,36326,35448,36551,37460,38831
2378,0,0,0,0,700,0
2379,15145,16618,18475,17919,19167,18750
2380,190730,194336,197284,199489,201484,204017
2381,81449,83241,84960,86045,88060,93394
2382,95719,96369,92336,91816,57477,66203
2383,1323,445,393,294,223,13635
2384,22226,18597,13801,8038,7340,-153
2385,3933,2162,856,-1267,-363,-2389
2386,64489,58611,54463,53008,52835,40015
2387,0,0,2455,2500,1307,1550
2388,45021,45782,46187,47105,45253,46144
2389,9361,-25,18401,13200,6385,7088
2390,21019,19890,19271,19037,20448,19345
2391,5265,5002,0,0,1378,978
2392,-218,466,1267,155951,159749,167416
2393,39589,40160,40796,41526,42209,44960
2394,8503,11352,10198,10400,1150,0
2395,-10,-10,3362,-3,998,937
2396,61152,60833,61245,47316,47175,47141
2397,45982,46328,47534,48367,49366,47539
2398,48991,43412,33995,29759,29766,29665
2399,126974,122107,108542,89356,91024,89779
2400,149814,184419,163036,159348,160198,104389
2401,220,4680,0,7500,4100,0
2402,730,213,2368,3368,1377,0
2403,54033,52595,56709,55201,69270,70582
2404,752,169,1940,0,0,0
2405,10462,3327,19305,17748,8269,1074
2406,2400,2400,2400,2400,2400,2400
2407,201169,210942,214523,138786,140918,144099
2408,239293,90568,88997,93971,92203,93059
2409,2593,0,0,0,1849,12837
2410,35815,38023,40180,41318,42605,43857
2411,17776,18886,19551,18964,19676,20116
2412,2010,2936,640,0,0,4750
2413,11479,12981,14450,14903,16500,18715
2414,-697,48266,47194,48224,49416,50126
2415,0,2281,3666,2713,0,0
2416,28008,29549,30298,30046,29880,27039
2417,1006,1853,2657,1416,2706,1229
2418,30279,30428,30485,31012,30402,30195
2419,12518,12889,9638,8878,6474,2771
2420,108639,85818,90069,85008,83983,50257
2421,1880,1702,1196,870,3028,2508
2422,16549,16002,16047,15492,16739,16320
2423,4948,3804,0,0,1715,0
2424,19553,18092,18175,19000,20000,0
2425,31462,31499,16773,11568,9727,3832
2426,18743,19879,18872,21178,20329,20853
2427,30734,28092,29112,29555,28536,29252
2428,26957,28230,27483,27728,29681,29053
2429,49735,25144,7905,7905,20616,7727
2430,1166,4144,3889,4889,4139,430
2431,816,316,316,316,316,316
2432,60024,58104,54976,-3518,-1285,1601
2433,31746,32743,32931,30727,29679,30088
2434,0,780,0,0,0,0
2435,87057,84821,85194,76326,75122,75011
2436,850,0,0,31106,0,1505
2437,56341,54869,67965,73871,79707,85433
2438,25851,26912,27535,29175,28625,30383
2439,2057,2147,1945,1934,2045,1938
2440,2468,7869,506,2097,758,2005
2441,67925,69771,73233,72328,74234,75500
2442,-8,1722,1684,-15,-15,3016
2443,25631,27047,26654,28065,29503,32042
2444,30607,29849,30653,28410,29068,30383
2445,47872,48802,50214,19321,19867,20384
2446,0,0,0,1517,48669,49635
2447,17047,11885,8254,5144,15365,2250
2448,5025,4805,46295,46885,47535,45994
2449,18157,16520,15709,13209,14166,14025
2450,0,0,0,0,0,0
2451,27631,29179,30146,26371,27567,30114
2452,77181,59873,60396,63720,65211,60053
2453,651,1883,651,2688,1000,2253
2454,59423,63347,61183,29052,29087,27296
2455,83514,79730,64171,58767,54224,51667
2456,384919,393029,394483,338220,347753,356161
2457,396402,395484,333041,294173,300616,266973
2458,8347,9560,9258,11096,11165,10837
2459,28789,31026,31401,31986,32468,31794
2460,37137,51803,4997,0,0,0
2461,146130,120750,105492,104061,105202,107143
2462,25615,29849,31034,28071,29978,29365
2463,22329,23665,47968,24784,25784,2901
2464,19443,18851,19248,18648,20040,19464
2465,0,1349,5947,16735,6444,0
2466,175441,153992,132132,114431,116766,95961
2467,1071,1671,1981,4241,4542,5261
2468,3409,4489,5345,5454,5598,178
2469,163148,158197,158956,157953,157098,157099
2470,141476,143850,134502,122186,122506,117121
2471,97905,100152,100772,101562,103214,88085
2472,10512,12044,11562,11080,11700,12357
2473,62427,63922,65864,66578,69503,72346
2474,32516,32774,33597,29105,26154,27699
2475,2186,0,290,707,161,7705
2476,26769,27138,28122,29139,28534,30360
2477,49696,50893,50532,19632,18573,17212
2478,3090,52125,26325,29638,35474,38190
2479,45920,47186,46882,49170,48269,49121
2480,132070,134766,106450,106422,104337,106886
2481,19403,18541,19254,19456,19323,19265
2482,17453,7802,22214,4985,6551,7117
2483,0,0,0,347,197,2917
2484,780,0,390,390,390,540
2485,81635,83465,81472,82332,84067,78510
2486,6000,0,2880,0,0,0
2487,26303,9408,5082,7732,1379,-8
2488,0,552,2523,2327,2308,0
2489,110327,112130,108533,112475,108976,108385
2490,5857,6722,8305,9405,9100,13392
2491,91936,94698,77034,64886,71957,66658
2492,360,360,360,360,980,360
2493,7001,1224,394,-6,-6,2199
2494,78200,79726,80890,81615,75661,77012
2495,30814,29551,24034,21155,18413,0
2496,0,225,4019,4509,7155,5778
2497,986,2939,27754,10534,1954,2140
2498,316,312,2368,316,316,316
2499,74969,76012,77330,70579,63751,56977
2500,337871,311076,156674,129651,126192,94722
2501,138009,141253,130567,128257,116988,105961
2502,44109,32978,30415,28038,25669,16003
2503,23939,23572,24148,0,0,0
2504,399,399,399,399,399,399
2505,440,30404,0,880,150,430
2506,780,390,1170,780,0,390
2507,90599,60949,62235,63499,64877,66230
2508,7186,9063,10909,10440,10803,11330
2509,13123,14403,16150,17870,19571,21235
2510,23848,23873,24182,26022,27462,27531
2511,31202,32801,30092,30148,30222,28949
2512,38386,316,9894,13811,12141,11820
2513,332,332,332,142202,139245,116431
2514,0,0,0,0,0,0
2515,15019,1221,6909,5954,4160,1726
2516,736,645,855,0,590,0
2517,47327,48765,49149,44073,40260,30222
2518,-5,2148,2932,354,200,0
2519,-3,687,2740,2044,1614,2066
2520,101887,102069,100657,101565,101116,101764
2521,153404,144960,148146,142279,139905,142833
2522,46709,12889,50199,74405,38772,39438
2523,34081,23215,30340,28368,28962,26589
2524,10149,11454,9638,8761,8572,9274
2525,5044,3700,13181,12596,11699,2154
2526,24408,25169,13368,14142,14911,15660
2527,1569,1379,1800,0,0,4012
2528,0,0,0,0,0,5112
2529,0,0,0,0,0,0
2530,5748,3203,2162,2150,-440,0
2531,390,390,780,780,0,0
2532,-2,-2,-2,968,-2,-2
2533,36567,26613,26941,27705,21955,0
2534,22658,31647,24487,25125,26651,26125
2535,1530,750,1140,1530,750,1140
2536,11325,12654,13659,13635,13922,14689
2537,200593,206178,208601,213025,214931,219001
2538,0,0,0,0,0,0
2539,25298,0,0,0,0,0
2540,1044,0,5596,0,0,0
2541,2359,1519,1939,1939,1939,1520
2542,47253,49489,53034,53568,54563,56013
2543,72970,100360,91329,76840,77455,79472
2544,2329,1894,2528,1865,1496,1873
2545,13896,12906,13983,10983,5400,0
2546,30096,30819,13816,10291,7441,7435
2547,54530,37295,96251,36221,36424,37791
2548,16514,17547,18541,19250,19805,20356
2549,31367,29652,30178,20989,17125,14739
2550,44470,51192,48506,18524,19239,19283
2551,17341,-1030,29718,27417,28489,28427
2552,15268,5135,0,0,0,0
2553,15654,16425,17265,16647,12213,10998
2554,9899,6000,4100,0,10790,7373
2555,3378,1531,942,608,1738,277
2556,40046,47317,48849,35920,37433,10791
2557,508,10680,1190,527,4524,5522
2558,68398,73564,73548,44234,42599,46192
2559,26813,22999,17485,10588,8368,940
2560,9782,11620,14415,16177,16582,16178
2561,20138,8267,65993,8543,1695,750
2562,140619,144410,148555,156733,153230,155159
2563,136785,137175,140773,133147,140350,136475
2564,15498,16409,17291,17588,18034,18658
2565,0,0,0,0,0,0
2566,5607,9416,3421,11521,20424,7467
2567,0,3495,2783,2001,-339,-1180
2568,8666,8666,17307,8666,8666,17303
2569,5186,8225,8244,7963,8134,9995
2570,59174,60922,61800,0,51301,52327
2571,184650,0,0,0,0,0
2572,0,0,0,0,0,0
2573,0,5932,5674,1484,4680,0
2574,1171,644,-155,-155,745,542
2575,54232,55456,56625,57757,59424,60631
2576,167140,160707,162477,166861,171083,169365
2577,58186,58364,59108,38827,39670,37503
2578,73000,71338,47202,38133,39096,40510
2579,9747,17230,198,875,1977,2052
2580,18590,17838,18680,19788,22265,21629
2581,17582,0,0,0,0,0
2582,147560,142435,142096,136836,139417,141889
2583,94025,101460,102724,100188,102110,107014
2584,-200,-200,0,13467,17800,0
2585,3963,6222,2936,588,0,0
2586,76222,79564,49000,-1000,0,0
2587,35187,36236,37220,37963,38875,39184
2588,0,0,3726,0,0,1300
2589,5516,4950,5232,6464,3820,11870
2590,61189,62721,61115,62334,66196,64979
2591,586,14074,5672,5084,3317,1646
2592,22167,22474,18180,15900,0,0
2593,-220,38929,339176,33146,37337,33777
2594,1722,0,0,0,0,0
2595,4908,7479,11902,13871,19466,8128
2596,9186,9459,10102,10452,10907,10400
2597,490,-85,5215,4115,3921,3421
2598,14520,14747,4753,5152,4664,4833
2599,9474,0,0,0,0,0
2600,640,600,1490,1822,1740,0
2601,0,0,0,0,0,0
2602,38924,38468,35930,40106,38214,28494
2603,4693,5371,6327,6055,0,0
2604,1933,2855,872,981,22936,8097
2605,15527,16882,18190,27465,27643,27816
2606,48308,48019,48647,26894,10875,15878
2607,7885,7190,6854,3142,5000,0
2608,389,376,467,78,399,10
2609,17679,16720,17705,19228,18804,19316
2610,68328,76797,55200,30000,0,0
2611,66623,61474,57160,58794,61231,62516
2612,9576,9028,9644,9790,9990,0
2613,0,0,13499,9078,11009,6172
2614,29388,27850,28525,29091,28923,29553
2615,73032,12928,88930,30000,67861,18929
2616,13371,13480,5747,3339,9458,7231
2617,329877,309781,295550,277650,264217,238368
2618,29767,30206,27905,17174,17533,17240
2619,23107,24674,25351,25981,26464,23714
2620,0,0,0,11068,0,189
2621,49006,49139,47608,3990,390,0
2622,0,0,0,0,0,0
2623,59712,61743,63714,65056,73062,71738
2624,25994,27173,44285,45433,3952,3723
2625,3136,2345,8471,7234,5828,1906
2626,9819,10873,9646,9995,10371,5139
2627,53541,29308,20274,19945,20472,21000
2628,0,0,0,0,0,0
2629,3663,4338,3400,2535,3216,4652
2630,28156,27422,28335,20946,15525,7422
2631,240790,224497,213580,191771,166239,146584
2632,69116,64325,59653,55159,56277,57347
2633,265362,246735,248541,231534,230309,235992
2634,49371,50092,49029,25313,26006,27217
2635,0,0,0,0,0,0
2636,-300,-716,416,1132,566,416
2637,70722,69040,70912,63626,59200,38263
2638,10439,25143,35165,44543,45631,45793
2639,12878,7702,2377,0,0,0
2640,85314,87042,90165,91318,94847,35773
2641,70002,71389,73788,74463,72834,74190
2642,44498,46740,45718,44696,43848,44718
2643,21316,23038,24720,26370,29332,28574
2644,0,0,0,0,691,7020
2645,153322,149027,150920,145689,33588,0
2646,48152,45974,44792,18649,16260,18745
2647,266270,273719,235796,188031,170898,68369
2648,326,326,326,326,326,326
2649,90186,74504,72358,48081,45543,26788
2650,127111,106956,106129,106531,107062,109938
2651,2000,2210,3000,2000,5000,3000
2652,148,75,12117,9620,8690,11744
2653,99387,102141,103972,108405,102303,99767
2654,0,0,4488,4696,84522,86206
2655,34364,34212,33886,32929,34549,33458
2656,1013,0,0,6895,3718,0
2657,36014,39321,39145,39494,39896,28256
2658,40633,40311,39380,41389,40628,41389
2659,82505,86302,84020,97554,95878,112141
2660,26184,29261,28444,28878,27655,24480
2661,4810,0,726,726,495,1402
2662,33589,34608,38544,44486,52319,51764
2663,4624,2874,1210,632,15243,5471
2664,60005,41223,49108,50016,45956,52926
2665,94228,47635,42361,19574,20295,19439
2666,29637,30805,30336,13378,-1022,29857
2667,83275,84220,77956,77682,52300,56223
2668,6856,17329,2047,8568,8814,17180
2669,29302,30052,29349,29476,30014,29785
2670,17560,9829,3604,0,0,0
2671,34869,6305,5736,900,16915,936
2672,0,0,0,0,0,0
2673,1448,1261,630,240,690,150
2674,72830,49502,47771,52979,119678,94721
2675,75768,78069,79196,25722,26261,26784
2676,8570,10651,9944,10142,9591,10400
2677,125702,130461,131281,128594,117561,116732
2678,0,0,584,596,596,0
2679,180680,184436,188181,190775,196449,192085
2680,45429,47961,49562,4410,0,0
2681,85780,80568,79823,79335,79506,80252
2682,900,0,0,740,740,545
2683,632,0,632,316,0,316
2684,45536,11509,2110,2121,6789,14959
2685,39986,41036,42449,43243,48537,47606
2686,39649,43608,46899,47447,48035,40484
2687,68032,63174,44536,80570,8333,8325
2688,71921,367979,294969,189612,128459,167105
2689,284239,284692,230891,232778,235004,226959
2690,0,0,0,150,150,150
2691,22923,23264,23879,23960,24067,24253
2692,27107,36565,39711,47523,52726,57649
2693,3800,3138,4150,3750,1362,8210
2694,99415,101507,99511,99813,95816,96884
2695,31956,30425,30615,29304,28996,28970
2696,0,2500,2500,0,0,0
2697,9755,894,5625,9625,12625,0
2698,28063,29304,28047,26840,28271,28134
2699,103226,64671,64293,58024,59230,54638
2700,22327,21696,21054,21315,21623,22261
2701,6001,4308,3421,3615,4402,5173
2702,17569,18592,19621,21748,21262,21682
2703,4124,1070,0,1217,3766,381
2704,6271,6871,7599,9459,10303,11128
2705,47066,45132,47756,28275,28082,28846
2706,177633,139415,136942,114632,117808,120302
2707,24081,29818,28966,26902,25426,26799
2708,29717,28208,21372,18746,16745,16544
2709,16811,21290,20207,23858,33236,33337
2710,18292,18450,390,390,780,780
2711,262613,164486,169691,188527,145676,135254
2712,1605,1448,0,0,0,0
2713,56045,59524,58563,56831,53628,34490
2714,13733,5570,2698,4640,6554,8434
2715,27143,28211,28654,27897,29587,30152
2716,34644,33669,19124,18117,18496,18880
2717,42105,35575,32772,29766,29286,29404
2718,-42,7281,0,0,0,0
2719,2860,15643,1104,190,4786,2714
2720,111348,109115,102598,3039,-309,-309
2721,3333,0,3333,0,984,984
2722,75374,44796,47294,38712,39304,40479
2723,138379,143684,139902,142729,142406,142694
2724,14525,13828,10394,17562,8495,5090
2725,19684,11580,780,780,0,0
2726,0,0,0,0,0,0
2727,178665,133266,95836,85635,66137,30410
2728,25334,26203,25652,25162,24995,23901
2729,14617,20350,18456,4190,13702,13247
2730,0,1069,-320,-320,1680,4058
2731,31217,33423,32600,31777,33966,34759
2732,-23,3102,4438,3416,-4,1404
2733,23409,24725,26006,26771,28179,29746
2734,520,1316,6779,3416,2941,3518
2735,316,21359,2762,10264,316,9801
2736,135134,139178,139900,109665,108129,108067
2737,50998,51103,50262,20304,20319,20330
2738,124425,131943,133457,134749,132651,140600
2739,666,2629,4352,1440,1486,2290
2740,1136,642,1582,1109,3319,2113
2741,44230,44348,28978,17008,13780,14593
2742,55779,51886,52495,47727,44404,35768
2743,0,0,0,0,0,0
2744,9314,6020,4817,2098,2280,4778
2745,229254,232693,189095,190481,194215,198313
2746,19610,14746,28216,4245,3500,396
2747,76142,80627,76776,61884,55501,54840
2748,144160,147451,150617,153351,156213,158938
2749,175247,164173,152724,153527,153375,105491
2750,0,0,0,0,0,0
2751,598,2268,2268,1732,718,165
2752,655,655,0,0,0,0
2753,7963,9152,10282,10180,10394,9614
2754,27444,29000,29886,28392,22612,22750
2755,3281,4325,5341,5751,6500,7386
2756,175764,178600,182639,186275,190337,193961
2757,254266,240966,228663,217600,208432,200057
2758,27000,31809,29776,30148,29918,29399
2759,488,878,488,488,0,1915
2760,18395,-2390,10042,129691,88173,63034
2761,17742,12939,7035,4596,4635,2744
2762,113647,52992,38394,30332,110824,99661
2763,144414,145572,142816,145463,147475,149853
2764,15749,16221,19836,14354,10962,9274
2765,82494,83044,84752,84743,78987,65590
2766,7589,9463,12296,15083,17840,20376
2767,98736,96566,81166,72463,72189,70712
2768,81908,83597,157646,79061,79834,81257
2769,85339,84393,86793,84406,73976,75497
2770,32547,33481,26775,0,0,0
2771,87669,86653,57819,30895,14543,9329
2772,112460,29300,8500,0,8500,8535
2773,43870,42891,43582,44561,45592,46495
2774,1651,390,390,390,1848,930
2775,161226,139481,17939,10315,22728,11493
2776,2309,4791,4909,6588,9074,8651
2777,177113,180628,176137,183007,179505,105229
2778,3925,11200,25509,9857,8945,9985
2779,228443,233958,252615,186443,190345,193739
2780,7149,12946,16163,13142,9800,4857
2781,8000,0,0,0,600,0
2782,22236,23574,24583,24915,25280,25791
2783,31482,31805,18203,13122,11547,10949
2784,2002,1311,0,430,430,-550
2785,53213,50842,48205,47324,45723,46708
2786,49467,41877,20082,5329,3990,2088
2787,17557,18739,19473,17136,0,0
2788,1672,0,1672,836,0,2902
2789,0,780,0,0,0,0
2790,6300,3395,3180,1831,1868,3300
2791,48119,48318,21750,4387,4392,9493
2792,16117,17130,18655,17687,18023,18169
2793,98184,103228,119034,0,0,0
2794,0,664,62791,48598,50078,36050
2795,0,0,0,0,0,0
2796,0,0,0,0,0,0
2797,1779,1354,250,7250,2639,10207
2798,147048,137560,131090,121259,117003,116902
2799,0,2426,3367,2898,11768,3983
2800,47730,47525,47184,46836,46529,47070
2801,15523,17264,18325,15680,0,0
2802,82265,86127,84107,82362,74000,60977
2803,48677,39756,30000,0,0,0
2804,28639,29482,30455,28955,25959,26144
2805,686,686,686,1372,686,836
2806,0,0,0,0,915,0
2807,28637,28711,29138,28852,28487,27788
2808,0,0,0,0,298,7550
2809,53049,66623,70194,68618,67300,1825
2810,337792,293987,294203,300314,258484,274817
2811,14296,15321,16333,17434,17013,17500
2812,39083,40150,41181,41996,43021,45700
2813,19674,17810,19753,21550,21032,19979
2814,47481,36112,31992,33361,100,0
2815,750,0,3116,302,0,5778
2816,43342,44441,45390,46310,47262,48219
2817,69896,71360,72820,74264,75821,77410
2818,38965,38063,38838,39598,40313,41293
2819,174546,175121,150710,135981,136064,137343
2820,0,0,0,0,0,0
2821,28484,29242,30037,29682,0,0
2822,5867,5621,4090,2829,2108,1801
2823,96175,88092,78574,70330,61355,52969
2824,347,1353,78,135,68,193
2825,1319,4997,3635,130,1209,938
2826,8801,9544,0,0,0,7922
2827,0,18540,9007,9500,8675,6573
2828,5483,9136,17348,6456,12256,8156
2829,9933,11111,9998,8950,9415,5700
2830,-227,44791,-649,129798,558,522
2831,202010,103124,105226,107476,109746,111920
2832,776,776,776,776,926,776
2833,11787,9720,8613,5173,5593,0
2834,31164,32384,27553,28101,28690,28467
2835,400,20123,20590,20029,17198,5177
2836,43333,46308,47250,46192,46997,48221
2837,171907,171394,68907,70164,70672,69581
2838,20054,1298,6712,-884,-6332,-9333
2839,43729,43535,40799,41255,31766,32570
2840,121697,120133,118496,116033,114617,108328
2841,1952,2787,6316,6504,326,89599
2842,240063,242040,160008,160084,159453,159354
2843,10141,11472,12973,12468,13763,13989
2844,108993,111266,112056,112819,111298,113290
2845,5466,5652,9690,5286,8191,11272
2846,63672,57299,59336,61349,63366,65155
2847,181550,177978,164481,198545,232543,165288
2848,141836,140792,144021,146539,149286,151900
2849,66296,61916,39614,39863,26379,22081
2850,49457,47080,45833,45310,6313,5009
2851,5482,15900,1678,0,764,0
2852,9884,9586,10318,10522,11354,11022
2853,86643,87249,86858,86373,85875,82150
2854,16406,16966,15428,13465,40736,39532
2855,15679,16228,17796,17213,18432,18981
2856,51058,34619,18079,18077,1792,18344
2857,15907,17142,17844,18009,17356,17200
2858,42292,43764,44030,48466,49183,46919
2859,5255,721,17252,7388,6069,0
2860,0,0,0,0,0,0
2861,5730,7625,9484,11317,13125,14742
2862,8304,11526,1270,0,1121,500
2863,28864,30090,31282,33350,32682,33385
2864,15175,16505,17516,17926,18487,19029
2865,28390,29639,30854,30062,32705,33519
2866,70730,58103,68197,50756,50843,46727
2867,66982,66130,67489,68535,66835,64962
2868,45487,45548,46076,19092,18227,18285
2869,1345,0,0,0,0,0
2870,540,1283,843,0,444,0
2871,10973,12092,13386,13663,14440,15150
2872,4600,6519,7360,2437,2881,2659
2873,316,316,316,466,466,316
2874,43353,47682,46429,43405,42796,44171
2875,13610,14160,15200,14800,17800,10000
2876,0,811,1633,1666,1700,0
2877,45014,45698,39068,51205,54520,55964
2878,122339,137278,136572,95115,96847,101443
2879,101569,103688,107321,106614,108805,111012
2880,292,780,0,593,0,0
2881,6808,4954,8739,5420,4450,4064
2882,3352,18685,15868,11348,7822,7357
2883,15332,10000,19875,57751,25456,10625
2884,593,1763,53669,4707,22014,3415
2885,15536,17923,27007,360,257,21140
2886,228342,189966,142377,143828,143698,143342
2887,8996,18069,7966,3470,3128,2966
2888,24170,8051,77908,50297,43679,49749
2889,12592,12899,7313,8036,3949,26984
2890,5942,5444,2464,2521,-1,167
2891,296846,301634,314201,84135,90500,0
2892,0,41300,41300,0,3270,41300
2893,136655,146400,156049,164076,170885,177483
2894,4177,2657,2752,1048,462,830
2895,93357,94938,79368,74778,75996,77423
2896,203393,198272,120005,121023,128387,130960
2897,0,0,0,0,0,0
2898,146201,129311,112151,84218,76058,24068
2899,66599,67259,69521,16970,17326,17688
2900,1110,1170,780,390,0,780
2901,16961,16365,9342,556,19967,1742
2902,3391,775,450,125,800,325
2903,25498,26149,26716,26918,27089,26277
2904,47987,48716,47632,48738,49601,52773
2905,75565,64833,48586,48430,48150,48271
2906,32236,41510,-1523,-1523,-1523,48477
2907,74615,74399,68761,70260,70143,68506
2908,499231,511629,-311,6391,420,7619
2909,8102,10252,5607,59265,62554,55392
2910,29664,5995,8419,6523,508,370
2911,40561,97214,48890,8694,8876,9052
2912,1320,1320,1320,1320,1320,1320
2913,2459,2471,6015,5625,3056,2439
2914,1417,12643,3977,0,2500,199
2915,5714,7870,342,-6,1252,0
2916,16524,12624,11239,10569,3868,5000
2917,43340,42619,35381,31539,27409,23567
2918,500,0,0,0,0,0
2919,100727,96551,69676,44879,43532,44467
2920,354304,303188,153179,156229,159708,163051
2921,49466,50544,25381,9652,9464,9248
2922,100522,102650,0,0,0,6163
2923,25421,26704,26952,15673,13903,27775
2924,16435,17166,19478,19862,19403,21070
2925,50221,49664,49611,2190,19769,19335
2926,17287,14493,17240,19934,22441,24899
2927,24014,25891,27385,27834,28241,28130
2928,390,390,390,520,540,390
2929,43341,44442,45408,48279,47406,48553
2930,18112,8857,69841,59075,58998,61038
2931,50269,47809,42769,38855,38768,38846
2932,46628,45253,10507,6742,4387,1670
2933,86124,89129,90294,92243,94186,97562
2934,3242,4095,4296,5043,5194,6110
2935,0,0,0,0,0,181
2936,22382,20650,-15000,-15000,-15000,-15000
2937,65324,11860,0,0,0,0
2938,32405,22484,23169,23337,18265,18001
2939,156286,148841,134757,85874,84665,78130
2940,19469,17227,17400,19180,20036,4071
2941,47559,50463,49094,1884,19792,19809
2942,121368,102385,91591,66033,70654,121966
2943,288994,296230,158127,234456,236813,211237
2944,19401,20610,19682,19593,20001,19466
2945,87916,87459,88183,91204,89687,91060
2946,266762,268508,266858,194413,189687,162473
2947,92472,92518,91504,91706,91801,91753
2948,104489,101123,101600,17046,1075,1442
2949,126419,128887,134208,139551,134321,104513
2950,60987,60832,50469,40564,40601,40467
2951,80586,77960,79804,75299,76933,78953
2952,15621,3760,1368,0,1421,0
2953,30349,29580,30121,12787,6840,2250
2954,2638,3016,3274,7028,1839,2985
2955,34500,0,0,0,0,0
2956,43971,32009,13346,9163,8338,17793
2957,41940,41811,35920,19987,18971,18654
2958,5152,4529,890,890,3040,1000
2959,-25,-25,-25,-25,-25,-25
2960,2186,2186,2184,2542,2186,2109
2961,46532,46624,45438,39527,7997,462
2962,348,7963,198840,390,390,390
2963,671,671,671,1642,821,671
2964,47556,48802,47722,50411,49473,50649
2965,172382,173101,171158,121399,118539,121276
2966,25658,26539,27507,28299,12012,8923
2967,49083,27822,28702,29119,29240,28664
2968,2486,151,2853,2896,1149,1758
2969,86401,88991,91571,94045,97965,101176
2970,195221,188328,192624,149860,59256,61039
2971,76917,79075,81864,83747,85487,88315
2972,30145,26212,17354,18157,18952,14036
