ID,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
2430,3000,0,1000,0,1000,17342,1
2431,316,316,316,316,316,316,1
2432,4000,0,1580,1580,3202,0,0
2433,1800,1100,0,1000,2327,0,1
2434,780,0,0,7600,0,0,0
2435,0,2700,2500,3200,2500,0,1
2436,0,0,31106,0,1505,997,1
2437,0,14130,7065,7065,7065,0,1
2438,1779,1402,2042,0,2192,0,1
2439,2147,1945,1934,2056,1938,2544,0
2440,7890,506,2097,758,2005,360,0
2441,3509,5824,0,2204,2000,0,0
2442,1730,1692,0,0,3031,0,1
2443,2500,2000,2000,2000,3000,2000,0
2444,10,2000,2000,2000,2000,3000,0
2445,2000,2456,0,1000,1000,1000,0
2446,0,0,1517,48000,1775,1992,1
2447,1435,1350,5144,15365,2250,2690,0
2448,0,42000,1600,1500,2000,2000,1
2449,2000,1010,1003,2040,2000,1000,0
2450,0,0,0,0,0,0,1
2451,2000,1500,933,2000,3000,1000,1
2452,5305,3000,5000,3000,5000,6000,0
2453,1883,651,2688,20,2253,9816,0
2454,5500,146,1500,1200,1500,1500,0
2455,4013,4000,2100,2000,3000,1200,0
2456,15045,16017,13000,15000,15025,7002,0
2457,14034,15040,12018,15028,10038,10018,0
2458,1500,0,2000,392,0,2000,0
2459,2998,1183,1400,1139,0,1178,0
2460,51811,9544,0,0,0,0,0
2461,5042,4000,4000,4000,4368,4000,0
2462,5000,2000,0,2500,0,600,1
2463,2000,1400,2000,1000,1000,1000,1
2464,0,1000,0,2000,0,817,1
2465,1349,5957,16735,6444,0,7699,1
2466,0,0,0,2335,102075,0,1
2467,1671,1981,4241,4542,5261,4731,1
2468,1144,1000,109,144,0,0,0
2469,5725,5971,5846,5887,5802,5895,0
2470,5113,4514,4376,4432,4142,3455,0
2471,4700,3200,3500,3193,0,2304,1
2472,2000,0,0,800,1000,500,1
2473,2500,3000,2400,4000,4000,4000,0
2474,1870,1693,1106,1473,3000,2507,0
2475,0,290,1209,0,7705,3798,0
2476,1500,1447,3000,0,2300,0,0
2477,2000,2000,1000,763,626,3639,0
2478,52165,5000,7000,8000,5000,1200,0
2479,5013,5000,4000,0,2002,1692,0
2480,6000,4000,4000,4000,4300,3600,0
2481,0,1298,1000,692,766,998,1
2482,8338,22232,4985,6551,5000,5000,0
2483,0,0,347,0,2720,0,1
2484,0,390,390,390,540,390,1
2485,3716,0,2989,3105,2973,2830,0
2486,0,2880,0,0,0,0,0
2487,5030,2025,7770,1385,0,1775,0
2488,552,2531,2327,2308,0,0,1
2489,5332,0,7800,0,4428,3863,1
2490,1117,1700,1230,0,761,0,0
2491,7500,0,1500,10000,2000,0,0
2492,360,360,360,980,360,3420,1
2493,1224,394,6,0,2205,401,0
2494,3700,3600,3000,3000,3000,3000,0
2495,0,1500,1150,900,0,0,1
2496,225,4019,3860,5000,5778,23978,0
2497,2964,27968,10597,1954,2140,390,0
2498,312,2376,316,316,316,8611,0
2499,2846,2671,2396,2177,2146,2055,1
2500,11208,5000,23809,4136,3600,3169,0
2501,7015,7000,10007,6500,6600,9000,1
2502,5000,13500,14000,13500,13500,15550,0
2503,1500,1011,0,0,0,0,0
2504,399,399,399,399,399,399,1
2505,30404,0,880,150,430,747,0
2506,390,780,0,0,390,780,0
2507,2213,2300,2300,2400,2431,8700,1
2508,2000,2000,0,680,1000,0,1
2509,1500,2000,2000,2000,2000,1000,0
2510,700,1000,2550,2013,1108,0,1
2511,2415,0,1045,915,1063,409,1
2512,316,9894,13811,12141,11820,38800,1
2513,332,332,142402,6,20032,3022,1
2514,0,0,0,0,0,0,0
2515,2074,7039,10,1,4,45197,0
2516,645,855,0,590,0,299,0
2517,2200,1518,1414,1432,1300,1102,0
2518,2153,2932,354,200,0,0,0
2519,690,2753,2054,1622,2076,578,0
2520,4902,4507,3936,3982,4135,3676,0
2521,6900,7200,5450,5265,5443,5350,0
2522,1690,38000,1500,4000,2000,1500,0
2523,2000,8565,969,1004,1000,900,0
2524,2000,2000,0,1000,1000,4000,0
2525,1011,13181,5,1033,1781,305,0
2526,1300,1500,1000,1000,1000,1000,0
2527,0,1800,0,0,4012,0,0
2528,0,0,0,0,5112,0,0
2529,0,0,0,0,0,0,0
2530,1189,1025,3028,0,1000,0,0
2531,390,780,0,0,0,0,1
2532,0,0,970,0,0,0,1
2533,1682,1400,1554,0,0,0,0
2534,9397,1487,1039,2073,1045,1231,0
2535,750,1140,1530,750,1140,1530,0
2536,1519,1524,500,507,1000,500,0
2537,8500,7000,7508,7500,7595,7000,1
2538,0,0,0,0,0,0,1
2539,0,0,0,0,0,0,0
2540,0,5596,0,0,0,0,0
2541,1519,1939,1939,1939,1520,2358,0
2542,3000,5000,2000,2000,2500,2300,1
2543,30000,4094,2900,2850,3300,3123,0
2544,1894,2532,1865,1496,1873,0,0
2545,2000,2500,2000,0,0,0,1
2546,1300,2013,319,415,266,277,1
2547,55000,100044,2000,2000,2000,3000,0
2548,1306,1300,1000,1000,1258,590,0
2549,1614,10018,2009,1003,1017,1012,0
2550,7800,173,1000,1000,1000,1000,0
2551,485,31509,1500,1502,1500,3000,0
2552,1315,0,0,0,0,0,0
2553,1330,1170,500,420,397,221,1
2554,1008,1000,0,10790,7373,0,0
2555,1531,942,608,1738,277,492,0
2556,7995,5849,1196,2000,1000,1000,0
2557,10712,1194,527,4537,5538,3883,0
2558,6900,1966,12,1604,5164,1104,1
2559,1708,1454,289,1508,1042,0,0
2560,2001,3000,2000,800,0,600,0
2561,8267,66008,8543,1695,750,7350,1
2562,7000,9000,11550,0,5389,5338,0
2563,5051,12602,0,12000,0,5000,1
2564,1600,1600,1000,1000,1500,700,0
2565,0,0,0,0,0,0,0
2566,10000,0,10000,10000,17771,322,0
2567,3495,2783,0,0,0,0,0
2568,8666,17307,173,8666,17303,173,0
2569,3300,300,0,299,2000,0,0
2570,3298,3000,0,51301,2029,2083,0
2571,0,0,0,0,0,0,0
2572,0,0,0,0,0,0,0
2573,5932,0,0,4680,0,0,0
2574,1000,0,0,2530,542,922,0
2575,2100,2100,2500,3000,2200,2200,0
2576,8000,6000,7000,7000,7000,7000,0
2577,2382,2373,1324,1402,1460,1045,0
2578,5000,2000,1500,1500,2000,2000,0
2579,10051,198,877,1982,2058,2939,0
2580,0,1307,1580,3100,0,1000,1
2581,0,0,0,0,0,0,0
2582,3,5000,5000,5100,10200,5000,0
2583,8942,3800,0,3685,6580,4703,1
2584,0,200,13467,5300,0,0,0
2585,6222,2936,0,0,0,0,0
2586,4700,1500,0,31000,0,0,0
2587,1616,1600,1336,1500,1448,1157,1
2588,0,3726,0,0,1300,5400,0
2589,4950,5232,6464,3820,10000,2000,0
2590,3100,0,2235,4870,0,2563,1
2591,14076,5672,0,0,1646,3875,0
2592,1000,150,0,0,0,0,0
2593,39149,344261,33312,37511,31383,10633,0
2594,0,0,0,0,0,11135,0
2595,3000,5000,5000,7000,3000,2000,0
2596,1200,1200,500,1000,600,0,0
2597,3085,5300,1000,22200,2000,149763,0
2598,1240,1220,1000,500,800,1680,0
2599,0,0,0,0,0,0,0
2600,600,1490,1822,1740,0,1486,0
2601,0,0,0,0,0,0,1
2602,5000,5000,5000,3000,2000,10000,0
2603,1300,1600,400,0,0,0,1
2604,1000,872,981,22936,5000,5939,0
2605,2000,2000,10000,991,1010,989,0
2606,2200,2068,3048,418,12004,5001,0
2607,2336,0,0,5000,0,0,0
2608,377,481,1,711,1,1,1
2609,1300,1277,1800,0,1000,1000,1
2610,10000,20000,5000,0,0,0,0
2611,2500,2500,2500,3300,2200,3000,0
2612,1384,1000,196,200,0,0,0
2613,0,13499,9117,11009,6172,869,0
2614,0,1452,1018,1038,1100,964,0
2615,12928,79365,30000,37861,18929,15004,0
2616,4000,5747,3339,18916,7231,4972,0
2617,12055,9837,9154,9042,8515,7745,1
2618,1615,1670,605,626,654,567,1
2619,5034,10000,1000,1000,1000,1000,0
2620,0,0,11068,0,189,3307,1
2621,2000,1000,3600,390,0,4870,0
2622,0,0,0,0,0,0,0
2623,3000,3000,2400,9100,0,4000,0
2624,1994,19462,3000,302,3723,15462,0
2625,2002,7505,145,33,1150,300,0
2626,1230,1100,419,600,500,500,0
2627,31483,1408,3000,1000,869,5000,0
2628,0,0,0,0,0,0,0
2629,4338,3400,2535,3216,2652,2500,0
2630,0,1542,1024,1000,7422,281,1
2631,6892,7866,5602,6118,6023,27064,0
2632,2500,2000,2000,2000,2000,2000,0
2633,7500,8001,7000,7000,8000,8000,1
2634,1800,240,1000,1100,1800,1500,1
2635,0,0,0,0,0,665,1
2636,0,1548,1132,0,416,416,0
2637,0,4130,43,2000,1368,1418,0
2638,15007,10529,10000,1773,2000,1592,0
2639,2000,2377,40000,0,0,0,0
2640,4000,5000,2000,4000,5000,6000,0
2641,3100,4204,2790,0,3043,2625,1
2642,3240,0,0,0,1600,1845,1
2643,2375,2375,2375,3547,0,0,0
2644,0,0,0,691,7020,0,0
2645,0,6320,5045,1000,0,0,1
2646,2043,3000,14000,545,5000,308,0
2647,11677,8406,6000,5074,3000,3000,1
2648,326,326,326,326,326,133,1
2649,2805,2877,1360,1400,1026,1200,0
2650,3878,3794,3783,3892,4662,3500,0
2651,2210,3000,2000,5000,0,4000,1
2652,7,12117,2,0,3054,6972,1
2653,5250,5100,7500,0,3900,3600,0
2654,0,4488,264,80000,2950,3055,0
2655,1861,2004,1324,3768,1,1141,0
2656,0,0,6895,0,0,0,1
2657,4200,900,1400,900,6440,500,1
2658,4300,2000,2938,0,3700,0,0
2659,6000,0,15000,0,18000,0,0
2660,3500,0,1100,1100,2000,1000,0
2661,0,726,0,495,1562,1420,1
2662,3000,6000,8000,10000,1900,2000,0
2663,2888,1216,640,15251,5472,4045,0
2664,3000,10000,3000,5000,15000,0,0
2665,2000,1500,1000,1800,0,1000,1
2666,1826,1200,268,0,31448,792,0
2667,3006,3000,2000,222,11170,5000,0
2668,19600,0,14150,9000,17000,0,0
2669,1530,1416,1142,1102,1106,3450,0
2670,2537,1000,0,0,0,0,1
2671,6336,5766,904,16915,940,0,0
2672,0,0,0,0,0,0,1
2673,1261,630,0,840,0,780,0
2674,4003,4003,8003,70003,5030,6003,0
2675,3500,2934,897,929,935,984,0
2676,2620,0,500,380,1000,0,0
2677,8300,4500,4260,4595,4311,4280,0
2678,0,584,12,0,0,0,0
2679,8155,8302,7225,10153,6987,5262,0
2680,2819,2420,88,0,0,0,0
2681,2906,3002,3000,3000,3500,3000,0
2682,0,0,740,0,545,550,0
2683,0,632,316,0,316,316,0
2684,11509,5000,2121,6789,14959,16067,0
2685,2000,2100,1800,6000,0,2000,1
2686,5000,5000,1554,1595,1686,1200,0
2687,4500,3000,50000,8400,8325,12967,0
2688,368199,6486,234,90,167116,372495,0
2689,11000,10000,8000,10000,8000,7500,1
2690,0,0,150,150,150,178,0
2691,1400,1400,850,871,974,962,0
2692,10000,10000,10000,6000,6000,5000,0
2693,3138,4160,3750,2272,8210,9731,0
2694,4600,3478,3461,3461,3684,3510,0
2695,0,1753,1200,1041,1194,1100,0
2696,2500,2500,0,0,0,0,0
2697,894,5000,4000,3000,0,0,0
2698,1700,1407,1200,2000,2000,1000,0
2699,2627,4123,0,1304,1338,376,0
2700,0,0,908,800,1000,1809,0
2701,2000,1500,400,1000,1000,500,0
2702,1613,1642,2769,0,923,950,0
2703,1070,0,1217,3766,381,1980,0
2704,1500,1000,2000,1000,1000,1000,0
2705,2300,3862,2000,1100,1500,1100,0
2706,5203,30023,10024,10000,4458,5000,0
2707,6155,0,1030,1049,5000,482,1
2708,2076,1500,1500,689,2000,2983,0
2709,5023,4007,5001,10020,5073,5064,0
2710,1000,390,390,780,0,0,0
2711,10043,15005,21640,5004,11628,20020,0
2712,14,0,0,0,0,0,0
2713,5000,2000,1000,3000,8000,0,0
2714,2037,2698,2000,2000,2000,2000,0
2715,1800,1200,0,2300,1200,0,0
2716,0,1597,649,671,691,700,0
2717,1614,2042,2002,1052,1055,1063,0
2718,7323,0,0,0,0,0,0
2719,15643,1108,191,4786,2714,7714,0
2720,6000,4044,309,0,0,0,0
2721,0,3333,0,984,984,984,0
2722,2000,5000,1521,1595,2000,2716,0
2723,9000,0,6800,40000,5600,5900,1
2724,1347,5000,10026,5000,785,5000,0
2725,1000,780,0,0,0,0,0
2726,0,0,0,0,0,0,0
2727,3677,2441,1854,1567,5000,1953,0
2728,2204,1004,1004,1013,2018,4,0
2729,6000,28,5000,13702,0,10000,0
2730,1069,320,0,2000,4058,3000,0
2731,3000,0,0,2700,1500,0,0
2732,3125,4455,3417,0,1408,1717,1
2733,2000,2000,1500,2000,2200,2000,0
2734,1339,6779,2000,97,1002,1018,0
2735,21359,2762,10318,316,17677,31600,0
2736,6703,6120,4015,4042,4057,4012,0
2737,2209,1726,710,724,733,712,0
2738,10839,5000,4800,0,10000,5200,1
2739,2629,4360,2064,1486,2290,1290,0
2740,642,1582,1109,3319,2113,5410,0
2741,1747,1272,1212,1000,1020,800,0
2742,2100,2166,1400,1534,1300,665,0
2743,0,0,0,0,0,12096,0
2744,2020,2817,1098,1280,3778,3098,0
2745,8737,7506,6501,6501,7001,17001,0
2746,10000,28216,4245,3500,396,396,0
2747,6611,1,3000,2504,2000,2200,1
2748,6000,6010,5600,5700,5700,6000,0
2749,8500,5950,4000,3000,6000,30588,1
2750,0,0,0,0,0,0,1
2751,2268,0,1732,718,165,3735,0
2752,0,0,0,0,0,0,0
2753,1321,1451,349,362,343,356,1
2754,2000,1800,0,1000,1000,0,1
2755,1100,1100,500,1000,1000,1000,0
2756,6500,7000,6680,7070,6954,14870,0
2757,0,328,0,0,600,2500,1
2758,5600,0,1500,1057,2000,1035,0
2759,878,488,488,0,1915,100,0
2760,312,20132,129665,127,315,0,0
2761,2000,1000,500,1000,1000,2000,0
2762,3000,3170,2000,100000,5000,4000,0
2763,7000,6000,6000,5500,6000,5500,0
2764,1500,5000,500,500,246,500,0
2765,3100,3500,3000,5000,3000,2500,0
2766,2000,3000,3000,3000,3000,3003,0
2767,6025,5000,6800,5000,5000,5000,0
2768,5501,3450,3000,3059,2915,2758,1
2769,5000,5016,5000,3000,3000,4000,0
2770,1582,1800,0,0,0,0,0
2771,3499,3000,3000,10000,2000,10000,0
2772,8500,8500,0,8500,8535,177000,0
2773,0,1700,2000,1900,1800,0,1
2774,0,390,1950,1848,1710,0,0
2775,5000,17939,12845,22728,11493,10703,0
2776,4791,1909,2588,3074,3651,6349,0
2777,7800,0,11700,0,3775,7000,1
2778,11253,25585,3,18,5034,5031,0
2779,10698,24799,0,7035,7078,7221,1
2780,5946,3663,3159,3000,4857,6240,0
2781,0,0,0,600,0,0,1
2782,1696,1705,1037,915,929,1097,0
2783,5119,5007,5002,5005,5024,4543,0
2784,0,0,430,0,550,1304,0
2785,6,2031,1800,2000,1900,2000,1
2786,1472,1000,107,3990,2088,1470,0
2787,1466,1200,343,0,0,0,0
2788,0,1672,836,0,2902,836,1
2789,780,0,0,0,0,0,0
2790,9195,0,1831,37,3300,289,1
2791,1554,1028,4387,4392,9493,492,1
2792,1285,2200,0,1000,1000,500,0
2793,5143,19034,0,0,0,0,0
2794,664,65791,2000,2100,2000,0,0
2795,0,0,0,0,0,0,1
2796,0,0,0,0,0,0,1
2797,1354,0,7000,0,10500,3500,0
2798,6364,5892,5000,4369,4178,5000,0
2799,2426,3367,2898,11768,3983,0,0
2800,1808,1728,1641,1673,1689,1754,0
2801,2000,1500,500,0,0,0,0
2802,5747,0,0,0,2600,2800,1
2803,2000,3000,0,0,0,0,1
2804,2100,2000,1000,600,3000,0,0
2805,686,686,1372,0,836,686,0
2806,0,0,0,915,0,0,0
2807,2002,2002,1503,2006,2005,3000,0
2808,0,0,0,298,7550,0,0
2809,16018,10000,4,333,1831,597,0
2810,12011,6472,6711,5170,189740,6656,0
2811,1262,1274,1375,0,771,805,0
2812,1700,1700,1501,1700,3400,0,1
2813,2000,3000,3000,3000,3000,3000,0
2814,1910,1790,79,100,1200,0,0
2815,0,3116,302,0,5778,200,0
2816,2100,2000,1113,1143,1159,1381,0
2817,2588,2644,2656,2752,2850,2965,0
2818,0,1700,1700,1500,1800,1700,1
2819,8269,6606,5000,4900,4900,4900,0
2820,0,100000,0,0,0,0,0
2821,1905,1700,1108,0,0,0,0
2822,0,0,0,1801,0,0,1
2823,3626,2700,3180,2300,2800,2009,0
2824,1353,78,135,68,423,140,1
2825,4997,3650,130,1209,938,105,1
2826,1000,0,0,0,7922,158,1
2827,18540,10000,10000,9000,6600,32810,0
2828,9136,17348,6456,12256,8156,5256,0
2829,1370,1233,261,549,400,0,1
2830,45018,0,130447,560,524,6776,0
2831,3746,3820,4000,4000,4000,4500,0
2832,776,776,776,926,776,776,0
2833,1300,1034,0,1200,0,0,0
2834,1756,1445,993,1029,1054,977,0
2835,20123,1256,1000,1000,500,801,0
2836,4000,2000,0,1700,2000,3600,1
2837,7200,3000,3000,2509,3000,2500,0
2838,1298,6730,900,5448,0,25000,0
2839,2045,1809,1265,1154,1333,1313,0
2840,5000,5000,4036,5000,4000,4000,0
2841,1526,4000,514,326,89599,3292,0
2842,9500,5591,5500,6000,6000,6000,0
2843,1500,2000,0,1500,600,0,0
2844,5500,4100,4087,400,4000,8932,0
2845,5652,9690,6916,8191,6412,0,0
2846,2200,3000,3000,3000,3000,3500,0
2847,10000,20000,100048,60000,0,5000,0
2848,5124,6000,5300,5500,5500,6000,0
2849,3000,3005,5000,3000,5000,1000,0
2850,0,1200,1000,126,1000,0,0
2851,15900,1678,0,764,0,1321,0
2852,0,1200,375,1000,0,1000,1
2853,3881,3000,2800,1500,2299,2500,1
2854,1500,1500,1000,30000,2000,3000,0
2855,1100,2150,0,1500,1000,0,1
2856,1240,1403,18084,1801,18352,2072,0
2857,1498,1200,365,347,344,0,0
2858,3000,2000,5000,2000,3000,3000,0
2859,721,17252,7421,6069,0,0,1
2860,0,0,0,0,0,828,0
2861,2000,2000,2000,2000,2000,2000,1
2862,11526,1282,0,1121,500,0,1
2863,2000,2000,2900,0,1400,1600,0
2864,1579,1590,1000,1000,1000,1200,0
2865,2000,2000,0,3300,1500,0,0
2866,3500,15000,3000,2000,1840,1798,0
2867,2986,3056,2787,2745,2564,2926,0
2868,1858,1685,659,658,656,651,0
2869,0,0,0,0,0,24948,0
2870,1283,843,0,444,0,0,0
2871,1300,1500,500,1000,1000,1000,0
2872,2000,1000,2437,3103,2659,2659,0
2873,316,316,466,466,316,316,0
2874,5000,2600,1500,1500,2000,1500,0
2875,1360,1400,0,3000,200,0,0
2876,811,1000,33,34,0,0,0
2877,1774,0,12858,4166,2350,3300,0
2878,18518,3358,0,3200,8000,4366,0
2879,3756,5350,2562,2629,2669,2739,0
2880,780,0,593,0,0,0,0
2881,4960,8747,8,4450,4064,3870,0
2882,18685,1105,500,500,500,1000,0
2883,10000,19875,50000,15456,10625,213,0
2884,1777,53934,4726,22102,12,1301,0
2885,10000,10140,360,257,21346,360,0
2886,6100,7000,5356,5400,5200,5500,0
2887,18069,7966,3470,3128,2966,3419,0
2888,8091,78192,65,33766,37945,37947,0
2889,2017,2000,1200,100,26984,5000,0
2890,1056,1000,57,0,168,1002,0
2891,7143,13700,15000,7500,0,0,0
2892,41300,41300,0,3270,41300,0,0
2893,13492,13641,12168,9650,9650,9650,0
2894,0,1500,0,0,1123,0,0
2895,4100,2612,2666,2700,2659,2694,0
2896,0,5812,4500,9352,4700,5000,1
2897,0,0,0,0,0,0,0
2898,5465,3137,52,2384,25094,30011,0
2899,2317,2579,606,628,649,623,1
2900,1170,0,0,0,780,0,0
2901,2000,1139,556,20191,1742,0,0
2902,1000,0,0,1000,0,650,0
2903,1451,1408,1000,964,1136,716,1
2904,1788,0,1894,1801,3997,0,1
2905,4009,5000,2000,2000,2000,1800,0
2906,10000,0,0,0,50000,5000,0
2907,4010,6720,5000,5000,4000,5000,0
2908,22600,501,6892,421,7695,8679,1
2909,2500,0,59265,4100,2500,0,1
2910,1018,8424,20,878,1,3046,0
2911,18280,2284,311,322,323,334,0
2912,1320,1320,1320,1320,1320,1320,0
2913,2471,6015,0,3056,2439,3026,1
2914,12660,3977,0,2500,199,2944,0
2915,3000,342,2,1500,0,10701,0
2916,676,1204,264,19,5000,0,0
2917,0,0,0,0,0,300,0
2918,0,0,0,0,0,0,0
2919,4324,3234,1448,1400,1400,1400,1
2920,8000,5600,5600,6000,6000,7200,0
2921,2442,1669,330,1342,330,430,0
2922,4650,0,0,0,6163,66564,0
2923,2000,1000,3400,1500,25298,3961,0
2924,1300,2600,1000,0,2000,2000,1
2925,2215,1462,248,20787,21402,522,0
2926,3000,3000,3000,3000,3000,0,0
2927,2274,2217,1200,1000,500,2000,1
2928,390,390,520,560,390,0,1
2929,1800,1729,3600,0,2055,2100,0
2930,10084,79200,2108,2200,3006,2523,0
2931,4749,1621,1400,1395,1500,1795,0
2932,0,1000,135,4387,1670,2798,0
2933,4300,3437,3346,3475,5000,10005,0
2934,1300,1054,1000,1000,1000,1500,0
2935,0,0,0,0,181,1685,0
2936,0,0,0,0,0,0,1
2937,2106,0,0,0,0,0,0
2938,10580,8009,10004,5000,5000,5000,0
2939,57,6203,2819,3109,2842,3024,0
2940,2227,2400,2180,1036,2071,3291,0
2941,3690,2500,942,19792,727,792,0
2942,0,95800,0,6000,3000,3000,0
2943,12549,7003,234456,9500,7592,7626,1
2944,3232,0,815,858,832,560,0
2945,5800,5400,5804,0,6700,0,1
2946,11500,10000,5731,5654,5275,4000,0
2947,4600,4100,3900,4000,3700,3700,0
2948,0,4384,341,1075,1442,1396,1
2949,7000,12440,10000,5000,5000,10000,0
2950,2145,1612,1404,1442,1445,1389,0
2951,3000,3200,3000,3400,3300,3500,0
2952,3768,1368,0,1421,0,0,0
2953,0,1200,256,137,45,0,0
2954,3016,3282,7055,1839,2985,4988,0
2955,0,0,0,0,0,0,0
2956,1007,13346,9163,8338,18618,1763,0
2957,1748,1253,2504,1004,1509,4495,1
2958,1015,890,890,3040,0,1580,0
2959,0,0,0,0,0,0,0
2960,2196,2194,2554,2196,2119,17555,0
2961,3000,1200,9,500,462,1500,0
2962,8047,200222,1044,390,390,343,0
2963,671,671,1642,0,671,671,1
2964,2300,0,3800,0,2000,2000,0
2965,6558,6316,3828,3569,3959,3997,0
2966,1700,2080,3000,1000,1000,1000,0
2967,1463,1733,1150,1480,1200,3135,0
2968,260,5753,1153,3,1759,4084,1
2969,3991,4071,4000,5600,5000,4000,0
2970,8000,8263,7127,4000,3000,2500,0
2971,4000,4000,3000,3000,4000,4000,0
2972,5000,2000,1000,1000,1000,1000,0
2973,7324,5683,20,0,9901,121971,0
2974,0,0,0,0,150,0,0
2975,3595,22816,2360,4356,5527,6420,0
2976,0,0,3155,1173,1021,0,0
2977,223,0,0,0,0,0,1
2978,4103,1427,600,1200,2500,18000,0
2979,325,325,325,325,1866,325,0
2980,2108,1332,1064,707,9325,1500,0
2981,1600,3071,500,2800,900,100,0
2982,0,0,0,551,0,0,0
2983,1958,5956,1842,3959,1285,0,0
2984,5865,3300,6290,8220,28410,4845,0
2985,1010,1003,496,1781,81032,3600,0
2986,1789,2037,659,802,640,513,0
2987,1000,0,1761,675,752,1104,0
2988,2000,2000,1315,2000,2000,2000,1
2989,7261,12272,10265,11546,12411,10000,0
2990,1710,25000,754,600,800,1900,0
2991,0,1831,3000,1182,0,1228,1
2992,0,0,0,0,0,402,1
2993,4348,3229,3150,3348,3244,8778,0
2994,836,2508,0,0,563,1090,1
2995,3505,1711,0,0,0,0,0
2996,199,199,199,0,22109,45352,1
2997,16,6800,3800,5134,4000,4000,1
2998,0,10512,9529,8167,5000,6220,0
2999,3000,0,1000,1000,1000,1000,1
3000,1844,1292,804,5717,823,1299,0
3001,1488,2599,17064,70464,0,232972,0
3002,65722,20000,18844,34983,408,14574,0
3003,0,0,0,0,0,0,1
3004,1669,1684,1600,2000,1753,1696,1
3005,0,9000,7000,7500,7100,7500,0
3006,1500,2000,2000,1000,37500,1000,0
3007,7200,8000,5510,5800,6000,5500,0
3008,0,1600,0,600,500,0,0
3009,1406,1400,0,0,0,0,0
3010,2390,0,859,2097,0,1092,1
3011,4000,7500,0,3000,5000,5000,0
3012,11500,0,3543,3700,3547,3165,0
3013,1500,1500,1000,1000,1500,1100,0
3014,1133,572,803,916,1189,375,0
3015,24325,40265,15159,14079,20878,26716,0
3016,941,44743,0,884,9924,10824,1
3017,1300,1611,700,704,867,597,0
3018,1768,0,0,0,0,0,1
3019,2000,2000,0,4000,0,4000,0
3020,3000,2000,2000,2000,3000,3000,1
3021,4500,0,1500,1200,2000,3000,1
3022,1205,9402,0,0,0,0,0
3023,1320,2181,900,2000,0,0,0
3024,3000,2000,4600,3000,2200,2500,1
3025,16608,0,4233,9200,21000,4000,1
3026,0,0,0,0,0,19409,0
3027,3000,3000,0,5000,5000,5000,1
3028,3000,2500,2000,3000,2000,1500,0
3029,2000,3000,2000,3000,7000,3000,0
3030,32000,2000,1500,1500,1400,1600,0
3031,3872,52150,2740,4626,802,0,0
3032,2000,1000,1000,1000,1000,8100,0
3033,753,547,2,2042,0,0,0
3034,0,0,323,0,0,1188,0
3035,6321,102108,2120,2873,0,870,0
3036,245,0,0,0,0,0,0
3037,396,396,0,792,68095,1700,0
3038,13000,13116,11000,11000,12000,9300,0
3039,11009,9370,7486,4402,3646,6059,0
3040,13000,6154,15000,6000,7000,5000,0
3041,2000,2000,2800,1500,0,1500,1
3042,1437,1236,649,831,568,226,0
3043,0,990,2086,0,4069,10000,0
3044,1800,3700,0,3707,1900,0,1
3045,52226,46935,0,46987,882,0,0
3046,326,326,326,326,326,326,0
3047,0,22200,12000,12000,978,23500,0
3048,0,0,0,2546,0,0,0
3049,15000,16000,12008,11000,11000,11000,0
3050,3037,1200,0,1089,1201,1031,0
3051,8026,7804,7730,67296,1340,1280,0
3052,0,14414,14411,76000,15000,13000,0
3053,360,360,360,317,6252,8,0
3054,390,0,780,0,0,0,0
3055,1150,4576,0,0,1206,0,1
3056,0,0,0,0,0,0,0
3057,89187,14178,41359,9140,0,0,0
3058,1600,1500,1500,1500,2000,2301,0
3059,22530,6640,5410,9570,1500,0,0
3060,1573,3007,4394,200,200,200,0
3061,5457,5661,4636,4800,4850,5000,1
3062,2100,2000,1200,2590,0,1000,0
3063,1158,1181,1500,836,1200,2000,0
3064,2000,0,2000,6000,300,3000,0
3065,3243,3200,3185,3500,3500,3420,0
3066,1100,0,624,0,500,1000,1
3067,832,0,832,1486,0,1248,0
3068,894,0,0,0,0,0,1
3069,10008,20014,1894,6425,2204,62529,0
3070,0,2000,1000,1500,1052,591,0
3071,73428,20496,34,23682,29,10565,0
3072,6700,10605,0,4751,1754,0,1
3073,15266,2500,1200,3000,1077,2104,0
3074,313,313,313,252,1,95971,1
3075,0,1800,1230,1200,1350,2310,0
3076,0,5000,1000,0,2000,0,0
3077,2150,956,20,1000,1000,1000,1
3078,783,0,0,3853,29252,16747,1
3079,1745,1200,1531,3500,0,0,0
3080,107,1000,1338,0,0,1080,0
3081,3000,4000,1000,1000,2000,1000,0
3082,5005,7066,10000,5000,1823,4225,0
3083,3000,3000,7000,10000,15000,1000,0
3084,11219,0,377,0,0,1759,0
3085,430,430,430,430,430,10798,0
3086,2068,2081,2113,5000,2264,2342,0
3087,0,0,0,0,0,0,0
3088,0,0,20334,0,21573,0,0
3089,0,0,0,0,0,0,0
3090,20044,10198,15083,15450,11593,18784,0
3091,1823,1500,1000,1000,1000,1000,0
3092,5000,2000,2000,3000,3000,1500,0
3093,3300,3900,1500,0,1074,1200,0
3094,10000,8500,8500,8500,32000,200,0
3095,1367,0,0,0,0,0,1
3096,853,165,300,0,1790,0,0
