ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
5623,-2,-2,-2,-2,-2,-2
5624,0,0,0,0,0,0
5625,0,0,0,0,0,0
5626,1,3,2,0,0,0
5627,0,0,0,0,0,0
5628,2,0,0,0,0,0
5629,-1,-1,-1,-1,-1,-1
5630,0,0,0,2,0,0
5631,0,0,0,0,0,0
5632,0,0,0,0,0,0
5633,0,0,0,0,0,0
5634,0,0,0,0,0,0
5635,0,0,0,0,0,0
5636,-1,-1,-1,0,-1,-1
5637,0,0,0,0,0,2
5638,1,2,0,0,0,0
5639,0,0,0,0,0,0
5640,0,0,0,0,-1,-1
5641,0,0,0,0,0,0
5642,-1,2,2,2,2,2
5643,-1,-1,-2,-2,-2,-2
5644,1,1,0,0,0,0
5645,-1,-1,-1,-1,-1,-1
5646,0,0,0,0,-1,-1
5647,2,0,0,0,0,0
5648,0,0,0,2,0,0
5649,0,0,0,0,0,-1
5650,1,-2,-2,-1,2,2
5651,-1,2,-1,2,0,0
5652,0,0,0,0,-1,0
5653,0,0,0,0,0,0
5654,-2,-2,-2,-2,-2,-2
5655,-1,2,2,2,0,0
5656,1,-1,-1,0,0,0
5657,1,-2,-1,-1,-1,-1
5658,2,2,2,2,0,0
5659,0,0,0,0,0,0
5660,1,-1,-1,-1,-1,-1
5661,-1,-1,2,-1,-1,-1
5662,-1,-1,-1,-1,0,0
5663,0,0,0,0,0,0
5664,1,-2,-2,-2,-1,-1
5665,0,0,0,0,0,0
5666,0,0,0,-2,-2,-1
5667,0,0,0,0,0,0
5668,0,0,0,0,0,0
5669,2,0,0,0,0,0
5670,-2,-2,-2,-2,-2,-2
5671,0,0,0,0,0,0
5672,1,-1,0,0,0,0
5673,-1,0,0,0,0,0
5674,2,2,2,2,2,0
5675,1,-1,-1,-1,-1,-1
5676,0,0,-2,-2,-2,-2
5677,0,0,0,0,0,0
5678,0,0,0,0,0,0
5679,-2,-2,-2,-2,-2,-2
5680,0,0,0,0,0,0
5681,2,2,2,2,2,2
5682,2,0,0,0,0,2
5683,0,0,0,0,0,0
5684,0,0,2,0,0,0
5685,-2,-2,-2,-2,-2,-2
5686,0,0,0,0,0,0
5687,0,0,-1,0,0,0
5688,0,0,0,0,0,-1
5689,-2,-2,-2,-2,-2,-2
5690,-1,-1,-1,0,-1,-1
5691,-2,-2,-2,-2,-1,-1
5692,-1,2,0,0,0,-1
5693,0,0,0,0,0,0
5694,-2,-2,-2,-1,-1,-2
5695,0,0,0,0,0,0
5696,0,0,0,0,0,0
5697,1,2,-1,-1,-1,-1
5698,0,0,0,0,0,0
5699,0,0,0,0,0,0
5700,-1,-1,-2,-2,-2,-2
5701,-1,-1,-1,-1,0,0
5702,-1,-1,-1,-1,0,0
5703,-2,-2,-2,-2,-2,-2
5704,-1,-1,-2,-2,-2,-1
5705,-2,-2,-2,-2,-2,-2
5706,-1,-1,-1,-1,-1,-1
5707,0,0,0,2,0,0
5708,0,0,0,0,0,0
5709,0,0,0,0,-1,-1
5710,-1,-1,0,0,0,-1
5711,-1,0,0,0,0,0
5712,-1,-1,0,0,0,-1
5713,3,2,0,0,2,2
5714,1,-1,-1,-2,-1,-1
5715,-2,-2,-2,-2,-2,-2
5716,0,0,0,0,0,0
5717,2,-1,-1,-1,-1,2
5718,-1,-1,0,0,0,0
5719,-2,-2,-2,-2,-2,-2
5720,-1,2,2,-2,-2,-2
5721,2,2,2,2,2,2
5722,0,0,0,0,0,0
5723,3,2,0,0,0,2
5724,2,2,2,2,2,2
5725,1,-2,-2,-1,-1,-1
5726,2,2,2,2,2,2
5727,0,0,0,0,0,0
5728,-1,-1,-1,-1,-1,-1
5729,0,0,0,2,0,0
5730,-1,-1,-1,-1,-1,0
5731,-2,-2,-2,-1,2,2
5732,-1,-1,-1,-1,-1,-1
5733,0,0,0,0,0,-1
5734,0,0,0,0,0,0
5735,0,0,0,0,0,0
5736,2,0,0,0,0,2
5737,-1,-1,-1,-1,-1,-1
5738,1,2,2,3,2,2
5739,0,0,0,0,0,0
5740,-1,0,-1,-1,-1,-1
5741,-2,-2,-2,-1,-1,0
5742,2,2,2,2,2,2
5743,-1,-1,2,0,0,-1
5744,-1,-1,-1,-1,-1,-1
5745,0,0,0,0,0,0
5746,2,2,2,2,2,2
5747,-2,-2,-2,-1,0,0
5748,0,-1,-1,-1,-1,-1
5749,-1,-1,-2,-1,-1,2
5750,2,2,2,2,2,2
5751,-2,-1,-1,-1,0,-1
5752,0,0,0,0,0,0
5753,-2,-2,-2,-2,-2,-2
5754,2,0,0,0,0,0
5755,1,2,2,2,2,2
5756,1,2,0,0,2,0
5757,0,0,0,0,0,0
5758,0,0,0,0,0,-1
5759,0,0,0,0,0,0
5760,0,0,0,0,0,0
5761,1,2,-1,-1,-1,-1
5762,0,0,2,0,0,0
5763,0,0,0,0,0,-1
5764,0,0,-1,-1,-2,-2
5765,0,0,0,0,0,0
5766,0,0,0,0,0,0
5767,0,0,0,0,0,0
5768,-1,-1,-1,-1,-1,-1
5769,2,2,-2,-2,-2,-2
5770,1,2,2,0,0,0
5771,-2,-2,-2,-2,-2,-2
5772,-2,-2,-2,-2,-2,-1
5773,0,0,0,0,0,0
5774,0,0,0,0,0,0
5775,0,0,0,0,0,0
5776,0,0,0,0,0,0
5777,0,0,0,0,0,0
5778,0,0,0,0,0,0
5779,0,0,0,0,0,0
5780,-1,-1,-1,-1,-1,-1
5781,0,0,0,0,0,0
5782,-1,-1,-1,-1,-1,-2
5783,-1,-1,-1,0,0,0
5784,-1,-1,-2,-2,-2,-2
5785,2,2,2,2,0,0
5786,2,2,2,2,-2,-2
5787,0,0,2,0,0,2
5788,-2,-2,-2,-2,-2,-2
5789,-2,-2,-1,-1,-1,-2
5790,-1,-1,-1,-1,-1,-1
5791,0,0,0,0,0,0
5792,-1,-1,-1,-1,-1,-1
5793,1,2,2,2,2,0
5794,0,0,0,0,0,2
5795,0,0,0,0,0,0
5796,-2,-2,-2,-2,-2,-2
5797,-2,-2,-2,-2,-2,-2
5798,-2,-1,-1,-1,-2,-2
5799,4,3,2,0,0,2
5800,1,-2,-2,-1,0,-1
5801,-1,0,0,0,0,0
5802,0,-1,-1,-1,-1,-1
5803,0,0,0,0,0,0
5804,0,0,0,0,0,0
5805,0,0,0,0,0,0
5806,-2,-2,-2,-2,-2,-2
5807,0,0,0,0,0,0
5808,0,0,0,0,0,0
5809,-1,-1,-1,-1,-1,-1
5810,-1,-1,-1,-1,-1,-1
5811,0,0,0,0,0,0
5812,2,2,2,2,2,2
5813,-1,-1,-1,0,0,-1
5814,-1,-1,-1,-1,-1,-1
5815,-1,-1,-1,-1,-1,-1
5816,1,-2,-2,-2,-2,-2
5817,3,2,0,0,0,0
5818,0,0,2,0,0,0
5819,2,2,2,2,-1,-1
5820,0,0,-2,-2,-2,-2
5821,0,0,0,0,0,0
5822,0,0,0,0,0,-2
5823,-1,0,0,0,0,0
5824,2,2,0,0,0,0
5825,2,0,0,0,0,0
5826,0,0,0,0,0,0
5827,-1,0,0,-1,0,-1
5828,2,2,2,0,0,0
5829,0,0,0,0,0,0
5830,0,0,0,0,0,0
5831,2,2,2,2,0,0
5832,0,0,0,0,0,0
5833,1,2,2,0,0,2
5834,0,0,0,0,2,0
5835,0,-1,0,0,-1,-1
5836,0,0,0,0,0,0
5837,2,2,7,7,7,7
5838,2,2,0,0,0,0
5839,-2,-2,-2,-2,-2,-2
5840,0,0,0,0,0,0
5841,0,-1,-1,0,0,0
5842,-1,0,-1,-1,-1,-1
5843,-1,-1,-1,0,-1,0
5844,0,0,2,0,0,0
5845,4,4,5,4,3,2
5846,0,0,0,0,2,2
5847,1,-2,-2,-2,-2,-1
5848,0,0,0,0,0,0
5849,0,0,0,0,0,0
5850,0,-1,2,2,-1,-1
5851,0,0,0,0,0,0
5852,1,2,0,0,2,2
5853,0,0,0,0,0,0
5854,0,0,-2,-2,-2,-2
5855,-1,-1,-1,-1,-1,-1
5856,-1,-1,-1,-1,-1,-1
5857,0,0,0,0,0,0
5858,0,0,-2,-2,-2,-2
5859,1,-2,-2,-2,-2,-2
5860,-1,-1,-1,-1,0,0
5861,0,0,0,0,-1,-1
5862,0,0,0,0,0,0
5863,-1,-1,-2,-2,-2,-2
5864,-1,-1,2,0,-1,-1
5865,-2,-2,-2,-2,-2,-1
5866,0,0,0,0,0,0
5867,1,2,2,3,2,0
5868,-1,-1,-1,-1,-1,-1
5869,0,0,0,0,0,0
5870,0,0,0,0,0,2
5871,0,0,0,0,0,0
5872,0,0,0,-1,0,0
5873,-1,0,0,0,0,-1
5874,2,2,0,0,2,2
5875,0,0,0,0,0,0
5876,0,0,0,0,0,0
5877,-2,-2,-2,-2,-2,-2
5878,-1,-1,-1,-1,-1,-1
5879,0,0,0,0,0,0
5880,0,0,0,0,0,0
5881,0,0,0,0,0,0
5882,-2,-2,-2,-2,-2,-2
5883,2,0,0,0,2,0
5884,2,2,0,0,0,0
5885,1,2,2,2,2,2
5886,1,2,2,2,2,0
5887,0,0,0,0,0,0
5888,-1,-1,-1,-1,0,0
5889,-1,-1,-1,-1,-1,-1
5890,0,0,0,0,0,0
5891,0,0,0,0,0,0
5892,2,0,0,0,0,0
5893,0,0,0,0,0,0
5894,-1,2,-1,-1,2,-1
5895,0,0,0,0,0,0
5896,0,0,0,0,0,0
5897,0,0,-2,-1,-1,0
5898,-2,-2,-1,-1,-2,-2
5899,1,-2,-2,-1,0,-1
5900,0,0,0,-2,-2,-2
5901,1,2,2,3,2,2
5902,0,0,0,0,2,2
5903,0,0,0,2,2,2
5904,-1,-1,-2,-2,-2,-2
5905,0,0,0,0,0,0
5906,0,0,0,0,0,0
5907,2,0,0,0,0,0
5908,0,0,0,0,0,0
5909,0,0,0,0,0,0
5910,-1,-1,-1,-1,0,-1
5911,0,0,2,0,0,0
5912,0,0,0,0,0,0
5913,0,0,0,0,0,0
5914,-1,-1,-1,-1,-2,-1
5915,2,2,7,7,7,7
5916,0,0,0,0,0,0
5917,-1,-1,-1,-1,-2,-2
5918,1,-1,2,-1,-1,-2
5919,-1,-1,-1,-1,0,0
5920,-1,-1,-1,-1,-1,-1
5921,-1,-1,-1,-1,0,0
5922,-1,0,0,0,0,0
5923,-1,-1,-2,-2,-2,-2
5924,4,3,2,-1,-1,-1
5925,-1,-1,-1,-1,-1,-1
5926,0,0,0,0,0,0
5927,0,0,-2,-1,-1,0
5928,-2,-2,-1,-1,0,-1
5929,0,0,0,0,0,0
5930,4,3,2,2,2,0
5931,0,0,0,0,0,0
5932,0,0,3,3,2,0
5933,-1,-1,-1,-1,-1,-1
5934,0,0,0,0,0,2
5935,0,0,0,-1,-1,-2
5936,-1,-1,-1,-1,-1,-1
5937,-1,-1,-1,-1,-1,-1
5938,0,0,0,0,0,0
5939,1,-1,-1,-1,0,0
5940,0,0,0,0,0,0
5941,0,0,0,2,0,0
5942,-1,-1,-1,-1,-1,-1
5943,0,0,0,0,0,0
5944,0,0,0,0,0,-1
5945,1,-1,-1,-1,-1,-2
5946,0,-1,0,0,0,-1
5947,-2,-2,-2,-2,-2,-2
5948,0,0,0,0,0,0
5949,0,0,0,0,0,0
5950,0,0,0,0,0,0
5951,-2,-2,-2,-2,-2,-2
5952,-1,-1,-1,-1,-2,-1
5953,1,-2,-2,-2,-2,-2
5954,0,0,0,0,0,0
5955,0,0,0,0,0,0
5956,-1,-1,-1,-1,-1,-1
5957,0,0,0,0,0,0
5958,-1,-1,-1,-1,-1,-1
5959,1,2,0,0,0,0
5960,0,0,0,0,0,0
5961,0,0,0,0,0,0
5962,-1,-1,-1,-1,-1,-1
5963,1,2,0,0,2,2
5964,0,0,0,0,0,0
5965,0,0,0,0,0,0
5966,0,0,0,0,0,0
5967,0,0,-1,-1,-1,-1
5968,-1,0,-1,-1,-1,-1
5969,0,0,0,0,0,0
5970,-1,0,0,0,0,0
5971,0,0,0,0,0,0
5972,0,0,0,0,0,0
5973,1,2,0,0,0,0
5974,-1,-1,0,0,0,0
5975,0,-1,-1,0,0,-2
5976,-1,-1,-1,-1,-1,-2
5977,2,0,0,0,0,0
5978,-1,-1,-1,-1,-2,-2
5979,1,2,2,2,2,2
5980,0,0,0,0,0,0
5981,0,0,0,0,0,0
5982,0,0,2,0,0,-1
5983,0,0,0,0,0,0
5984,0,0,0,0,0,0
5985,2,2,2,2,2,2
5986,-1,-1,-1,-2,-2,-2
5987,1,-2,-2,-2,-2,-2
5988,1,2,0,0,0,2
5989,0,0,0,0,0,0
5990,1,2,0,0,0,0
5991,-1,-1,-1,-1,-1,-1
5992,1,2,0,0,0,0
5993,-2,-2,-2,-2,-2,-2
5994,-1,-1,-1,-1,-1,-1
5995,0,-1,-1,-1,-1,-1
5996,0,0,0,0,0,0
5997,0,0,0,0,0,2
5998,0,0,0,0,0,0
5999,2,0,0,-2,-2,-2
6000,0,0,0,0,0,0
6001,-1,-1,-1,-1,-1,-1
6002,0,0,0,0,2,2
6003,-1,-1,-1,0,0,0
6004,0,0,0,0,0,0
6005,-1,-1,-1,-1,-1,-1
6006,-1,-1,-1,-1,-1,-1
6007,0,0,0,0,0,0
6008,0,0,0,0,0,0
6009,1,-2,-2,-2,-2,-2
6010,1,-2,-1,0,0,-2
6011,1,-2,-2,-2,-2,-2
6012,-2,-2,-2,-2,-2,-2
6013,0,0,0,0,0,0
6014,0,0,2,0,0,2
6015,1,-2,-2,-2,-2,-2
6016,0,0,0,0,0,-1
6017,0,0,0,0,0,-2
6018,1,2,0,0,0,0
6019,2,0,0,0,-2,-2
6020,-2,-2,-2,-2,-2,-2
6021,-1,-1,-2,-2,-2,-2
6022,1,-2,-2,-2,-2,-2
6023,0,0,0,2,0,0
6024,1,1,-2,-2,-1,0
6025,1,2,2,2,0,0
6026,-1,-1,-1,0,0,0
6027,0,0,0,0,0,0
6028,0,0,-2,-2,-2,-2
6029,-1,-1,-1,0,-1,-1
6030,0,0,0,0,0,0
6031,1,-2,-2,-1,2,2
6032,-1,-1,2,-1,-1,-1
6033,-2,-2,-1,-1,-2,-2
6034,-1,-1,-1,0,-1,-1
6035,-1,-1,-1,-1,-1,-1
6036,-1,-1,-1,-1,-2,-1
6037,-1,-1,-1,-1,-1,-1
6038,2,2,2,2,0,0
6039,0,0,0,0,0,0
6040,2,2,7,7,7,6
6041,0,0,0,0,0,-2
6042,0,0,0,0,0,0
6043,-1,-1,-1,-1,-1,-1
6044,2,2,2,2,2,2
6045,1,3,2,2,2,2
6046,0,0,0,0,0,0
6047,1,-2,-2,-2,-2,-2
6048,1,2,0,0,0,0
6049,1,2,2,0,0,0
6050,0,0,0,0,0,0
6051,-1,-1,-1,-1,-1,-1
6052,1,2,0,0,-1,-1
6053,-1,-1,-1,-1,-1,-1
6054,1,-1,-1,-2,-1,-1
6055,2,2,4,4,4,4
6056,0,0,0,0,0,0
6057,-1,-1,-1,-1,0,-1
6058,0,0,0,0,0,0
6059,0,0,0,0,0,0
6060,-1,-1,2,-1,-1,-1
6061,2,2,2,2,2,2
6062,-1,-1,0,0,0,0
6063,-2,-2,-2,-2,-2,-1
6064,0,0,0,0,0,0
6065,2,0,0,0,0,0
6066,2,-1,-1,-1,-2,-1
6067,0,0,0,0,0,-2
6068,0,0,-2,-2,-2,-2
6069,0,0,0,0,0,0
6070,0,0,0,0,0,0
6071,0,0,0,0,0,0
6072,-1,-1,2,-1,2,2
6073,0,-1,-1,-1,0,-1
6074,-1,-1,-1,-1,-1,-1
6075,0,0,0,0,0,0
6076,2,2,0,0,0,0
6077,0,0,0,-1,0,0
6078,3,3,2,2,2,2
6079,0,0,0,0,0,0
6080,-1,-1,-1,-1,-1,-1
6081,0,0,0,0,0,0
6082,1,2,2,2,2,0
6083,2,2,0,0,0,0
6084,2,2,3,3,3,3
6085,0,0,2,2,2,2
6086,0,0,0,0,0,0
6087,0,0,0,0,0,0
6088,0,0,2,2,2,2
6089,1,2,2,2,0,0
6090,-1,-1,-1,-1,0,-1
6091,-2,-2,-2,-2,-2,-2
6092,-2,-2,-2,-2,-2,-2
6093,-1,-1,-1,2,0,0
6094,-1,-1,-1,0,-1,-1
6095,0,0,0,-1,-1,-2
6096,1,-1,0,0,-1,0
6097,0,0,0,0,0,0
6098,0,0,0,0,0,0
6099,0,0,0,0,0,0
6100,-1,0,0,0,0,0
6101,0,0,0,0,0,0
6102,0,0,0,0,0,0
6103,0,0,0,0,0,0
6104,-1,-1,-1,-1,-1,-1
6105,0,0,0,0,0,0
6106,1,-2,-2,-2,-2,-2
6107,-1,-1,-1,-1,-1,-1
6108,1,2,2,2,2,2
6109,0,0,0,0,0,0
6110,1,-2,-1,0,0,0
6111,2,2,0,0,2,2
6112,-2,-2,-2,-1,2,-1
6113,0,0,0,0,0,0
6114,0,0,0,0,-1,-1
6115,-2,-2,-2,-2,-2,-2
6116,1,-2,-2,-2,-2,-2
6117,1,1,-2,-2,-2,-2
6118,-1,-1,-1,-2,-1,0
6119,2,0,0,2,2,2
6120,2,0,0,0,0,0
6121,2,2,2,0,0,2
6122,1,2,2,2,2,2
6123,-2,-2,-2,-1,-1,-2
6124,-2,-2,-2,-2,-2,-2
6125,-2,-2,-2,-2,-2,-2
6126,-1,-1,-1,-1,0,-1
6127,2,2,2,0,0,0
6128,-1,-1,-1,-1,-1,-1
6129,2,0,0,-2,-2,-2
6130,0,0,0,0,0,0
6131,1,-2,-2,-2,-1,-1
6132,1,-2,-2,-2,-2,-2
6133,-2,-2,-2,-2,-2,-2
6134,-1,-1,-1,-1,-1,-1
6135,0,0,0,0,0,0
6136,0,0,0,0,0,0
6137,-1,-1,2,0,0,-1
6138,0,0,0,0,0,2
6139,0,0,0,0,0,0
6140,-2,-2,-2,-2,-2,-2
6141,0,0,0,0,0,0
6142,0,0,0,0,0,0
6143,0,0,0,0,0,0
6144,0,0,-1,0,0,-2
6145,0,0,2,2,2,2
6146,1,2,2,2,2,2
6147,-1,-1,0,0,0,0
6148,1,2,0,0,0,0
6149,-2,-2,-2,-1,-1,-1
6150,1,-2,-1,-1,-1,-1
6151,0,0,0,0,0,-1
6152,-2,-2,-2,-2,-2,-2
6153,-1,-1,-1,-1,-1,-1
6154,1,2,2,2,2,2
6155,-1,-1,-1,-1,2,2
6156,0,0,0,0,0,0
6157,-1,-1,-1,-1,-1,0
6158,0,0,0,0,0,0
6159,2,2,0,0,0,0
6160,1,-2,-2,-2,-2,-2
6161,-2,-1,-1,-1,-1,-1
6162,0,0,0,0,0,-1
6163,0,0,0,0,0,0
6164,0,0,0,0,0,0
6165,0,0,0,0,0,0
6166,0,0,2,2,0,0
6167,1,-2,-2,-2,-1,0
6168,0,0,0,0,0,0
6169,-2,-2,-2,-2,-2,-2
6170,0,0,0,0,0,0
6171,0,-1,-1,0,-1,-1
6172,1,-1,-1,-1,-1,-2
6173,1,-2,-2,-2,-2,-2
6174,2,2,0,0,2,2
6175,2,2,2,3,2,0
6176,2,2,2,0,0,0
6177,0,0,0,0,0,-1
6178,-2,-2,-1,-1,-2,-1
6179,0,0,0,0,0,0
6180,-1,-1,-1,-1,-1,0
6181,3,3,2,2,0,0
6182,2,2,2,0,0,0
6183,-2,-2,-2,-2,-2,-2
6184,0,-1,-1,0,0,0
6185,0,0,-1,0,0,0
6186,-2,-2,-2,-2,-2,-2
6187,0,0,0,0,0,0
6188,0,0,0,0,0,0
6189,0,0,-1,0,-1,-1
6190,0,0,0,0,0,0
6191,1,-2,-2,-2,-2,-2
6192,1,-1,-1,-1,-1,-1
6193,1,2,2,0,0,0
6194,0,0,-1,0,0,0
6195,0,0,0,0,0,0
6196,1,2,2,-1,0,-1
6197,0,0,0,0,0,0
6198,0,0,2,2,0,0
6199,0,0,0,0,0,0
6200,0,0,0,0,0,0
6201,-1,-1,-1,-1,-1,-1
6202,-1,-1,-1,-1,-2,-1
6203,0,0,0,0,0,0
6204,-1,0,0,0,0,0
6205,0,0,0,0,0,0
6206,-1,-1,-1,-1,-1,-1
6207,-1,0,0,0,0,0
6208,2,0,0,0,0,0
6209,0,0,0,0,0,0
6210,2,2,2,2,2,2
6211,0,0,0,0,0,0
6212,0,0,0,0,0,0
6213,0,0,0,0,0,0
6214,0,0,0,0,0,0
6215,1,2,2,2,2,-1
6216,0,0,2,0,0,0
6217,1,3,2,0,0,-1
6218,1,-2,-2,-2,-2,-2
6219,-1,-1,-1,-1,-1,-1
6220,-1,-1,-1,-1,-1,2
6221,2,0,0,0,0,0
6222,0,0,0,0,0,0
6223,0,0,0,0,0,2
6224,0,0,2,0,0,2
6225,0,0,0,0,0,0
6226,-1,-1,-1,-1,0,-1
6227,0,0,0,0,0,0
6228,2,0,0,0,0,0
6229,-1,-1,-2,-1,-1,-1
6230,0,0,0,0,0,-2
6231,0,0,0,0,0,0
6232,2,2,2,0,0,0
6233,0,0,0,0,0,0
6234,0,0,0,0,0,0
6235,1,-2,-2,-2,-2,-2
6236,-1,-1,-1,-1,-2,-1
6237,0,0,0,0,0,0
6238,0,0,0,0,0,0
6239,0,0,0,0,0,0
6240,2,0,0,0,-2,-2
6241,0,0,0,0,0,0
6242,0,0,0,0,0,0
6243,0,0,0,0,2,2
6244,0,0,0,0,0,-1
6245,0,0,0,0,0,0
6246,-1,-1,-1,-1,-1,-1
6247,1,-1,-1,-1,-1,-1
6248,0,-1,0,0,0,0
6249,0,0,2,2,2,0
6250,0,0,0,0,0,0
6251,-2,-2,-2,-2,-2,-2
6252,-1,-1,-1,0,0,-1
6253,-1,-1,-1,-1,-1,-1
6254,0,0,0,0,2,0
6255,2,2,2,2,0,0
6256,0,0,0,0,0,-1
6257,-1,2,2,0,0,0
6258,0,0,0,0,0,0
6259,1,2,0,0,0,-2
6260,0,0,0,0,0,0
6261,0,0,0,0,0,0
6262,0,0,0,0,0,0
6263,-2,-2,-2,-2,-2,-2
6264,2,-1,-1,-1,-1,-1
6265,0,0,0,0,0,0
6266,0,0,0,0,0,0
6267,0,0,0,0,0,-1
6268,1,2,0,0,2,2
6269,1,-2,-1,0,0,-1
6270,0,0,0,0,0,0
6271,2,2,7,7,7,6
6272,0,0,0,0,0,0
6273,0,0,0,0,0,2
6274,-1,-1,-1,0,0,0
6275,-1,-1,-1,-2,-2,-2
6276,0,0,0,0,0,-1
6277,1,2,0,0,0,2
6278,0,0,2,2,2,0
6279,0,0,0,0,0,0
6280,-1,-1,-2,-1,-1,-1
6281,4,3,2,0,0,-2
6282,1,-2,-2,-2,-2,-2
6283,0,0,-2,-2,-2,-2
6284,0,0,0,0,0,0
6285,1,3,2,2,2,0
6286,0,0,0,0,0,0
6287,0,0,0,0,0,0
6288,-1,-1,-1,-1,-1,-1
6289,2,2,0,0,0,0
6290,0,0,0,0,0,0
6291,0,0,0,0,0,0
6292,0,0,0,0,0,0
6293,-1,-1,0,0,2,-1
6294,-1,-1,-1,-1,-1,-1
6295,0,0,0,0,0,0
6296,0,0,0,0,0,0
6297,-1,0,0,0,0,0
6298,-2,-2,-2,-2,-2,-2
6299,-2,-2,-2,-1,-1,0
6300,1,2,2,2,2,2
6301,0,0,0,0,-2,-2
6302,-1,-1,-1,0,0,-1
6303,0,0,0,0,0,0
6304,-1,-1,-1,-1,0,-1
6305,1,2,2,2,0,0
6306,-1,-1,-1,-1,-1,-1
6307,-2,-2,-2,-2,-2,-2
6308,0,0,0,0,0,0
6309,0,0,0,0,0,0
6310,-2,-2,-2,-2,-2,-1
6311,1,-1,-1,-1,-1,-1
6312,1,2,0,0,0,0
6313,1,-2,-2,-2,-2,-2
6314,0,0,0,0,0,0
6315,0,0,2,0,0,0
6316,-2,-2,-2,-2,-2,-2
6317,0,0,0,0,0,0
6318,2,0,0,0,0,2
6319,-1,-1,-1,-1,-1,-1
6320,5,4,3,2,3,2
6321,-2,-2,-2,-2,-2,-2
6322,-1,-1,0,0,0,-1
6323,0,0,0,0,0,0
6324,-1,-1,-1,-1,-1,-1
6325,-1,-1,0,0,0,0
6326,-1,-1,-1,-1,-1,-1
6327,2,2,2,2,0,0
6328,0,0,0,0,0,0
6329,0,0,0,0,0,0
6330,0,0,0,0,0,0
6331,2,0,0,0,0,0
6332,0,0,0,0,0,0
6333,0,0,0,0,0,2
6334,2,2,2,2,3,2
6335,0,0,0,0,0,0
6336,0,0,-1,0,0,0
6337,2,2,-1,-1,2,0
6338,-1,0,-1,0,0,-1
6339,-1,-1,-1,-1,0,-1
6340,0,0,0,0,0,0
6341,2,0,0,0,0,0
6342,-1,-1,-1,-1,-1,-1
6343,2,2,2,2,2,0
6344,2,2,2,0,0,0
6345,1,-2,-2,-2,-2,-2
6346,-1,-1,-1,-1,-1,0
6347,-1,3,2,2,2,0
6348,2,2,2,2,2,2
6349,1,-2,-2,-2,-2,-2
6350,-1,-1,-1,-1,-1,-1
6351,2,0,0,0,0,0
6352,2,4,3,2,0,0
6353,1,-1,-1,-2,-2,-2
6354,-2,-2,-2,-2,-2,-2
6355,1,-2,-1,-1,-1,-1
6356,0,-1,0,0,0,0
6357,-1,2,-1,-1,2,2
6358,0,0,-1,-1,-1,2
6359,0,0,0,0,0,0
6360,0,0,0,0,0,0
6361,2,0,0,0,0,2
6362,1,2,0,0,0,0
6363,0,0,0,2,0,0
6364,0,0,0,0,0,0
6365,0,0,2,0,0,0
6366,1,-1,-1,-2,-2,-1
6367,1,-2,-1,0,0,0
6368,0,0,0,2,2,2
6369,0,0,0,0,-2,-2
6370,3,3,2,2,-2,-2
6371,-1,-1,-1,-1,-2,-2
6372,0,0,2,0,0,0
6373,4,5,4,3,2,0
6374,1,-2,-2,-2,-1,2
6375,0,0,0,0,0,0
6376,-2,-2,-2,-2,-1,-1
6377,0,0,0,0,-1,-1
6378,1,2,2,-1,-1,-1
6379,2,2,2,0,0,2
6380,0,0,0,0,0,0
6381,1,-2,-2,-1,0,0
6382,1,2,0,0,0,0
6383,0,0,0,0,0,0
6384,0,0,0,0,0,0
6385,1,-1,0,0,0,0
6386,2,2,0,0,2,2
6387,0,0,0,0,0,0
6388,1,-2,-2,-2,-1,-1
6389,0,0,0,0,0,-2
6390,-1,0,0,0,0,0
6391,1,-2,-2,-1,-1,-1
6392,-1,-1,-1,-1,-1,0
6393,0,0,-2,-2,-1,-1
6394,0,0,0,0,0,0
6395,-1,-1,-1,-1,2,2
6396,0,0,0,0,0,0
6397,0,0,0,0,0,0
6398,-1,-1,-1,-1,-1,-1
6399,2,0,0,0,0,0
6400,0,0,0,0,0,0
6401,0,0,0,0,0,0
6402,0,0,0,0,0,0
6403,0,0,0,0,0,2
6404,0,0,0,0,0,0
6405,1,-2,-2,-2,-2,-2
6406,-1,-1,-1,-1,-1,-1
6407,2,2,2,0,0,0
6408,0,0,0,0,0,0
6409,0,0,0,0,0,0
6410,-2,-1,-1,-1,-2,-2
6411,0,0,0,0,0,0
6412,0,0,0,0,0,0
6413,0,0,0,0,0,0
6414,1,-1,-1,-2,-2,-2
6415,0,0,0,0,0,0
6416,2,2,0,0,2,2
6417,0,0,-1,0,0,-2
6418,0,0,2,0,0,0
6419,0,0,2,0,0,0
6420,0,0,0,0,0,2
6421,0,0,0,0,0,0
6422,0,0,0,0,0,0
6423,0,0,0,0,0,-1
6424,0,0,0,0,0,0
6425,-1,-1,-2,-2,-2,-2
6426,3,2,2,2,0,0
6427,0,0,0,0,0,0
6428,2,2,0,0,0,0
6429,0,0,0,0,0,0
6430,-1,-1,-1,-1,-1,0
6431,0,0,0,0,0,0
6432,0,0,0,-2,-2,-2
6433,-1,-1,-1,-2,-1,-1
6434,3,2,2,-1,-1,-2
6435,-1,-1,2,2,2,0
6436,-1,0,0,0,0,0
6437,0,0,0,-1,-1,-1
6438,-1,-1,-1,-1,-1,2
6439,-2,-2,-2,-2,-2,-2
6440,1,-1,0,0,0,0
6441,0,0,0,0,0,0
