ID,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
5282,133094,132777,131672,133496,128509,124035
5283,588,588,926,643,643,643
5284,600,600,600,600,300,150
5285,272899,254078,252427,254160,250645,245851
5286,485298,499489,413019,168770,168964,191188
5287,79761,79515,80592,86216,88071,90842
5288,0,0,5825,0,3217,8273
5289,56970,58848,20641,22229,24708,27255
5290,102449,104807,111048,107782,110879,113666
5291,32317,33496,34481,30102,30220,33523
5292,49032,48764,49521,48830,49728,50146
5293,17593,38478,19703,19697,17303,1554
5294,16944,8261,9252,9590,10129,8932
5295,9568,8211,6850,13178,17059,17528
5296,125,-18088,1664089,121757,97115,377217
5297,50244,17987,18973,19369,19769,19385
5298,61518,66541,53862,37056,19790,20842
5299,-8,2379,0,11850,150,459
5300,5880,18368,591,13654,45363,2640
5301,370,370,922,552,182,312
5302,917,2917,0,3708,3503,9097
5303,61099,64160,76593,93988,50292,10510
5304,110,564,13347,13155,10610,8394
5305,360347,357139,272072,267277,255680,261573
5306,378886,382234,274586,273718,168418,167635
5307,13038,158725,155808,98160,99057,100984
5308,52065,55205,55900,55622,56295,61598
5309,133400,0,0,0,0,0
5310,85030,49489,50424,51563,780,0
5311,30773,38879,26128,29137,30283,30523
5312,18201,26525,12969,13758,14390,16571
5313,0,0,0,0,0,0
5314,0,0,0,0,1202,84482
5315,37637,38676,40786,41767,42501,43359
5316,10622,11642,12635,15403,16657,16240
5317,309,-77,-77,-270,-463,-656
5318,11489,8874,3567,1556,7952,10794
5319,11575,12351,13505,12677,12995,13443
5320,869,2496,1924,976,986,1200
5321,3437,16932,2301,6220,2227,10416
5322,17151,16887,17302,18029,18362,18669
5323,0,0,0,0,0,0
5324,3656,0,0,0,0,0
5325,577,0,2470,0,1350,1006
5326,3916,2872,4704,3382,2575,8097
5327,37608,39001,40053,41084,42416,43707
5328,665,2618,963,1459,1028,878
5329,6175,7404,7829,2218,3972,3643
5330,47838,49246,50376,9408,9605,9806
5331,8586,10041,10571,10995,11169,11979
5332,18475,18993,19973,20081,20292,20289
5333,484798,475282,485511,488800,500723,511905
5334,80012,78748,76722,70370,64510,51695
5335,19926,21658,3445,99,949,137
5336,26788,28352,86253,28351,28571,23400
5337,45614,44187,29253,14199,14965,15712
5338,1650,1650,1650,1650,1650,1650
5339,71978,73715,74621,72567,77231,78780
5340,80002,80433,80081,29437,29195,28675
5341,780,0,390,540,1080,540
5342,79108,78637,75688,46378,46175,41118
5343,10119,10188,9089,9271,9618,8516
5344,10529,1936,25483,16767,19941,19665
5345,51068,46027,45769,46677,47668,50764
5346,100448,103990,104462,43810,44434,45251
5347,76786,57803,68670,20299,27816,43637
5348,205130,212060,225462,116915,116021,114001
5349,80461,78259,66068,50748,51490,50626
5350,12188,12904,14217,14360,16140,16287
5351,25334,6834,2914,-341,38853,0
5352,7828,7260,430,0,860,430
5353,-7,4422,367,3287,0,0
5354,160317,163699,167112,170691,174289,178008
5355,57694,58656,59750,60602,53838,54609
5356,1895,1086,740,0,1868,1883
5357,2016,1183,1307,800,4098,1181
5358,74664,63540,66131,58430,72617,66787
5359,140225,140745,139923,140815,139935,138912
5360,14554,15273,16616,16643,17372,18070
5361,131887,133440,134272,136281,138687,118873
5362,33239,33199,33757,23332,23782,16816
5363,7593,8660,0,30498,1174,0
5364,71165,72123,76696,79659,80079,79657
5365,45555,41372,41544,13007,16233,14952
5366,20832,20203,19946,19037,19233,14764
5367,6549,9389,18475,1016,4934,7749
5368,39000,40123,41217,42193,44722,44024
5369,169658,173758,177722,180132,184420,188329
5370,3004,5938,3700,14327,14890,6687
5371,7229,6968,8881,8594,8312,9241
5372,18465,20987,17555,17803,1852,2044
5373,137502,127014,120826,112211,110396,113386
5374,32751,33804,31336,32389,33142,33999
5375,23088,11628,8556,4578,4784,11938
5376,19969,27267,19833,24014,27429,29189
5377,10839,16665,13039,9439,11378,13046
5378,144614,146446,122634,74711,76532,76452
5379,143650,0,0,0,1000,0
5380,17682,18595,19447,19312,17987,17822
5381,390,0,672,-108,2830,0
5382,38491,36881,37968,36155,36933,37666
5383,16688,18427,17843,17259,17781,18034
5384,0,0,0,0,0,0
5385,1079,7179,6478,7527,3060,1490
5386,-42,26267,26372,7490,5155,0
5387,2165,14796,20816,11804,1420,0
5388,7198,8421,9202,9800,1000,0
5389,75203,77949,74865,72766,70444,69003
5390,157131,166590,168386,164182,169029,172084
5391,117738,120127,119719,118042,120682,120491
5392,18978,20675,23329,24940,24404,27227
5393,784,390,7480,0,1803,1023
5394,2343,14336,13155,3929,1953,967
5395,2779,22595,755,7000,0,4341
5396,2522,0,2866,1961,1261,2681
5397,235477,216433,203354,117272,38591,28400
5398,12884,14382,13859,14032,14852,14464
5399,2229,15985,0,0,0,0
5400,27891,8970,385228,391047,0,150
5401,7285,28390,13138,6653,7081,4651
5402,48559,47008,15435,10235,9119,8237
5403,3062,112762,112880,111210,111525,112360
5404,23997,26733,26942,26210,27982,27383
5405,3081,7997,8710,9559,10401,11069
5406,43875,45052,44938,40655,40930,40146
5407,231152,238985,243779,250399,5194,-376
5408,52176,39107,39547,39555,40216,41039
5409,29169,15000,15000,0,15000,0
5410,690,2500,0,0,0,0
5411,0,0,0,0,0,0
5412,24282,23470,23297,22546,19563,20227
5413,61580,62272,1462,622,1083,622
5414,235635,197003,198808,187425,177340,180506
5415,4410,2662,2533,1821,2498,3622
5416,29723,30428,26558,27265,27953,28456
5417,298644,297005,303257,302905,304151,299959
5418,181624,182765,180769,141352,142078,141695
5419,29774,30797,29216,29681,29321,28068
5420,1801,9483,60571,57990,9568,82
5421,52456,20925,15115,12465,6925,6049
5422,31780,33261,34703,36125,38374,39382
5423,3904,398,931,5983,2010,1413
5424,0,0,0,0,0,0
5425,0,222,1900,0,0,5435
5426,12515,9115,1198,198,1198,11198
5427,35415,38940,36319,22538,23013,23465
5428,17565,19700,18306,18239,17053,16753
5429,84965,85007,84965,79625,79370,81134
5430,23820,22749,21221,18190,17919,18402
5431,140881,136889,140615,78486,48476,50509
5432,77701,19577,22033,57522,58939,60790
5433,17018,3692,5037,5899,4129,17246
5434,37681,27664,18037,1696,-4,2889
5435,188983,190556,189914,190434,179424,183299
5436,-200,-200,1600,5431,0,0
5437,153062,156122,159998,161434,163403,167230
5438,78562,56877,57761,58707,56220,60463
5439,28383,27653,29003,29447,27701,28285
5440,22033,24067,24372,24670,25617,26535
5441,18186,7954,11609,10070,5079,4086
5442,175348,153679,110237,46972,29045,20105
5443,2783,1108,21400,21000,21000,0
5444,192182,187720,189659,185477,189351,193122
5445,15090,16421,17144,17636,17850,18212
5446,17216,17541,18300,19100,2200,0
5447,21409,17833,194043,194991,192800,178318
5448,47754,48648,8868,9044,9234,9418
5449,319243,357782,374313,371566,362232,352161
5450,1659,1473,390,390,390,1320
5451,23781,24900,25098,24396,25310,25740
5452,2511,2242,6109,2500,2689,0
5453,49170,49446,36445,24788,24967,28652
5454,34620,35759,40020,40766,39982,44621
5455,70736,72014,72215,70779,62525,71427
5456,187889,190967,195622,126281,128702,131001
5457,110946,106423,101256,48876,28468,3875
5458,21564,20939,22182,12382,-18,-18
5459,45421,68526,47416,48811,193712,80601
5460,834,-150,517,53,603,10141
5461,210612,206806,203803,167103,163528,162555
5462,122423,123006,122956,123709,120603,122674
5463,4471,5747,5509,6260,7654,8522
5464,0,0,0,900,0,583
5465,0,7400,-600,-600,-600,-600
5466,81562,56352,29582,28852,29464,28688
5467,1242,0,0,0,0,0
5468,-2,-2,-2,-2,-2,-2
5469,1120,1100,740,740,890,740
5470,24050,68059,62503,61129,59089,58160
5471,2652,3127,1500,0,0,0
5472,18558,20358,19743,19128,20560,20082
5473,34339,35075,32355,31573,51279,53590
5474,170422,173840,169476,177186,161057,163338
5475,29676,30707,31721,32350,33031,33926
5476,4577,4358,5366,5473,5750,6995
5477,82308,83994,85688,86643,88280,90054
5478,200612,202794,191419,81360,66864,66729
5479,83707,49676,49196,37784,35317,7433
5480,81358,69913,71541,72541,54061,55136
5481,12365,58266,40921,24053,25856,77913
5482,7286,2160,780,0,0,0
5483,20000,1685,0,0,0,0
5484,2038,11383,1661,1891,3681,870
5485,300,300,300,300,1300,1150
5486,33590,34524,34038,33231,33440,5513
5487,27274,25744,27504,26987,26927,25553
5488,390,390,390,1434,1309,540
5489,180461,171839,173325,153953,144206,143178
5490,255049,247090,242309,238609,238712,237847
5491,96234,44882,1270,880,390,390
5492,0,0,355,2165,2165,0
5493,24608,18686,18571,18118,16179,12919
5494,212968,312960,373419,232919,228387,235187
5495,10672,11025,5791,3623,5554,5309
5496,284990,274764,225000,16635,15000,47143
5497,10644,12163,14147,13626,15194,16929
5498,131027,135519,147692,149166,151934,137885
5499,48417,15530,112316,114797,131601,130295
5500,161186,167080,170788,174764,162667,166953
5501,0,166,2462,-150,1134,777
5502,22387,23453,20171,20245,20769,23770
5503,14401,4374,15020,4233,5934,158
5504,72517,0,6281,3446,6157,0
5505,20009,20602,21255,19105,19609,19283
5506,31443,26358,20050,10850,4204,0
5507,87656,90341,92244,93316,95158,97776
5508,58665,55845,55362,39615,40477,43295
5509,217148,218414,216225,181352,181172,179835
5510,1488,2493,5261,993,2494,3890
5511,27748,24640,51026,27400,26823,28621
5512,2500,2500,2500,2500,0,0
5513,5060,0,3885,0,0,0
5514,68616,6691,10961,8722,4776,2812
5515,17091,17596,15524,14807,13667,16271
5516,126509,109944,105049,68154,67397,61764
5517,115506,123607,140859,157131,126146,115529
5518,34391,26945,26349,26925,27841,29368
5519,4762,3235,1970,0,0,0
5520,26979,21029,18765,19145,19229,19026
5521,19783,20959,22269,22601,23085,23646
5522,31377,31420,30940,24765,25942,27073
5523,3933,5924,39167,4683,7222,35746
5524,6544,4924,1990,0,0,4350
5525,94166,73086,62511,36996,30311,26414
5526,17794,23518,28139,32711,36215,40650
5527,28889,30050,29797,18464,12235,0
5528,6749,64626,47161,27534,26660,27022
5529,115940,100572,10776,10776,1059,0
5530,52636,27761,28791,29078,30125,8941
5531,0,0,2251,2251,497,7681
5532,117705,123812,125284,126708,134352,108585
5533,184910,118701,97606,76053,53994,31812
5534,1972,2524,0,0,0,0
5535,30689,31895,32808,28298,26538,24645
5536,5807,7153,7877,8591,10302,10006
5537,46625,66174,81085,75300,77276,64065
5538,2946,0,390,390,390,0
5539,33348,90852,42389,19238,34750,21464
5540,17229,17591,17750,17175,18716,18782
5541,22446,21799,23130,24432,26862,29244
5542,110550,113877,115223,116930,112607,95949
5543,0,832,416,416,416,416
5544,0,0,6331,6460,630,500
5545,27331,27171,28491,28091,28664,0
5546,22280,23671,24233,22893,3332,3400
5547,2661,2022,1823,1823,1823,1198
5548,164351,164244,158124,62373,746,-45734
5549,50043,98450,48689,19773,19931,19237
5550,99905,87296,90388,56087,27055,22320
5551,15919,16939,16374,16604,16837,17357
5552,-2000,2475,4428,6368,9046,10000
5553,0,0,1228,3405,961,-251
5554,2081,1925,1656,1756,1776,3414
5555,1072,963,3271,16741,8230,6517
5556,51444,52607,48083,30205,29747,30042
5557,101827,99365,100349,72391,72396,72668
5558,0,0,0,0,0,150
5559,111576,102942,99241,73151,64731,66025
5560,106750,76374,68584,66901,63261,64409
5561,21460,12570,13530,14876,14157,18888
5562,6228,589,390,390,390,383
5563,4576,1837,141555,140550,153587,153278
5564,137730,137498,137187,136807,136631,136080
5565,8862,3220,0,0,0,0
5566,48120,44723,37745,34519,29541,42400
5567,2422,894,0,0,1639,923
5568,17961,18689,19284,19517,19193,18848
5569,82164,77060,76589,62892,58326,59491
5570,26739,32939,34300,35100,-1200,-1200
5571,29778,30678,31154,31625,31059,33123
5572,142250,142172,141738,141524,141845,142150
5573,172567,174987,133263,114889,117139,120252
5574,19223,18206,19195,38040,20009,20138
5575,14887,23751,52698,101007,103598,150430
5576,3627,0,0,0,0,0
5577,10534,8864,6741,3820,16945,17509
5578,27666,28036,29555,28458,29129,29700
5579,24921,26225,25502,28588,27616,27903
5580,59932,57477,54788,54468,51920,49016
5581,9146,10906,4614,28790,4418,10676
5582,11460,16000,0,0,0,0
5583,57392,60254,58971,29137,29900,30069
5584,0,0,306,3670,1473,5555
5585,145801,134269,100229,57583,8556,316
5586,103227,105462,109160,109859,112314,114614
5587,316,316,2310,316,316,316
5588,75894,70947,59783,18965,15936,1518
5589,47407,37716,30873,24659,15849,8540
5590,380,2132,0,1066,1752,569
5591,27838,30715,29322,28015,28610,28884
5592,26319,27404,27769,28227,28642,28042
5593,1245,712,0,0,0,0
5594,-1,604,0,0,0,359
5595,929,0,0,0,0,0
5596,24478,10841,53336,25017,16039,38994
5597,20533,20819,21990,15525,25242,0
5598,3095,2340,0,1250,2250,178
5599,303,0,0,0,0,860
5600,82628,134880,67325,68652,70388,76743
5601,14320,15383,16318,17048,18772,18320
5602,41897,17304,16544,14787,15975,17098
5603,142846,146533,151098,153094,156295,151840
5604,56626,58512,61926,60332,61658,65561
5605,250571,251917,256908,260462,265927,271766
5606,390,0,780,390,390,0
5607,139578,123041,110751,99222,83859,72220
5608,0,0,432,0,0,0
5609,-64,-64,-64,-64,-64,16759
5610,157818,161308,162923,161481,155819,168283
5611,50148,50522,50073,49130,48658,0
5612,1669,710,1824,1968,0,640
5613,2970,430,430,717,430,4171
5614,26725,28289,29489,30237,30504,29771
5615,13284,17262,81198,40049,54258,59569
5616,18126,19174,20095,18583,19313,36046
5617,35131,6559,836,836,836,3300
5618,174635,173281,175102,134494,135881,124651
5619,19204,12681,14155,14916,15673,17404
5620,37794,39240,40653,41249,42356,43278
5621,30003,30470,30147,26030,0,0
5622,13513,11800,2522,1261,390,390
5623,0,0,0,0,0,0
5624,206409,198390,200035,96882,99087,101427
5625,439330,407763,364298,345867,346676,352736
5626,3551,3348,2504,1878,1252,626
5627,134183,136457,97395,99249,77188,71675
5628,19618,17576,18266,18637,19028,14924
5629,316,316,316,316,316,316
5630,39092,39816,40817,39082,38091,40159
5631,60225,61040,32298,31046,21581,16001
5632,101023,97045,102372,100794,98277,96735
5633,278405,285415,279484,274639,281158,288051
5634,77795,66420,83733,89389,97696,101063
5635,89299,90714,86954,76098,76501,64763
5636,1631,1024,1520,916,586,1466
5637,7468,34399,36792,49648,33498,30895
5638,43099,42133,43127,44210,45844,49869
5639,83521,84373,86004,87718,90720,87851
5640,24708,21544,41616,34833,17628,2400
5641,42946,43969,44975,45723,46515,47450
5642,66053,67397,68193,69465,70545,72233
5643,15000,0,0,0,0,0
5644,9615,9996,177741,163299,159110,135658
5645,390,390,390,390,540,390
5646,8218,4450,3291,1623,905,0
5647,47076,48628,48524,8411,8587,8758
5648,19374,17772,20090,19052,19601,16460
5649,256324,246283,211725,49064,19272,18609
5650,0,0,0,239,89,589
5651,226,226,4294,2863,1583,1320
5652,37736,28746,19783,17738,1262,382
5653,6608,4571,6260,6760,4762,5684
5654,7677,21748,4032,23724,12972,11111
5655,19318,18735,20905,20270,19409,19954
5656,-208,208,125755,128671,132598,136229
5657,0,0,1000,34614,749,0
5658,50965,50956,50603,49788,37353,0
5659,7052,2105,7358,2912,2881,553
5660,-22,834,-639,1559,-205,613
5661,1138,11899,5794,19857,3681,3188
5662,7770,3266,200,15845,15845,-39
5663,199801,121321,94524,86637,78939,70689
5664,-1,-1,-1,-1,349,350
5665,296963,237684,178151,180993,155516,125063
5666,201800,205150,0,0,0,91057
5667,119138,100553,96679,79703,71682,24230
5668,122842,123704,123291,121242,121403,121863
5669,19169,20195,21207,21628,22233,22519
5670,0,0,0,0,0,0
5671,98535,99196,98905,75576,59889,51422
5672,-1971,50265,45397,45256,28355,16624
5673,111880,106841,102490,103711,104153,103240
5674,97031,96919,93277,97576,94742,95578
5675,0,1732,828,0,497,1809
5676,8460,0,0,0,0,0
5677,44258,28040,27935,51904,24147,24425
5678,40548,41597,42405,43498,44596,45700
5679,0,0,0,0,0,0
5680,126695,106534,109884,106114,108202,110938
5681,11851,14416,13887,14564,15183,14790
5682,25369,23073,21520,18669,15710,15308
5683,18599,18598,18835,18475,18135,17777
5684,25590,29169,28406,28836,30208,30853
5685,0,48544,17700,4270,0,19331
5686,158416,124910,95406,95313,48731,87197
5687,106660,400000,66270,80274,82160,110773
5688,25343,40414,39956,39827,9456,386
5689,162,536,0,495,0,0
5690,780,259,7544,390,390,332
5691,3827,9921,28961,2954,9942,2628
5692,2823,1760,2640,1760,880,1910
5693,2389,3405,4414,4653,4596,4688
5694,980,0,650,3446,0,0
5695,16196,17232,18339,18734,19281,19413
5696,109835,110255,110247,110955,105145,105377
5697,2576,2356,5978,2750,3641,1735
5698,121830,91216,93099,94949,96929,98909
5699,106963,101958,85914,73638,72119,73764
5700,2743,0,0,0,0,0
5701,10920,3939,10184,115184,63758,19813
5702,27,185,0,617,617,0
5703,3745,738,1175,576,576,-2
5704,2868,0,0,0,0,629
5705,8598,9467,-270,3697,9455,4144
5706,181212,6021,154505,19653,26963,55533
5707,21501,21415,21529,19542,18547,17519
5708,227927,218565,223284,98028,102498,80469
5709,86200,81995,16985,12985,285,-4715
5710,32540,14163,30107,31567,32583,31309
5711,46616,44515,48510,35774,18261,16644
5712,4055,113782,59367,29583,26756,29553
5713,30078,28639,26017,27790,27209,30508
5714,0,113,0,0,6960,6008
5715,1616,1198,494,698,1233,5080
5716,99755,81244,81193,82470,49630,46517
5717,1381,491,491,1132,1711,1070
5718,-1750,76674,77974,80064,81747,86611
5719,11797,6163,-54,-54,-54,-54
5720,2500,2500,0,0,0,0
5721,13257,14046,13523,14498,14123,15184
5722,379080,294675,226959,219918,203575,188774
5723,42080,41131,42281,42605,47544,33115
5724,45708,48862,47748,50799,49904,49978
5725,449,12487,-10,3090,240,2010
5726,26446,27719,27570,28318,29217,28598
5727,63444,65420,67722,70970,72670,76444
5728,2989,3731,3003,69127,33815,115854
5729,30961,31860,35254,30250,21436,25325
5730,1149,1420,1253,190,13390,9902
5731,0,0,0,5000,5000,0
5732,25929,1582,21133,2941,8191,22842
5733,27329,42144,35757,33789,33219,5621
5734,58078,58139,59461,37170,18464,15822
5735,155768,156041,157356,123271,123831,124070
5736,63426,57922,55010,52540,56236,40922
5737,1758,468,2988,2232,4535,0
5738,9126,8835,11088,10618,10304,11232
5739,112391,98583,95810,87216,88201,87483
5740,16953,15884,11153,3889,800,0
5741,23747,23305,0,1632,141186,143916
5742,21767,24764,24031,25001,24531,21743
5743,8266,10377,5529,4482,0,2030
5744,14421,8392,13025,2816,6856,11069
5745,15663,8513,8607,9137,10637,3443
5746,77468,78642,79757,80853,82715,84805
5747,-1582,3097,0,2039,1033,0
5748,6242,1776,3587,0,2160,900
5749,9640,0,0,2804,403,253
5750,147333,143786,151842,147962,156921,159416
5751,179,1533,364,381,3987,7135
5752,7272,7906,8717,9046,9369,10165
5753,0,0,0,0,0,0
5754,161081,158578,161256,157028,159971,168805
5755,13164,12668,15038,14502,15501,15105
5756,149124,145333,148332,160810,155683,158771
5757,295543,299922,307166,311716,306830,303453
5758,15004,8663,9437,9630,8399,1697
5759,181045,184249,158883,99255,80219,81912
5760,23819,15367,10159,9859,8360,4101
5761,6077,5806,2994,5338,4714,2362
5762,17062,19248,18181,18156,19102,17363
5763,17584,19819,11280,3680,4480,1650
5764,37990,39400,15674,-1,-1,-1
5765,225312,229394,232686,195509,198861,202057
5766,14692,15722,16733,17453,17970,18175
5767,98944,75296,78049,48644,54963,57269
5768,802,4929,2064,4365,1183,3287
5769,2500,0,0,0,0,0
5770,2826,4612,4571,5071,5195,0
5771,15876,4347,0,2208,2475,7580
5772,-9,-9,904,304,0,302
5773,29951,12211,13533,14391,15255,16273
5774,19437,20154,18957,19334,19373,19460
5775,39685,32219,34541,22420,16253,15773
5776,50441,41960,34024,30564,22702,23175
5777,129150,105529,107691,108418,115638,117958
5778,54920,39886,40056,39996,40261,32644
5779,46064,47320,48337,49332,50536,51694
5780,1769,390,390,390,390,390
5781,92457,95365,98095,100796,102504,104089
5782,460,460,460,399,0,0
5783,6217,5082,5400,5012,1740,390
5784,600,0,0,0,0,0
5785,61103,61380,62158,120142,60428,58192
5786,2500,2500,2500,0,0,0
5787,137695,146193,139323,140719,143638,144482
5788,0,138,0,0,1675,69
5789,0,0,150,3550,0,0
5790,780,0,390,390,390,380
5791,217773,215017,209089,167458,137312,109980
5792,11613,10000,10000,10000,10000,10941
5793,17613,18334,17742,19273,18826,19213
5794,31570,32756,33905,35035,37465,36713
5795,110934,99271,90066,80165,78108,77588
5796,1825,0,1264,0,0,1980
5797,807,0,0,0,0,0
5798,2005,2869,16719,8568,797,1158
5799,27101,26431,14109,9417,9952,9165
5800,0,-2008,-4016,4016,2008,8299
5801,30380,15579,20496,15296,24332,23896
5802,1490,3150,10464,0,1690,18156
5803,78913,78726,70110,62590,54177,60662
5804,99296,89391,79173,43370,28850,17896
5805,28428,27383,12620,6730,6872,7057
5806,4181,25988,3177,49174,11823,669
5807,65237,62521,60363,58142,55896,53525
5808,192325,68891,71564,32968,37541,42064
5809,15285,52698,2875,6918,10014,6478
5810,2454,1456,382,1043,2835,-184
5811,201324,207222,209189,106090,108300,87404
5812,107689,109678,110887,111871,114223,116577
5813,1365,0,839,693,0,3975
5814,3161,390,390,390,0,1280
5815,9280,2643,3415,2250,2486,844
5816,0,0,0,0,0,0
5817,21593,14021,10084,89223,58280,44593
5818,121009,136552,132655,134140,115892,116653
5819,6270,8284,8000,0,186,3314
5820,82150,0,0,0,0,0
5821,51803,52888,54570,55368,56623,57196
5822,147933,111608,91705,32907,0,0
5823,26342,27457,27381,17930,18128,18490
5824,54084,51564,50733,30363,30444,30482
5825,48607,49540,49583,19695,20004,19904
5826,2274,3297,4730,5649,7304,8252
5827,17878,14011,30079,13139,13989,15559
5828,51614,52034,50151,20448,20464,20456
5829,9397,9709,10228,10432,9839,9859
5830,131292,134057,135820,84829,86753,88808
5831,104651,105162,104207,100326,102740,103444
5832,193462,185703,190060,189912,145909,127078
5833,27330,28090,28827,27299,29110,28492
5834,185272,189657,103861,75480,70042,72157
5835,33224,52425,69048,68206,17510,26175
5836,91458,91049,70101,28942,27508,28250
5837,2400,2400,2400,2400,2400,2400
5838,22719,18408,19330,19561,19815,18574
5839,0,0,988,0,0,0
5840,65800,67251,70065,72017,77943,79694
5841,6592,3563,184429,180508,178220,72656
5842,1678,1440,1322,1411,540,540
5843,885,1475,780,390,780,390
5844,99137,119635,115839,105643,119358,116097
5845,56998,59111,59595,58079,56892,55826
5846,58043,61485,62540,81123,80073,82472
5847,0,0,0,0,0,150
5848,110800,112008,96347,49506,49142,49251
5849,162734,146990,149201,152377,155764,148302
5850,7464,22182,10373,2669,1024,170722
5851,62530,62562,62650,63896,65411,64684
5852,61844,60294,63663,67596,66388,71272
5853,29356,30483,31180,18401,18785,19248
5854,1596,0,0,0,0,0
5855,13995,28064,23326,13684,12883,11068
5856,3920,1020,0,860,13335,15248
5857,129597,147323,132188,83844,89299,94777
5858,51400,0,0,0,0,0
5859,0,0,0,0,0,0
5860,2348,329,-1404,3596,8596,8941
5861,47384,48814,49771,19375,71,19661
5862,10874,9324,7738,6369,6109,7603
5863,36831,28785,13104,2621,9075,6564
5864,780,780,780,390,390,780
5865,1345,5458,9572,3826,737,3865
5866,170559,173347,177321,177580,170956,158503
5867,20985,20393,20399,19945,19645,11229
5868,326,326,326,326,326,326
5869,122944,121530,107783,84353,169121,87863
5870,149069,152317,156282,161163,172190,148963
5871,200750,204418,197854,173743,149095,145068
5872,36676,38247,39856,28698,29299,30120
5873,418,1470,2418,2009,3009,7093
5874,101326,97751,92431,97227,88899,93766
5875,336190,301626,306575,311784,318320,325028
5876,207033,202432,142119,99699,17718,150758
5877,-5,-5,-5,8164,0,1133
5878,8471,16849,940,6299,4720,3738
5879,42790,39480,36360,29123,28809,29263
5880,24873,23522,22117,23433,22173,22598
5881,48419,51886,53291,57265,61035,64879
5882,1457,745,0,0,0,0
5883,16219,17626,18398,19052,15429,9199
5884,18446,17859,18718,17009,18721,20209
5885,12186,11700,13474,13006,13743,11167
5886,4673,6433,6181,6778,6524,8408
5887,39677,39261,38228,36542,35989,34347
5888,14480,33915,5198,13263,6817,4188
5889,3520,3110,3188,4176,10276,9898
5890,234900,214522,217620,218692,191069,195124
5891,141697,144833,137737,140047,144557,133716
5892,17880,19224,19327,18696,19233,19909
5893,100699,88694,74647,49021,34594,23116
5894,907,591,119,699,383,32774
5895,124501,126822,129440,128571,128631,129813
5896,13809,13533,13200,15789,14242,15251
5897,40229,-101,-101,2329,156619,155988
5898,1078,5543,500,617,617,617
5899,0,-416,-1248,832,416,1398
5900,5800,6666,0,0,0,0
5901,118013,123630,128308,125776,123659,131290
5902,29994,30756,23618,26009,24731,46882
5903,26615,22241,23406,15379,16715,11133
5904,4055,0,0,0,0,0
5905,85118,88844,92345,82866,76412,80259
5906,49859,49160,49222,29291,29391,29826
5907,76123,54669,28674,28240,28540,27934
5908,67371,69027,56175,57666,59604,62480
5909,105732,99769,102682,102332,104544,107155
5910,1580,306,995,1055,102,2110
5911,25111,27558,26552,27703,28128,28859
5912,171111,164406,76691,76952,77577,78017
5913,94347,96358,99230,98285,102743,103062
5914,5059,0,16556,0,0,47140
5915,150,150,150,150,150,150
5916,17723,19440,14945,12966,14882,8105
5917,1207,5590,2500,0,0,0
5918,0,199,199,580,0,0
5919,6146,6193,0,3199,1888,0
5920,105,271,588,111,305,432
5921,107,107,1741,107,107,0
5922,17562,17709,15631,13402,13197,11624
5923,6283,0,0,0,0,0
5924,581775,572677,384060,304508,247178,228349
5925,1538,199,1440,1017,3798,4898
5926,55773,55953,55562,55063,54819,55195
5927,12130,0,0,364,16177,16706
5928,22701,7940,9855,24091,24583,7354
5929,16648,16200,15622,14277,12930,11657
5930,27226,26508,26976,27206,26631,27185
5931,84821,87055,87601,89762,92735,95768
5932,106271,119728,121140,117767,115640,116062
5933,715,2012,3550,7529,0,3228
5934,82683,83075,75735,62511,62179,60981
5935,4798,4490,5366,2141,0,0
5936,4741,3767,10436,9650,4198,0
5937,1070,4078,1099,1099,1099,1099
5938,34494,35930,37326,38203,39580,40920
5939,-137,41873,11047,9258,3100,814
5940,51907,52997,53559,54716,54533,58085
5941,25156,25949,28478,27754,28186,30240
5942,38913,319,8157,21228,326,1518
5943,66762,68566,65132,48738,51020,51948
5944,44193,15950,15315,14199,9681,162
5945,0,10193,69553,18607,0,0
5946,7033,1602,28199,28980,29795,27091
5947,91272,91337,88129,76209,65295,27224
5948,108426,109889,84897,82608,84388,86096
5949,69760,60445,50857,39813,40248,40935
5950,95326,97972,99147,74548,76284,77841
5951,5731,0,0,0,0,0
5952,11200,0,970,0,0,2184
5953,0,0,0,0,0,0
5954,103194,107027,107765,109970,113436,115402
5955,13447,10232,7842,9262,4335,0
5956,75433,26358,7860,2983,8767,4691
5957,98349,97473,91096,76371,77162,78084
5958,5961,6318,1485,788,15015,666
5959,34069,23196,22883,18069,19273,19929
5960,331508,319742,255166,197695,201907,195961
5961,26000,26310,26662,26166,26176,25442
5962,1080,-18,4190,2539,2590,5440
5963,17325,16758,18474,20667,20195,21854
5964,56417,50855,47656,35351,32895,22755
5965,44751,43952,29136,19048,17946,17340
5966,60077,62438,49234,50521,51820,53056
5967,58725,76287,22869,30268,54466,37127
5968,17976,10928,650,1597,3750,9429
5969,35348,34622,31450,28229,26422,15081
5970,15790,16906,17936,5995,7885,9657
5971,32114,28984,16391,3729,4663,5429
5972,79650,80821,65609,49640,49685,46684
5973,250121,221336,159556,32897,20992,12621
5974,1934,12166,15378,6832,10164,0
5975,14814,9631,36631,29150,0,0
5976,1902,782,0,4699,0,0
5977,99627,101079,69971,60824,60969,59650
5978,37453,9009,179,0,0,0
5979,15932,16879,16315,17099,16683,18753
5980,83176,74918,75422,29364,9571,9665
