ID,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
3435,-22,227,3480,3555,1850,1580,
3436,-5,-5,-5,4232,3189,7511,
3437,991,991,991,666,991,1316,
3438,15932,16879,16315,17099,16683,18753,
3439,-138,-69,231,4749,33389,34928,
3440,140179,112498,82803,380337,368527,390197,
3441,0,0,1350,0,1265,0,
3442,4640,2720,26461,11882,280,290,
3443,116344,111960,115804,92542,83581,61650,
3444,7545,2549,3266,10501,10131,8471,
3445,186,116,0,0,0,275,
3446,20193,3250,9244,8344,5607,1289,
3447,377259,310284,278781,256794,156583,17909,
3448,153322,149027,150920,145689,33588,0,
3449,36081,37802,29985,28447,24775,25498,
3450,35215,31889,26299,27804,25809,27052,
3451,177027,173635,172514,157768,126964,125456,
3452,0,0,0,0,0,0,
3453,13301,1400,780,390,42958,44849,
3454,6954,6032,6529,7533,7857,4424,
3455,157921,144659,154012,151403,115731,113635,
3456,-350,-740,-1130,-1520,780,0,
3457,0,0,0,0,595,0,
3458,0,177,1460,1460,0,0,
3459,112901,110089,108775,107090,104037,101337,
3460,39052,44416,43407,44382,45672,46758,
3461,325,5581,2833,1162,325,325,
3462,37129,37593,37841,38634,28811,28907,
3463,187191,140417,107768,84505,81796,52453,
3464,30583,29901,0,0,0,0,
3465,52956,63002,71599,80377,84113,86612,
3466,1706,6354,6849,4113,3910,2547,
3467,57754,56258,60313,61129,62348,61193,
3468,28966,29957,29199,30267,49268,48241,
3469,19542,24035,17561,17094,4353,4906,
3470,56437,57929,59369,63215,64087,130579,
3471,69388,70480,66646,69641,46458,50679,
3472,-1,-1,-1,-1,-1,-1,
3473,31297,30175,30140,29724,30316,29269,
3474,4701,3146,4486,13390,8009,5010,
3475,-1587,-5174,-2587,-2587,-2587,-2587,
3476,35660,37065,38142,38870,30059,27656,
3477,277822,255167,233029,279256,46144,85984,
3478,91773,93892,94652,97097,98097,100361,
3479,1214,964,1214,464,214,-536,
3480,165,165,165,165,165,165,
3481,58890,59620,60039,58887,29050,26055,
3482,38306,39338,40378,39067,25481,25861,
3483,0,0,0,0,0,0,
3484,10747,11558,9961,10310,10372,9838,
3485,87669,86653,57819,30895,14543,9329,
3486,76089,77985,79104,80399,81462,83366,
3487,42815,43913,44911,45772,46611,47508,
3488,61093,57227,32091,32792,31277,29512,
3489,122806,119325,112976,63658,38495,38226,
3490,300,253,0,0,0,0,
3491,51496,51588,51869,52999,52096,52704,
3492,419,1173,1370,880,780,0,
3493,4499,0,2299,900,1400,0,
3494,79021,77975,74749,80757,83685,81569,
3495,99668,100181,99156,80234,80090,79494,
3496,37862,17545,18537,19941,19500,18921,
3497,161772,111664,123854,0,0,0,
3498,9178,7692,9484,10004,10084,9936,
3499,48413,52587,54733,55618,56827,58040,
3500,4161,1819,6845,1813,8362,-783,
3501,70524,70740,46740,0,0,0,
3502,102449,104807,111048,107782,110879,113666,
3503,11174,11989,12997,12491,13374,13017,
3504,165369,125084,119946,114977,88757,84936,
3505,18623,21501,20650,0,0,0,
3506,780,780,0,0,0,0,
3507,17361,16803,16253,15695,16832,16420,
3508,35131,6559,836,836,836,3300,
3509,0,632,0,316,632,0,
3510,29029,27381,28945,29373,0,0,
3511,165,165,274,165,333,165,
3512,48322,51587,52664,53059,51468,54511,
3513,0,0,0,6622,6506,6511,
3514,17849,5149,16615,2914,696,740,
3515,2329,1894,2528,1865,1496,1873,
3516,390,0,780,0,0,0,
3517,451113,460261,455701,451559,429235,391559,
3518,2961,4748,7013,7722,732,291,
3519,63150,68125,66432,73312,72015,76521,
3520,2213,5283,1863,9323,1612,1619,
3521,82348,82156,83318,81380,83710,88057,
3522,472,14985,10472,39993,25356,39772,
3523,17461,16892,18013,19315,19859,19390,
3524,89236,90828,83479,73749,68512,72518,
3525,100963,99679,101023,93514,79361,77373,
3526,14655,15688,13400,13596,13861,14255,
3527,14692,15722,16733,17453,17970,18175,
3528,25907,25209,24524,29397,28628,32009,
3529,50019,18458,19318,15949,14986,19401,
3530,15220,7549,127494,102825,99867,99410,
3531,273,8327,9379,9566,9766,10042,
3532,99516,87274,96414,74161,45585,40178,
3533,18641,7174,11044,15887,8607,8843,
3534,32822,20669,4510,2893,2000,2800,
3535,46709,12889,50199,74405,38772,39438,
3536,11300,10822,13633,13117,14096,13727,
3537,45846,47104,48325,0,49461,48438,
3538,0,0,0,0,1202,84482,
3539,1535,2652,179,1326,1326,1326,
3540,4289,1000,0,0,0,0,
3541,1966,14440,13176,9399,10477,10775,
3542,0,338,488,137,324,471,
3543,3724,5646,6808,14046,13924,16924,
3544,413,486,820,60,1773,3904,
3545,27201,27873,25406,23339,17869,15284,
3546,74831,78082,80333,82497,84438,86332,
3547,149892,137990,136171,100508,102610,101682,
3548,69169,67855,74494,74204,75678,74235,
3549,4101,11076,3834,-754,6276,16871,
3550,7852,8871,9883,10079,10289,10495,
3551,51893,53056,54176,60363,59973,60399,
3552,18941,16568,17222,18045,18083,18123,
3553,52308,51194,50101,49527,10147,9965,
3554,43140,43496,0,0,0,0,
3555,9018,10015,10067,10105,9471,9669,
3556,-9,698,728,-2,-2,-2,
3557,48729,19598,0,0,0,402,
3558,26127,26608,24689,25699,26809,25836,
3559,14887,23751,52698,101007,103598,150430,
3560,17011,15720,18443,7138,7638,5884,
3561,0,2326,1164,0,0,0,
3562,102274,103275,105225,83722,78894,74659,
3563,412962,409812,393255,370202,258387,255740,
3564,20498,19692,20498,19898,19906,18586,
3565,3056,834,5487,2003,-222,-222,
3566,15854,8174,1004,1004,646,3508,
3567,48650,15183,11626,8986,4465,24166,
3568,-28,-28,1072,1980,10780,2036,
3569,7331,4760,3529,11711,38079,0,
3570,10737,21197,11936,40420,9210,17795,
3571,27250,20000,19501,20000,0,0,
3572,-11,-11,2163,-40,-40,8083,
3573,52623,51208,57538,56019,60135,61298,
3574,55197,53593,53470,137734,135386,14718,
3575,9889,24911,71852,18155,32201,39668,
3576,49392,50350,50154,49766,24492,22974,
3577,12755,832,2800,1231,1052,0,
3578,44572,48361,47192,50588,40009,43685,
3579,860,860,860,860,440,1280,
3580,36081,37194,38116,39902,58737,56902,
3581,0,0,1990,0,0,0,
3582,27884,23222,0,0,13143,27383,
3583,65324,11860,0,0,0,0,
3584,314607,322032,327193,333278,340791,348006,
3585,183653,167157,144218,137975,132600,121028,
3586,994,10168,-4,5515,3673,6106,
3587,100849,1,10274,16446,16578,20487,
3588,1506,89,89,0,356,16213,
3589,360,0,0,0,100,900,
3590,-5,-5,2969,3419,0,1841,
3591,893,2300,0,0,2222,0,
3592,1200,990,9079,11186,10159,11734,
3593,20614,37791,29581,25482,-2764,-11049,
3594,17305,17917,18600,19034,19022,19046,
3595,30646,29919,29045,28025,26758,26012,
3596,33589,34608,38544,44486,52319,51764,
3597,24380,17858,19563,20929,21280,21724,
3598,7582,10392,11088,6045,750,4003,
3599,47912,25023,25768,26410,27960,46254,
3600,114180,115491,109226,111673,111053,105999,
3601,573,0,220,693,0,0,
3602,125739,126184,127189,122034,124837,128442,
3603,726,-20,10756,0,442,0,
3604,416,797,381,-35,1015,33,
3605,51751,43280,44234,45276,39808,40598,
3606,26855,28789,31026,31401,31986,32468,
3607,71702,66234,57253,53736,46213,39701,
3608,-185,27478,30642,29361,29022,28409,
3609,885,1475,780,390,780,390,
3610,149389,145757,144229,144470,144386,120586,
3611,136809,77080,160336,92820,91449,89559,
3612,23837,24948,25611,29245,28686,26549,
3613,0,342,1342,1372,2037,1068,
3614,17613,19009,20361,18722,12514,8905,
3615,118729,121398,125899,128933,129427,132338,
3616,72181,73086,78411,79725,81311,83048,
3617,2500,0,0,0,0,0,
3618,17369,28513,27836,23480,19469,16310,
3619,87842,42594,26198,26766,27341,28891,
3620,12954,14425,18171,20861,20231,22831,
3621,13168,13888,14900,15916,15519,15829,
3622,44801,41545,40649,40843,40612,40656,
3623,115730,102973,96363,85616,79033,72152,
3624,0,0,650,0,0,89,
3625,0,0,1100,0,0,0,
3626,18463,17849,12818,5674,11416,36000,
3627,68329,72212,79334,80531,80944,78771,
3628,0,0,0,0,0,0,
3629,4236,6614,6216,3622,4095,6596,
3630,205938,209941,173679,92937,94552,76849,
3631,178878,181717,165662,144277,112210,116047,
3632,0,92,4,0,45,23,
3633,30785,29242,29883,30447,30803,29820,
3634,1329,4526,11906,14202,6956,4839,
3635,1815,743,743,43,-657,-1357,
3636,10000,0,0,0,0,0,
3637,0,0,0,0,0,0,
3638,73902,119408,134243,12670,6349,10775,
3639,131336,123443,132517,133747,134230,131986,
3640,11961,14259,16028,17760,19462,22141,
3641,85314,87042,90165,91318,94847,35773,
3642,222819,232264,227054,196356,199525,201836,
3643,594,1052,736,420,2189,1482,
3644,0,10437,4044,594,0,0,
3645,31142,31473,31684,31837,32246,32122,
3646,71332,71122,70012,66541,31609,31259,
3647,24523,22224,20880,17305,16094,18516,
3648,9837,3898,21682,20833,20289,19380,
3649,0,0,145,0,0,0,
3650,4403,1995,300,0,0,0,
3651,54660,49907,44057,27510,28086,29119,
3652,56965,2495,57899,30345,30244,25474,
3653,20001,15345,37420,18151,4823,6574,
3654,1345,1545,-306,18394,18760,19166,
3655,3737,4332,332,0,332,332,
3656,241,0,0,0,739,0,
3657,0,241,0,0,0,0,
3658,194001,197032,183154,143367,135751,138659,
3659,291410,296936,283943,266246,258197,114052,
3660,9511,35852,36875,75016,38304,27383,
3661,22595,24928,24230,26811,28702,28092,
3662,124459,130916,132179,135030,135656,135448,
3663,11102,9327,22149,23737,13449,17963,
3664,316,316,316,571,7711,571,
3665,22821,24949,26526,27778,29322,30677,
3666,74236,63120,53897,54292,55430,57011,
3667,428927,436425,300134,315067,321825,328781,
3668,75267,54889,56949,35684,10400,0,
3669,549,0,0,0,1893,0,
3670,5587,6906,1470,1720,2890,7678,
3671,9592,8844,7560,7134,7280,0,
3672,8900,1136,720,478,219,0,
3673,9076,5787,-684,5247,3848,3151,
3674,52754,50393,25953,27350,19931,16845,
3675,36696,46041,47890,8412,9412,0,
3676,204052,207977,214117,216712,194521,198246,
3677,62946,61940,61412,62771,65038,67266,
3678,1250,1250,1250,1250,650,350,
3679,116183,116394,113245,48888,40241,49923,
3680,9665,12186,11700,13474,13006,13743,
3681,31164,32384,27553,28101,28690,28467,
3682,10834,11771,12762,12769,13512,14772,
3683,1838,1651,172,2034,2069,1891,
3684,396,792,396,792,396,396,
3685,99660,99908,98052,94423,96056,97320,
3686,18829,19223,20599,15642,23789,20562,
3687,192727,194694,188465,189094,179211,87266,
3688,51139,53797,56394,58341,60242,62234,
3689,46782,48075,48815,49831,50821,51884,
3690,3337,9061,7809,5238,8594,3743,
3691,2346,15271,16360,41936,538,2716,
3692,100699,94528,89010,81545,75592,68715,
3693,0,0,0,0,0,0,
3694,83755,77431,79044,80631,82333,84462,
3695,21447,23429,26158,29486,27166,25954,
3696,0,162,1129,1130,1130,1130,
3697,0,0,0,0,0,0,
3698,28842,30371,31556,32345,33663,34945,
3699,168719,166207,158403,146324,118981,113666,
3700,0,0,9311,10257,20872,34403,
3701,121400,123055,118030,122443,120370,123766,
3702,15399,14859,15913,17033,17466,19635,
3703,106065,97979,100599,81087,82793,85301,
3704,139998,140030,125214,126426,126333,109953,
3705,359491,354962,276310,196654,186281,177587,
3706,390,390,390,390,390,390,
3707,29239,14027,13559,14331,14948,15549,
3708,13470,14748,15761,17497,17075,19777,
3709,0,1010,970,290,590,1222,
3710,69518,71443,72413,73366,74830,76237,
3711,95600,87442,60737,66077,68990,70724,
3712,91671,91656,87106,48730,27535,27751,
3713,304883,301286,258122,255309,233946,235916,
3714,22352,23244,20791,22104,22237,22703,
3715,2884,1706,2960,579,0,0,
3716,244563,248218,70004,64953,51507,50338,
3717,1983,326,3242,1206,326,326,
3718,6694,7546,8345,8688,8865,9046,
3719,13778,15837,16285,17009,18223,18778,
3720,75628,72717,74651,70403,71890,73893,
3721,7217,-507,-3,8067,1154,2061,
3722,1385,4843,2942,1054,1708,3014,
3723,16170,15646,14020,13345,0,0,
3724,5908,8003,8156,5572,3697,19529,
3725,2227,3496,4006,411,1511,1334,
3726,43886,50411,9688,857,3810,4741,
3727,34819,165,1850,1538,165,165,
3728,5219,6475,7483,7709,7934,8242,
3729,152180,157719,155368,123906,128597,105967,
3730,19185,18621,19605,19717,19203,19871,
3731,27884,28958,29864,30632,31274,32144,
3732,232587,259740,241615,139741,144692,124197,
3733,413,4480,2080,2280,0,0,
3734,68410,67449,66767,65528,47888,44198,
3735,23959,23276,25294,26780,27143,27563,
3736,17541,18716,19098,3291,1855,540,
3737,2574,390,3889,780,390,390,
3738,13936,0,0,0,1030,440,
3739,18376,20070,21428,22757,24382,28768,
3740,64670,68574,71849,74974,83137,51377,
3741,158495,160681,144194,144802,147311,150207,
3742,871,3179,3344,3552,0,0,
3743,14190,12900,11006,5584,5268,4112,
3744,73254,68005,63311,57304,51663,45795,
3745,104320,82478,73465,10000,10000,10000,
3746,155389,152162,154715,155026,79051,81089,
3747,131335,128760,118310,120719,126470,124342,
3748,20876,21999,7426,6092,5074,3865,
3749,288033,260683,190012,36223,-4724,225276,
3750,0,4048,4925,12554,1036,522,
3751,118204,121695,125724,129157,130567,144266,
3752,98697,100572,103621,103720,100136,102167,
3753,25102,27906,26153,26745,26359,25974,
3754,390,742,4352,390,780,390,
3755,58024,57891,48839,18971,19323,19395,
3756,0,0,0,0,1999,1999,
3757,49195,48496,49412,49590,0,0,
3758,71100,72066,71751,72034,73261,74479,
3759,14967,17705,19394,18956,20684,22237,
3760,109887,99030,89317,80674,79311,81246,
3761,32667,33822,34975,35943,36447,37259,
3762,0,1000,2043,3133,0,0,
3763,941,3008,1882,941,266,-675,
3764,71991,80225,41429,25858,10219,15967,
3765,21325,24355,23670,24002,26373,25798,
3766,12214,13694,16660,16100,17521,19237,
3767,2665,-35,3527,3869,4468,-12,
3768,2722,11040,9422,0,1200,1150,
3769,19532,3719,1453,4944,1896,2486,
3770,66982,66130,67489,68535,66835,64962,
3771,142272,143386,141711,142569,141733,142982,
3772,46348,37052,36228,37833,37694,41269,
3773,39115,40176,39681,29213,25356,22723,
3774,2392,316,416,416,416,2606,
3775,79656,80382,61813,30457,30477,30506,
3776,29243,31093,26401,326,324,1126,
3777,1010,3070,307,0,0,0,
3778,47320,46392,51652,54969,42373,48952,
3779,665,2618,963,1459,1028,878,
3780,390,0,0,0,0,0,
3781,71559,66658,68627,61578,59274,61314,
3782,0,0,0,0,552,252,
3783,6776,3198,2123,11774,6166,3583,
3784,21788,32562,23346,18361,10434,7387,
3785,180,1582,1402,3244,-13,-13,
3786,253795,253126,253218,249770,243277,240576,
3787,63780,64675,56561,52338,31133,27590,
3788,14404,32852,17113,4818,4818,0,
3789,264249,264434,263847,262723,222464,222837,
3790,156155,153647,153535,153122,149564,152470,
3791,10135,11926,11448,10970,11636,12442,
3792,16508,19638,19030,22033,21109,20474,
3793,150943,149285,151779,135141,124475,107735,
3794,326,652,326,978,652,326,
3795,126642,127741,132405,131241,127080,122213,
3796,122079,127725,129558,126907,99773,98086,
3797,2712,4450,9754,0,8142,6997,
3798,33687,21575,23926,23102,22734,29434,
3799,41134,50379,54556,58624,59848,68828,
3800,881,1035,29944,10528,17907,3147,
3801,8439,7606,8638,1230,390,890,
3802,47330,48947,49738,53602,40510,43742,
3803,9035,5845,6793,8668,8382,8595,
3804,2703,1017,0,0,1560,4386,
3805,18199,17618,18631,21319,20692,21201,
3806,23790,23880,24843,25338,25461,26008,
3807,46605,35797,36615,28354,18093,6723,
3808,0,0,0,0,0,0,
3809,27967,28707,27970,187880,169261,148519,
3810,47053,11165,12186,13280,14055,14428,
3811,50345,49245,50061,37766,29433,27537,
3812,322464,325625,323182,325197,327750,321936,
3813,24135,23454,26755,26026,27310,29729,
3814,32016,29052,23115,20354,7438,4887,
3815,6379,3257,4166,0,0,318,
3816,97886,74638,70864,64193,61733,59717,
3817,83062,81150,82150,0,0,0,
3818,8720,12241,16020,16457,20906,20289,
3819,26187,28431,26141,24958,27574,27151,
3820,50653,49348,47995,40226,27828,28411,
3821,38875,38589,27846,21787,16429,5488,
3822,320635,313060,293055,269585,248093,239025,
3823,16645,18368,20053,20721,21234,22881,
3824,389,778,389,389,389,775,
3825,25437,25873,0,100,0,0,
3826,207571,182384,161295,199803,198614,2383,
3827,99958,76554,58610,9779,12273,2701,
3828,0,0,0,0,0,200,
3829,90476,0,0,0,138355,130666,
3830,17946,18946,21904,21243,20225,19850,
3831,49946,48808,45469,20228,18900,19066,
3832,86574,86821,88072,76722,69922,23926,
3833,0,0,1522,2141,590,176,
3834,400780,408982,373137,316654,324049,294926,
3835,42838,37225,36087,9636,9590,10030,
3836,200932,190991,175028,162699,138158,135920,
3837,80964,80337,82182,82586,85145,87049,
3838,8000,7919,4684,2992,7559,4967,
3839,177221,169897,166064,0,0,0,
3840,62263,60654,59464,54715,51796,53256,
3841,20852,18376,15229,18229,9290,1826,
3842,245211,255975,269446,219615,217851,222158,
3843,10091,18324,8808,27319,19278,11505,
3844,389,349,8362,882,1594,1385,
3845,493,240,823,683,240,998,
3846,60406,57491,59137,59345,29399,29339,
3847,30518,29618,22102,22734,23217,23680,
3848,0,0,0,0,0,1146,
3849,396,396,396,792,396,396,
3850,16317,0,0,188841,194321,198156,
3851,27306,28312,29327,27836,28423,29813,
3852,13331,13307,15734,-101,27145,1479,
3853,3351,64555,63796,55234,52959,50617,
3854,26528,22567,23167,0,0,0,
3855,3656,4400,0,1704,3715,-105,
3856,0,0,517,-1,932,1066,
3857,298809,304686,307591,312314,318647,325369,
3858,4639,1825,973,-110,-110,-110,
3859,37875,150573,32413,193427,21978,38102,
3860,132214,135140,135263,137540,144786,146379,
3861,44953,47315,46997,50740,49115,49529,
3862,10700,510,900,704,540,150,
3863,42065,10800,9653,4374,179758,180125,
3864,4071,4554,4770,5494,4586,4686,
3865,12188,12904,14217,14360,16140,16287,
3866,3462,4150,3940,4720,4500,4282,
3867,47813,33463,29628,31230,0,0,
3868,18583,20940,20306,20965,21625,22055,
3869,7661,8981,10860,12380,11400,0,
3870,318022,321560,150062,139555,116315,106541,
3871,136692,91815,0,0,0,0,
3872,160413,149267,126107,105831,82694,65983,
3873,48700,47544,47612,48713,49295,49916,
3874,16033,1716,1200,0,0,1300,
3875,42080,41131,42281,42605,47544,33115,
3876,26788,28352,86253,28351,28571,23400,
3877,3780,3295,1461,1903,1492,4409,
3878,124780,127168,125721,122209,126129,127847,
3879,17103,18312,19516,20685,22142,23340,
3880,25747,25048,26060,26578,27133,27783,
3881,0,0,0,0,0,0,
3882,201932,215392,218370,220977,225021,221730,
3883,14932,12840,390,390,780,390,
3884,47904,48240,48602,46289,44837,44535,
3885,78406,52520,27543,51180,27017,28560,
3886,41730,40764,46281,47026,45971,47573,
3887,1898,2570,4576,3567,2180,644,
3888,79545,80932,22320,22765,23393,23470,
3889,1683,1828,3502,8979,5190,0,
3890,396,396,396,396,396,396,
3891,93767,80944,67691,53334,76056,64968,
3892,129848,89684,31050,0,0,0,
3893,30244,29640,30451,29391,30042,28436,
3894,0,0,0,479,2463,1457,
3895,1473,1473,3133,1473,1473,390,
3896,68766,70772,71622,68443,72210,70267,
3897,66662,61331,56523,56737,51005,47471,
3898,48992,49689,31368,9454,6020,5000,
3899,16666,1000,16666,0,0,0,
3900,4923,3121,1551,1100,0,4374,
3901,19760,18570,17604,11973,9517,6799,
3902,16030,15502,12637,11204,10983,11901,
3903,56250,54971,55079,55525,56634,57052,
3904,2602,12150,11670,12167,2210,2406,
3905,390,11223,15225,4951,2408,8360,
3906,110346,41986,21874,20076,16171,586,
3907,13195,14197,15657,14418,13561,13291,
3908,4926,2847,3351,1961,4409,2503,
3909,58395,59559,61640,62793,63493,67204,
3910,1050,2203,2005,0,0,780,
3911,0,0,0,848,0,632,
3912,112106,105872,107685,106060,2958,1079,
3913,79629,78010,5976,5812,4788,3758,
3914,1473,390,390,390,0,780,
3915,6091,6837,7666,9270,7897,8763,
3916,87401,93476,91077,92885,94831,96907,
3917,77479,77057,78102,58501,51042,19036,
3918,47836,49038,53158,48269,48019,46908,
3919,27217,24346,9237,5881,29083,23795,
3920,-10,-10,3362,-3,998,937,
3921,604019,605943,439854,404157,370686,294348,
3922,1480,9202,26390,13007,7387,20018,
3923,192461,195970,122214,124647,126921,129167,
3924,51907,52997,53559,54716,54533,58085,
3925,7678,10475,-10,190,6160,402,
3926,139445,137950,133250,98147,98924,95100,
3927,30048,31049,32144,33157,33657,34359,
3928,0,0,0,0,0,0,
3929,3542,2967,2977,2987,3624,3165,
3930,177961,108173,15697,11353,9306,9693,
3931,1081,148,148,296,148,148,
3932,22155,10853,33968,86024,232017,15622,
3933,100448,103990,104462,43810,44434,45251,
3934,6772,7790,8799,8974,9162,9375,
3935,216,964,964,365,0,0,
3936,20733,21738,22760,23466,24085,24584,
3937,28129,29184,28421,28751,30685,30040,
3938,54,54,54,54,54,54,
3939,46008,3756,195,4226,8956,9361,
3940,20123,19184,16834,15970,14502,12671,
3941,2989,0,0,2989,9059,52248,
3942,18079,6315,37046,0,1894,1894,
3943,82865,82741,62914,60584,61412,55572,
3944,40831,34613,28178,23199,572,27425,
3945,26755,27828,29103,29565,26319,27738,
3946,1170,1863,3100,2560,2580,3699,
3947,0,0,0,0,0,0,
3948,49144,48202,43656,29466,29936,30350,
3949,27904,28547,29398,29864,30115,15818,
3950,0,0,0,0,0,0,
3951,2992,1300,8899,6257,-1197,12151,
3952,50863,50887,19345,19152,18953,19388,
3953,100064,95224,104440,88467,71519,63150,
3954,178665,133266,95836,85635,66137,30410,
3955,0,780,3260,4311,1551,0,
3956,49581,35465,29732,29411,28859,28309,
3957,1091,2062,0,0,6017,0,
3958,3402,4774,375,3498,3517,4567,
3959,25229,25533,24441,24441,11255,0,
3960,48134,52136,19758,5520,5204,4703,
3961,17091,17596,15524,14807,13667,16271,
3962,1371,796,398,796,398,716,
3963,37794,39240,40653,41249,42356,43278,
3964,121009,136552,132655,134140,115892,116653,
3965,0,0,860,246,-46,-46,
3966,48905,49764,36535,32428,15313,16057,
3967,76589,77387,78995,80190,79920,80972,
3968,86179,83960,61589,58702,56853,56002,
3969,12479,423,430,843,857,-777,
3970,256503,254732,244860,245165,236120,237705,
3971,291,291,291,291,291,291,
3972,0,0,0,0,0,0,
3973,2238,3057,1879,889,2399,1225,
3974,9212,0,261,8203,13203,9691,
3975,24885,26250,26955,27647,28149,28940,
3976,46300,10849,8857,9658,9359,9554,
3977,3208,9134,8820,1502,4505,3766,
3978,0,0,0,0,2000,2000,
3979,421895,413687,420892,352705,359770,351535,
3980,3000,150,-850,300,-832,-832,
3981,17196,20609,20654,19118,18104,19846,
3982,754,-441,4410,0,711,5650,
3983,4094,1683,2924,1462,1462,6105,
3984,9670,9371,11705,12919,12139,11653,
3985,59881,61070,62350,63623,64846,66204,
3986,26000,9000,63853,59308,60576,42784,
3987,26349,1245,2043,265,265,5862,
3988,2165,14796,20816,11804,1420,0,
3989,104603,107850,112108,113520,101164,88354,
3990,386,4194,196,7730,3113,3484,
3991,93163,96024,90901,69927,71403,69948,
3992,13989,7976,2088,7795,1335,2928,
3993,110612,114323,116835,118053,119047,119641,
3994,2148,0,3080,3119,0,7255,
3995,26240,26996,28056,29584,31595,30952,
3996,13165,2100,0,0,0,0,
3997,23553,21507,17827,7655,7881,8248,
3998,4080,2271,4100,7980,0,9487,
3999,47585,52084,53817,54818,55985,57398,
4000,20556,19403,13536,17623,18662,10243,
4001,44594,45588,46540,47378,46490,47758,
4002,75012,77784,73535,72067,59495,56850,
4003,288015,148160,98651,251331,255017,54705,
4004,59379,63007,61459,59798,61287,8383,
4005,71795,62067,60949,71829,67567,62658,
4006,390,390,0,780,0,0,
4007,47631,48574,49476,50360,50509,52522,
4008,50459,36307,27713,3807,2746,625,
4009,57775,51280,16299,-41,-41,-41,
4010,7588,15557,18886,9476,5040,6070,
4011,3953,3953,3953,3953,16466,14246,
4012,65226,71031,74866,78534,82246,84014,
4013,18301,20161,24621,17125,18378,1344,
4014,2500,2500,2500,2500,0,0,
4015,1562,1499,-3,-3,1274,0,
4016,0,0,0,0,0,35979,
4017,4124,1070,0,1217,3766,381,
4018,135419,138547,148175,149758,147262,156808,
4019,77720,79417,81326,81650,83354,85163,
4020,16936,17963,18976,19660,20343,21003,
4021,59219,58852,54811,39960,40133,37607,
4022,5310,2196,2928,9564,22017,5220,
4023,76121,70109,58186,56234,53229,45519,
4024,0,0,0,0,0,0,
4025,106113,57228,10018,0,0,0,
4026,268755,270405,258979,261213,264550,163860,
4027,3646,7374,6714,4432,6652,6095,
4028,95956,87294,85336,81640,82462,80964,
4029,51193,50954,55132,56629,57405,58742,
4030,880,880,880,880,880,1030,
4031,0,0,0,0,0,0,
4032,73904,73249,12327,10793,5309,900,
4033,111170,113387,115807,119857,117100,118079,
4034,0,0,0,0,0,0,
4035,0,0,0,0,0,0,
4036,75960,64683,51184,37938,25292,12646,
4037,37636,27448,29890,390,257,10700,
4038,19267,23553,21507,17827,7655,7881,
4039,17599,18920,19000,0,80,540,
4040,7324,9808,9501,10029,9730,9974,
4041,71586,59856,15379,2985,29351,29977,
4042,36166,37188,37680,38462,39228,40035,
4043,264,264,264,264,264,264,
4044,49971,51132,50608,37700,11325,9814,
4045,95544,95311,94489,93143,87654,90172,
4046,45012,45964,46922,48140,49339,50542,
4047,15000,18400,15000,492,14926,7626,
4048,27559,29866,32233,34450,36954,39251,
4049,200,200,200,2795,94722,96638,
4050,26303,9408,5082,7732,1379,-8,
4051,836,836,390,150,1320,780,
4052,22658,31647,24487,25125,26651,26125,
4053,396155,367501,257836,388058,324478,313547,
4054,67229,24772,20000,20000,20000,0,
4055,101551,105246,104781,105334,107699,106828,
4056,186806,166153,157633,145423,146202,144685,
4057,142132,142239,142140,142111,194934,95484,
4058,1988,0,0,1188,0,0,
4059,7384,10253,9945,14269,13743,16011,
4060,4890,4157,14342,11411,3006,13268,
4061,8948,10306,22263,20511,27808,8342,
4062,167474,155293,134467,129891,113919,106675,
4063,59331,54989,53898,54960,56054,55263,
4064,6731,0,0,0,0,0,
4065,76922,-694,-694,-694,-694,-694,
4066,0,2112,723,150,150,2478,
4067,29169,15000,15000,0,15000,0,
4068,13370,16326,17963,17386,16809,18137,
4069,8354,6024,116,116,9982,8143,
4070,2807,894,5939,1390,-5,-5,
4071,74261,75602,76062,76287,76971,77737,
4072,105729,106296,110031,112410,128894,131588,
4073,50628,50705,50328,19542,19439,19683,
4074,64494,69272,62196,62809,48047,49110,
4075,623,623,5477,623,623,773,
4076,264,264,264,264,264,414,
4077,1085,326,326,326,326,326,
4078,0,2236,5265,5034,1091,0,
4079,141,-756,11520,1520,5171,3716,
4080,10648,10951,11288,10852,10519,9235,
4081,3131,207,3578,0,0,0,
4082,18755,6122,54832,2233,0,0,
4083,0,0,0,0,0,0,
4084,17172,18179,19061,20182,19982,19482,
4085,52262,36518,20533,-919,-919,-919,
4086,47169,48197,47738,47676,46694,47807,
4087,326,827,289,44517,36065,6591,
4088,97973,100442,89242,82784,53609,49048,
4089,152375,122540,129558,131476,133223,136004,
4090,2345,2572,15,947,631,715,
4091,3000,3000,3000,3000,3000,3000,
4092,449336,456668,424843,325772,320760,325841,
4093,1876,1690,429,4836,1170,780,
4094,6017,8798,3810,2790,0,4513,
4095,20052,5328,18428,19709,19833,19376,
4096,61378,62756,64147,65910,61018,62878,
4097,14445,15404,19885,22355,22902,15373,
4098,83853,87227,96253,93562,96510,63417,
4099,14254,16598,15908,16029,6501,0,
4100,5103,3773,10132,4818,0,0,
4101,780,390,650,260,370,-20,
4102,96155,96752,98884,98501,34250,35874,
4103,3821,1937,944,1219,2216,1440,
