ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE
2631,200000,2,4,1,44,
2632,360000,1,3,2,33,
2633,110000,2,2,1,55,
2634,10000,1,3,1,54,
2635,280000,2,1,2,30,
2636,200000,2,1,2,32,
2637,50000,1,2,2,28,
2638,270000,2,2,1,38,
2639,50000,1,2,2,28,
2640,360000,1,1,2,34,
2641,460000,2,1,1,45,
2642,20000,1,2,2,27,
2643,50000,1,1,2,57,
2644,360000,2,1,2,26,
2645,360000,1,1,2,28,
2646,20000,2,2,1,26,
2647,80000,2,1,2,29,
2648,240000,2,1,2,29,
2649,20000,1,3,1,56,
2650,280000,2,1,2,29,
2651,100000,2,2,1,46,
2652,50000,1,2,1,38,
2653,30000,2,2,2,24,
2654,160000,2,3,2,32,
2655,70000,2,3,1,45,
2656,180000,1,1,2,26,
2657,300000,2,2,1,33,
2658,280000,2,1,1,41,
2659,300000,2,1,2,27,
2660,50000,2,3,1,46,
2661,220000,2,1,2,31,
2662,100000,2,2,2,25,
2663,360000,2,2,1,49,
2664,150000,1,1,2,26,
2665,60000,1,1,2,28,
2666,50000,1,2,2,32,
2667,30000,2,3,2,29,
2668,20000,2,1,2,23,
2669,410000,1,1,2,27,
2670,30000,1,1,2,30,
2671,70000,1,3,2,25,
2672,170000,1,3,2,38,
2673,120000,2,2,1,36,
2674,400000,1,1,1,43,
2675,30000,1,3,1,26,
2676,260000,1,2,2,30,
2677,290000,2,2,1,39,
2678,300000,2,2,1,29,
2679,30000,2,2,1,52,
2680,30000,1,2,2,34,
2681,50000,1,2,2,35,
2682,250000,2,2,1,29,
2683,180000,2,3,1,42,
2684,500000,2,1,2,31,
2685,330000,1,1,2,32,
2686,300000,2,1,1,36,
2687,90000,2,2,2,43,
2688,50000,1,2,1,32,
2689,180000,2,5,1,44,
2690,140000,1,1,1,39,
2691,180000,2,3,2,32,
2692,210000,2,1,2,29,
2693,160000,2,2,2,27,
2694,120000,2,2,1,47,
2695,50000,1,3,2,33,
2696,280000,1,1,2,38,
2697,620000,1,2,2,31,
2698,260000,1,2,1,62,
2699,20000,1,3,2,26,
2700,330000,1,1,2,45,
2701,220000,1,1,2,39,
2702,60000,1,1,1,37,
2703,210000,2,1,1,47,
2704,80000,2,2,1,46,
2705,500000,2,1,1,47,
2706,300000,2,1,2,33,
2707,50000,2,1,2,23,
2708,140000,1,1,2,28,
2709,300000,2,2,2,24,
2710,180000,2,2,2,28,
2711,260000,1,2,2,34,
2712,300000,1,1,3,50,
2713,330000,2,2,2,30,
2714,20000,2,3,1,31,
2715,20000,2,2,2,23,
2716,310000,1,1,2,32,
2717,340000,2,1,2,30,
2718,50000,1,2,2,36,
2719,360000,1,3,1,53,
2720,250000,2,1,1,31,
2721,70000,1,1,2,29,
2722,230000,2,1,2,34,
2723,130000,1,2,1,54,
2724,250000,2,1,2,48,
2725,100000,1,2,1,35,
2726,140000,2,2,2,27,
2727,100000,2,2,1,41,
2728,480000,2,1,2,32,
2729,20000,1,3,1,27,
2730,240000,1,3,1,35,
2731,60000,2,2,1,42,
2732,250000,2,2,1,43,
2733,240000,2,2,1,32,
2734,60000,2,2,2,24,
2735,230000,2,2,1,40,
2736,230000,2,2,1,29,
2737,170000,1,3,2,36,
2738,50000,2,2,2,35,
2739,50000,1,3,1,47,
2740,190000,1,1,2,26,
2741,50000,2,3,1,36,
2742,130000,2,3,1,54,
2743,150000,2,1,1,30,
2744,70000,2,2,1,62,
2745,250000,2,1,1,44,
2746,90000,2,1,2,26,
2747,50000,1,3,1,55,
2748,100000,2,2,1,42,
2749,20000,1,3,2,36,
2750,210000,2,1,1,33,
2751,30000,2,1,2,41,
2752,500000,2,1,1,45,
2753,50000,2,2,1,39,
2754,150000,1,2,1,29,
2755,380000,2,1,1,43,
2756,50000,2,3,2,22,
2757,220000,2,2,1,32,
2758,70000,2,2,2,22,
2759,230000,2,5,2,52,
2760,100000,2,2,1,27,
2761,160000,1,1,1,29,
2762,380000,1,1,1,37,
2763,120000,2,1,2,34,
2764,50000,2,2,1,31,
2765,120000,1,2,2,35,
2766,50000,1,3,1,39,
2767,290000,2,1,1,52,
2768,80000,1,2,2,26,
2769,200000,2,3,2,34,
2770,330000,2,2,1,51,
2771,300000,2,1,2,27,
2772,10000,1,2,2,21,
2773,20000,1,2,1,33,
2774,200000,2,2,1,48,
2775,110000,2,5,2,32,
2776,170000,1,2,1,34,
2777,120000,2,2,2,24,
2778,30000,2,2,1,49,
2779,110000,2,1,2,25,
2780,130000,2,2,2,42,
2781,50000,2,2,1,28,
2782,420000,2,2,2,29,
2783,340000,1,1,2,30,
2784,30000,2,3,2,50,
2785,240000,2,2,2,25,
2786,150000,2,2,1,40,
2787,120000,2,1,2,31,
2788,30000,2,2,1,53,
2789,80000,2,2,1,56,
2790,20000,1,2,2,30,
2791,290000,2,1,2,27,
2792,280000,2,2,1,44,
2793,30000,2,2,2,33,
2794,100000,1,2,2,29,
2795,200000,2,1,2,27,
2796,150000,1,1,1,38,
2797,290000,2,1,1,47,
2798,130000,2,2,1,28,
2799,350000,2,2,1,48,
2800,50000,1,2,2,25,
2801,20000,1,2,1,46,
2802,110000,2,2,2,29,
2803,200000,2,1,1,56,
2804,20000,1,1,1,54,
2805,20000,1,3,1,60,
2806,260000,1,3,1,44,
2807,210000,2,2,2,25,
2808,200000,2,1,2,27,
2809,10000,1,2,2,23,
2810,270000,2,3,1,58,
2811,170000,2,2,1,36,
2812,80000,2,2,2,24,
2813,20000,2,1,2,22,
2814,150000,2,1,2,64,
2815,60000,2,2,1,51,
2816,190000,1,1,2,30,
2817,60000,2,3,1,40,
2818,30000,1,2,1,33,
2819,50000,1,1,1,49,
2820,80000,2,3,1,25,
2821,200000,1,2,1,29,
2822,260000,1,3,1,43,
2823,80000,1,2,2,25,
2824,510000,1,1,2,32,
2825,20000,1,2,1,61,
2826,130000,2,1,1,41,
2827,50000,2,2,2,44,
2828,280000,2,2,1,30,
2829,300000,2,1,2,28,
2830,220000,1,2,2,30,
2831,30000,2,3,2,38,
2832,60000,2,2,2,24,
2833,320000,2,3,2,25,
2834,80000,1,1,2,25,
2835,260000,1,1,2,29,
2836,70000,1,2,2,26,
2837,150000,1,1,1,51,
2838,230000,2,2,1,32,
2839,60000,2,2,1,33,
2840,90000,2,1,2,28,
2841,20000,1,2,1,38,
2842,280000,2,1,2,33,
2843,280000,2,2,1,39,
2844,280000,1,1,1,42,
2845,430000,2,1,2,29,
2846,80000,2,1,2,27,
2847,290000,1,1,1,44,
2848,340000,2,1,2,35,
2849,180000,2,2,2,31,
2850,20000,1,2,1,40,
2851,50000,2,2,2,24,
2852,180000,1,2,1,45,
2853,10000,1,2,1,37,
2854,180000,2,1,1,38,
2855,360000,1,1,1,35,
2856,80000,2,3,1,54,
2857,500000,2,3,2,35,
2858,50000,2,2,2,40,
2859,360000,2,3,2,27,
2860,140000,2,2,1,36,
2861,260000,2,2,2,28,
2862,20000,1,2,1,34,
2863,20000,2,2,2,26,
2864,20000,1,3,2,49,
2865,130000,2,2,1,45,
2866,150000,2,2,1,27,
2867,200000,2,2,1,27,
2868,80000,1,1,2,27,
2869,10000,1,3,3,54,
2870,180000,2,2,1,33,
2871,50000,2,3,2,23,
2872,210000,2,1,2,27,
2873,90000,1,3,2,45,
2874,100000,2,2,2,24,
2875,330000,2,2,2,41,
2876,50000,1,1,2,23,
2877,230000,1,1,1,37,
2878,30000,2,2,1,52,
2879,410000,1,2,1,46,
2880,50000,1,2,1,42,
2881,210000,2,2,1,50,
2882,30000,2,2,2,23,
2883,90000,2,2,1,35,
2884,20000,1,2,2,42,
2885,50000,2,2,1,42,
2886,500000,2,1,1,41,
2887,20000,1,2,2,22,
2888,120000,2,2,2,28,
2889,180000,2,3,1,40,
2890,20000,2,1,2,23,
2891,110000,1,2,1,40,
2892,50000,1,1,1,40,
2893,360000,2,1,1,42,
2894,230000,1,3,2,27,
2895,300000,2,1,2,28,
2896,50000,2,2,1,29,
2897,170000,2,2,2,31,
2898,280000,1,1,2,36,
2899,90000,1,2,2,32,
2900,290000,2,2,1,51,
2901,210000,1,2,2,35,
2902,140000,2,3,1,38,
2903,250000,1,1,1,40,
2904,180000,2,2,2,31,
2905,210000,2,1,2,31,
2906,60000,1,2,1,57,
2907,170000,2,1,2,28,
2908,100000,2,1,1,34,
2909,130000,2,3,2,36,
2910,230000,1,2,1,41,
2911,410000,2,3,1,34,
2912,70000,2,3,1,53,
2913,160000,1,2,2,30,
2914,80000,2,2,1,40,
2915,340000,1,1,2,25,
2916,70000,1,1,2,38,
2917,500000,2,1,2,35,
2918,500000,2,1,2,33,
2919,350000,2,3,1,36,
2920,250000,2,2,2,41,
2921,130000,1,1,2,27,
2922,130000,1,1,2,34,
2923,430000,2,1,2,27,
2924,200000,1,3,2,26,
2925,400000,1,3,1,57,
2926,500000,2,2,2,33,
2927,240000,2,2,2,26,
2928,180000,1,2,2,26,
2929,30000,2,2,1,23,
2930,200000,1,1,1,40,
2931,330000,1,2,1,43,
2932,50000,1,3,2,22,
2933,210000,1,2,2,27,
2934,190000,1,3,1,44,
2935,120000,1,1,2,33,
2936,80000,2,3,1,48,
2937,100000,1,3,2,32,
2938,300000,2,1,1,31,
2939,130000,2,2,2,23,
2940,100000,1,1,2,26,
2941,50000,2,1,2,22,
2942,470000,2,2,2,32,
2943,100000,2,2,1,22,
2944,180000,2,2,1,39,
2945,340000,1,1,2,38,
2946,210000,1,3,1,45,
2947,50000,2,2,2,22,
2948,210000,1,2,1,44,
2949,30000,1,2,1,54,
2950,240000,2,1,2,26,
2951,520000,1,1,2,39,
2952,360000,2,1,1,34,
2953,30000,2,2,2,21,
2954,60000,1,3,2,25,
2955,20000,2,3,3,27,
2956,120000,2,1,2,34,
2957,210000,1,2,1,42,
2958,150000,2,3,0,55,
2959,210000,2,2,1,43,
2960,170000,2,2,2,38,
2961,50000,1,3,2,58,
2962,180000,2,2,1,62,
2963,80000,1,2,2,27,
2964,30000,2,2,1,21,
2965,30000,1,2,1,33,
2966,100000,2,2,1,41,
2967,30000,1,2,2,25,
2968,50000,1,3,1,51,
2969,230000,2,2,1,38,
2970,500000,2,2,1,52,
2971,50000,1,2,1,40,
2972,360000,2,2,1,44,
2973,20000,2,3,3,51,
2974,70000,2,1,2,29,
2975,20000,1,2,2,25,
2976,220000,1,1,1,42,
2977,30000,2,2,2,27,
2978,320000,1,1,1,45,
2979,100000,1,2,2,23,
2980,220000,2,1,2,36,
2981,120000,2,2,2,25,
2982,280000,1,2,1,40,
2983,360000,2,2,1,43,
2984,100000,1,2,2,25,
2985,160000,1,2,2,28,
2986,470000,1,1,1,39,
2987,60000,2,3,2,44,
2988,50000,2,2,1,44,
2989,120000,1,2,1,47,
2990,50000,2,3,1,28,
2991,380000,2,2,1,37,
2992,50000,1,1,2,23,
2993,140000,2,2,2,30,
2994,160000,2,1,2,25,
2995,330000,1,1,1,35,
2996,20000,2,2,2,22,
2997,20000,2,2,1,50,
2998,60000,1,3,2,34,
2999,50000,2,1,1,32,
3000,480000,2,3,1,42,
3001,70000,1,1,2,26,
3002,360000,1,2,1,43,
3003,150000,2,2,1,47,
3004,20000,1,2,2,27,
3005,60000,1,1,2,27,
3006,330000,2,1,1,31,
3007,360000,1,1,2,28,
3008,130000,2,2,1,50,
3009,260000,2,2,1,30,
3010,50000,1,2,2,49,
3011,100000,1,2,2,33,
3012,400000,2,2,1,39,
3013,290000,1,2,1,50,
3014,50000,2,3,2,28,
3015,90000,2,2,1,30,
3016,340000,2,3,2,57,
3017,500000,1,1,1,45,
3018,30000,1,2,1,26,
3019,150000,1,2,2,25,
3020,130000,1,2,2,22,
3021,240000,2,2,1,48,
3022,80000,2,2,1,37,
3023,130000,2,1,1,30,
3024,50000,1,2,2,42,
3025,280000,1,2,2,30,
3026,360000,1,1,2,28,
3027,70000,2,3,1,47,
3028,140000,2,2,1,26,
3029,200000,1,2,2,32,
3030,60000,2,1,2,26,
3031,250000,2,2,2,24,
3032,80000,1,1,2,31,
3033,30000,2,2,2,31,
3034,30000,2,3,2,51,
3035,60000,2,2,1,48,
3036,260000,2,2,1,40,
3037,380000,2,1,2,33,
3038,80000,2,2,2,31,
3039,220000,1,1,2,27,
3040,30000,2,3,1,53,
3041,30000,1,3,2,25,
3042,220000,1,1,2,48,
3043,200000,1,3,1,47,
3044,150000,1,1,2,26,
3045,330000,1,2,1,42,
3046,280000,2,1,2,28,
3047,320000,2,2,2,36,
3048,80000,1,2,2,30,
3049,160000,2,2,3,27,
3050,250000,2,2,1,38,
3051,130000,2,2,2,22,
3052,50000,2,2,1,32,
3053,50000,1,2,2,33,
3054,80000,2,2,2,22,
3055,210000,1,1,1,39,
3056,50000,2,2,2,24,
3057,260000,1,1,1,53,
3058,360000,2,1,1,37,
3059,30000,1,2,2,28,
3060,350000,1,1,1,58,
3061,40000,2,1,2,24,
3062,20000,1,3,2,26,
3063,420000,2,1,2,29,
3064,100000,1,2,1,41,
3065,340000,2,1,2,45,
3066,200000,1,1,1,44,
3067,180000,1,2,2,43,
3068,280000,2,1,1,34,
3069,120000,2,3,1,38,
3070,280000,1,3,1,49,
3071,160000,1,1,1,30,
3072,160000,1,2,2,59,
3073,80000,2,2,1,45,
3074,500000,2,1,1,34,
3075,90000,2,2,2,29,
3076,400000,2,1,2,31,
3077,80000,2,1,2,32,
3078,30000,1,2,2,29,
3079,50000,1,2,1,38,
3080,140000,2,1,2,26,
3081,210000,2,1,1,37,
3082,140000,2,1,2,35,
3083,90000,2,2,1,47,
3084,260000,2,2,2,29,
3085,200000,2,1,1,45,
3086,50000,2,1,2,22,
3087,400000,2,2,2,30,
3088,150000,2,2,1,45,
3089,50000,1,3,2,47,
3090,50000,2,1,1,30,
3091,50000,2,2,2,32,
3092,150000,2,3,2,26,
3093,210000,2,2,1,35,
3094,190000,2,2,1,36,
3095,20000,2,3,1,53,
3096,50000,2,1,2,23,
3097,180000,2,3,1,44,
3098,140000,2,2,1,36,
3099,150000,1,3,2,31,
3100,30000,2,2,2,22,
3101,150000,1,1,2,33,
3102,60000,1,2,2,25,
3103,210000,2,2,1,34,
3104,130000,1,2,1,47,
3105,140000,2,2,2,32,
3106,50000,1,2,1,51,
3107,50000,1,3,2,23,
3108,50000,2,2,2,38,
3109,150000,2,3,2,28,
3110,20000,2,2,2,22,
3111,150000,2,2,2,26,
3112,20000,2,2,1,28,
3113,10000,1,3,2,41,
3114,140000,2,1,1,36,
3115,140000,1,2,2,30,
3116,50000,1,2,1,35,
3117,20000,2,2,1,42,
3118,360000,1,1,2,30,
3119,430000,1,1,2,40,
3120,170000,2,1,2,30,
3121,60000,2,1,2,33,
3122,20000,1,2,2,24,
3123,200000,2,2,2,40,
3124,30000,2,3,1,47,
3125,150000,2,3,1,58,
3126,360000,1,3,1,42,
3127,120000,2,2,2,33,
3128,280000,2,1,1,36,
3129,110000,2,3,1,40,
3130,150000,1,2,2,31,
3131,190000,2,2,1,34,
3132,30000,1,2,2,25,
3133,220000,2,2,1,36,
3134,300000,2,2,1,38,
3135,30000,1,2,2,44,
3136,300000,1,1,1,45,
3137,760000,1,3,1,54,
3138,20000,1,2,2,24,
3139,500000,2,2,1,34,
3140,60000,1,2,1,54,
3141,20000,1,2,2,24,
3142,320000,2,1,2,36,
3143,30000,2,3,1,46,
3144,120000,2,3,1,43,
3145,210000,1,3,2,46,
3146,10000,1,1,1,38,
3147,140000,2,3,1,50,
3148,50000,1,3,2,26,
3149,90000,1,2,2,26,
3150,180000,1,2,1,37,
3151,30000,1,2,2,49,
3152,170000,2,1,1,45,
3153,160000,1,1,2,37,
3154,360000,2,1,2,36,
3155,50000,2,2,1,33,
3156,20000,1,1,2,37,
3157,140000,2,1,2,32,
3158,30000,2,3,2,47,
3159,370000,1,2,1,34,
3160,360000,2,2,2,34,
3161,20000,1,3,2,59,
3162,50000,2,3,2,34,
3163,280000,2,3,1,50,
3164,40000,1,1,2,25,
3165,10000,2,2,1,40,
3166,200000,1,2,1,58,
3167,260000,1,2,2,29,
3168,90000,1,1,2,29,
3169,30000,2,3,1,51,
3170,100000,1,1,1,31,
3171,310000,2,2,1,46,
3172,20000,2,1,2,23,
3173,30000,2,2,2,28,
3174,170000,1,1,2,43,
3175,80000,2,2,1,34,
3176,80000,2,2,1,23,
3177,80000,1,2,2,27,
3178,20000,2,2,2,48,
3179,180000,2,1,2,46,
3180,50000,2,2,2,25,
3181,200000,2,2,2,23,
3182,170000,1,1,2,26,
3183,460000,1,1,1,39,
3184,500000,1,3,2,30,
3185,90000,2,2,1,30,
3186,300000,2,1,2,30,
3187,200000,2,2,2,36,
3188,270000,2,1,1,45,
3189,10000,1,2,2,25,
3190,200000,1,3,1,33,
3191,70000,2,3,2,32,
3192,50000,1,3,2,38,
3193,310000,1,1,2,32,
3194,60000,2,2,2,35,
3195,50000,2,3,2,54,
3196,80000,2,1,2,29,
3197,150000,2,2,2,40,
3198,90000,2,2,1,55,
3199,100000,2,2,2,29,
3200,100000,1,5,3,44,
3201,200000,2,3,1,57,
3202,230000,1,1,2,45,
3203,50000,1,2,1,38,
3204,80000,2,2,1,35,
3205,150000,2,1,1,25,
3206,50000,2,2,1,32,
3207,110000,2,1,1,45,
3208,180000,2,2,1,34,
3209,20000,1,1,2,28,
3210,180000,2,2,2,33,
3211,110000,1,1,1,33,
3212,30000,2,3,1,47,
3213,50000,2,2,2,43,
3214,200000,2,2,2,33,
3215,50000,1,1,2,29,
3216,10000,2,2,2,22,
3217,330000,1,2,1,48,
3218,110000,2,2,2,25,
3219,50000,1,2,1,43,
3220,220000,1,1,2,31,
3221,140000,2,2,1,52,
3222,220000,2,3,1,43,
3223,200000,1,2,2,31,
3224,50000,2,2,2,42,
3225,230000,2,3,2,46,
3226,120000,1,1,1,45,
3227,500000,2,1,1,46,
3228,120000,1,1,2,29,
3229,50000,2,3,2,52,
3230,60000,1,1,2,27,
3231,160000,1,2,1,47,
3232,350000,2,1,2,38,
3233,320000,1,2,2,29,
3234,140000,2,1,2,25,
3235,60000,2,3,2,32,
3236,210000,1,1,2,27,
3237,240000,2,2,1,55,
3238,50000,1,3,2,25,
3239,50000,1,2,1,44,
3240,210000,2,1,2,33,
3241,120000,2,2,2,28,
3242,320000,2,1,2,41,
3243,140000,2,1,1,34,
3244,320000,2,1,2,28,
3245,430000,1,2,1,38,
3246,210000,2,1,2,29,
3247,60000,2,2,1,41,
3248,100000,1,3,2,44,
3249,10000,1,1,2,38,
3250,280000,1,1,1,45,
3251,200000,2,1,2,33,
3252,50000,1,2,2,23,
3253,80000,1,2,2,30,
3254,350000,2,1,2,31,
3255,20000,2,2,2,23,
3256,160000,2,2,1,37,
3257,470000,2,3,3,33,
3258,20000,1,2,2,27,
3259,30000,1,3,1,33,
3260,150000,1,2,2,28,
3261,30000,1,2,2,25,
3262,80000,2,2,1,27,
3263,60000,1,2,1,45,
3264,150000,1,3,2,32,
3265,50000,2,3,1,22,
3266,160000,1,3,1,34,
3267,50000,1,2,2,37,
3268,50000,2,2,2,24,
3269,150000,2,3,1,34,
3270,750000,2,1,1,41,
3271,400000,1,2,2,37,
3272,170000,1,1,2,27,
3273,30000,1,1,2,28,
3274,300000,2,1,2,33,
3275,80000,2,2,1,51,
3276,10000,1,3,2,24,
3277,50000,1,3,2,26,
3278,500000,1,1,1,40,
3279,200000,2,1,1,37,
3280,30000,2,3,2,26,
3281,250000,2,2,2,35,
3282,300000,1,3,1,35,
3283,500000,1,2,1,31,
3284,50000,2,2,2,26,
3285,200000,2,1,2,28,
3286,150000,1,1,2,39,
3287,30000,1,3,2,25,
3288,200000,1,3,2,26,
3289,330000,1,1,1,34,
3290,20000,2,2,1,59,
3291,30000,1,3,1,50,
3292,390000,1,1,1,38,
3293,180000,2,2,1,25,
3294,30000,2,3,1,48,
3295,10000,2,2,2,22,
3296,500000,2,2,1,37,
3297,20000,2,2,1,43,
3298,210000,2,1,2,29,
3299,100000,2,1,2,25,
3300,50000,1,2,1,52,
3301,160000,1,1,1,53,
3302,200000,2,2,2,31,
3303,260000,2,2,2,35,
3304,20000,2,3,1,43,
3305,140000,2,2,1,58,
3306,200000,2,1,2,29,
3307,20000,2,1,2,26,
3308,50000,2,2,2,46,
3309,80000,1,1,2,31,
3310,300000,1,1,2,37,
3311,210000,2,2,1,49,
3312,260000,2,1,2,29,
3313,340000,1,3,1,40,
3314,50000,2,3,1,43,
3315,30000,2,1,2,24,
3316,50000,2,2,1,47,
3317,120000,1,1,2,31,
3318,20000,2,2,2,25,
3319,110000,2,3,1,64,
3320,500000,2,1,2,30,
3321,260000,1,1,2,30,
3322,30000,1,3,1,45,
3323,200000,2,3,1,53,
3324,130000,1,2,2,29,
3325,210000,1,2,1,35,
3326,50000,2,2,1,31,
3327,750000,2,1,2,28,
3328,10000,2,1,2,23,
3329,20000,2,2,2,26,
3330,20000,1,3,1,48,
3331,360000,2,2,1,47,
3332,10000,1,2,1,50,
3333,50000,1,2,1,49,
3334,200000,1,2,1,54,
3335,80000,2,2,2,60,
3336,120000,1,2,2,45,
3337,60000,1,2,2,32,
3338,280000,1,1,1,37,
3339,30000,2,2,1,38,
3340,20000,2,2,3,56,
3341,360000,2,2,1,69,
3342,500000,2,2,2,28,
3343,50000,1,1,2,30,
3344,60000,1,1,2,29,
3345,290000,2,2,2,25,
3346,200000,1,1,1,30,
3347,550000,2,2,1,39,
3348,30000,1,3,2,31,
3349,200000,2,2,1,50,
3350,180000,2,1,2,41,
3351,260000,2,2,1,39,
3352,210000,2,2,1,30,
3353,220000,2,1,2,28,
3354,80000,2,2,1,35,
3355,50000,2,3,2,49,
3356,100000,1,1,1,30,
3357,20000,1,2,1,40,
3358,50000,2,1,2,30,
3359,70000,2,3,2,29,
3360,340000,2,2,1,29,
3361,300000,1,1,1,37,
3362,60000,2,2,1,24,
3363,180000,1,2,1,43,
3364,180000,2,3,2,27,
3365,50000,2,2,2,47,
3366,60000,1,2,2,25,
3367,80000,1,2,1,43,
3368,320000,1,2,1,34,
3369,10000,1,2,1,35,
3370,150000,1,1,2,26,
3371,150000,2,1,2,52,
3372,500000,1,2,2,32,
3373,110000,1,2,2,26,
3374,80000,2,1,2,25,
3375,340000,2,1,2,26,
3376,210000,2,2,1,41,
3377,360000,2,1,1,34,
3378,30000,1,1,1,32,
3379,500000,2,1,2,33,
3380,210000,2,1,2,32,
3381,30000,2,2,1,27,
3382,160000,2,1,2,35,
3383,120000,1,1,2,27,
3384,60000,2,2,1,33,
3385,360000,2,2,1,33,
3386,20000,2,3,1,24,
3387,420000,1,1,2,33,
3388,300000,2,1,2,35,
3389,30000,2,1,2,22,
3390,240000,1,1,1,34,
3391,360000,1,1,2,30,
3392,20000,1,1,2,30,
3393,50000,1,1,2,24,
3394,80000,2,3,2,26,
3395,170000,1,2,1,39,
3396,90000,1,2,2,34,
3397,50000,2,1,2,25,
3398,230000,2,2,2,38,
3399,140000,2,2,2,26,
3400,320000,2,1,1,50,
3401,50000,1,2,2,31,
3402,140000,1,2,2,36,
3403,50000,1,2,2,44,
3404,240000,1,2,1,31,
3405,90000,1,2,2,39,
3406,20000,1,1,2,26,
3407,290000,2,2,1,42,
3408,60000,1,1,2,29,
3409,50000,1,2,2,31,
3410,520000,1,1,2,29,
3411,360000,1,1,1,39,
3412,250000,2,1,2,36,
3413,290000,2,2,2,26,
3414,290000,1,2,1,38,
3415,180000,1,1,1,48,
3416,440000,1,1,2,43,
3417,100000,2,2,1,55,
3418,60000,2,3,2,45,
3419,20000,2,2,1,49,
3420,140000,1,1,1,45,
3421,150000,1,1,2,26,
3422,390000,1,1,1,34,
3423,420000,1,1,2,29,
3424,80000,1,2,2,23,
3425,110000,1,1,2,33,
3426,20000,2,1,2,22,
3427,30000,1,2,2,28,
3428,20000,2,1,2,28,
3429,360000,1,1,2,30,
3430,160000,2,1,1,34,
3431,180000,1,2,1,45,
3432,180000,2,1,1,53,
3433,30000,2,3,2,24,
3434,170000,2,1,2,40,
3435,230000,2,1,2,31,
3436,360000,2,1,1,31,
3437,190000,2,1,2,40,
3438,70000,2,1,2,24,
3439,230000,2,2,1,42,
3440,600000,2,3,2,44,
3441,200000,2,2,1,50,
3442,50000,2,2,1,46,
3443,120000,1,2,1,38,
3444,280000,2,2,2,29,
3445,170000,1,2,1,54,
3446,160000,2,1,2,29,
3447,370000,1,2,2,39,
3448,170000,2,2,1,49,
3449,90000,1,2,1,32,
3450,260000,2,2,1,42,
3451,180000,1,3,1,42,
3452,230000,2,1,1,66,
3453,50000,2,1,2,27,
3454,50000,2,3,2,25,
3455,160000,1,1,2,28,
3456,100000,2,2,1,32,
3457,200000,2,1,1,37,
3458,140000,2,2,1,37,
3459,210000,2,1,1,46,
3460,50000,2,1,2,26,
3461,400000,2,1,1,31,
3462,60000,1,2,1,36,
3463,210000,2,1,1,30,
3464,30000,2,2,1,30,
3465,380000,2,2,1,36,
3466,20000,1,3,2,23,
3467,80000,2,3,1,41,
3468,430000,1,2,2,30,
3469,160000,2,3,2,26,
3470,260000,2,3,1,42,
3471,70000,1,2,1,35,
3472,360000,2,1,1,36,
3473,50000,2,3,1,40,
3474,200000,2,2,1,50,
3475,50000,1,2,2,25,
3476,400000,2,2,2,24,
3477,250000,2,2,2,35,
3478,110000,2,1,2,31,
3479,230000,2,2,1,35,
3480,360000,1,1,1,44,
3481,60000,2,2,1,38,
3482,50000,2,3,1,51,
3483,130000,1,1,2,29,
3484,20000,2,2,1,29,
3485,90000,2,2,2,23,
3486,210000,2,1,1,37,
3487,70000,2,2,1,51,
3488,60000,2,2,1,49,
3489,120000,2,3,2,31,
3490,180000,1,1,2,31,
3491,180000,1,3,2,39,
3492,30000,2,2,1,29,
3493,300000,1,1,2,33,
3494,150000,2,2,1,41,
3495,100000,1,2,2,27,
3496,50000,1,2,2,26,
3497,300000,1,1,2,42,
3498,10000,1,2,2,34,
3499,60000,2,2,2,23,
3500,80000,2,2,2,30,
3501,70000,1,1,2,33,
3502,180000,2,2,1,42,
3503,30000,2,2,2,23,
3504,180000,2,3,1,37,
3505,20000,1,3,2,37,
3506,80000,2,2,2,26,
3507,20000,1,2,2,40,
3508,50000,2,2,2,23,
3509,100000,2,1,2,26,
3510,30000,1,1,1,45,
3511,260000,2,2,2,30,
3512,60000,2,2,2,28,
3513,210000,2,2,1,42,
3514,320000,2,5,1,46,
3515,230000,2,2,1,34,
3516,280000,2,2,1,44,
3517,450000,1,1,1,34,
3518,240000,1,1,2,27,
3519,150000,2,2,2,30,
3520,200000,2,3,1,42,
3521,100000,1,2,1,35,
3522,380000,2,1,1,35,
3523,70000,2,2,2,23,
3524,100000,2,2,1,40,
3525,100000,2,2,1,30,
3526,50000,1,3,1,26,
3527,90000,2,3,2,26,
3528,30000,1,2,2,30,
3529,50000,2,3,1,58,
3530,240000,1,2,1,33,
3531,10000,1,3,2,24,
3532,100000,1,1,1,37,
3533,360000,2,1,1,36,
3534,50000,2,2,2,23,
3535,50000,1,3,2,28,
3536,70000,1,3,1,46,
3537,110000,2,3,2,46,
3538,200000,1,1,2,27,
3539,210000,1,1,2,40,
3540,180000,1,2,2,40,
3541,350000,2,2,1,56,
3542,120000,2,2,1,42,
3543,20000,1,3,2,24,
3544,290000,2,1,2,33,
3545,30000,2,2,2,22,
3546,120000,1,2,2,26,
3547,150000,2,3,2,60,
3548,150000,2,2,2,26,
3549,500000,1,2,1,58,
3550,130000,2,1,2,26,
3551,300000,2,2,1,37,
3552,20000,1,2,1,28,
3553,50000,2,2,2,46,
3554,50000,2,3,1,50,
3555,10000,1,2,2,30,
3556,290000,1,2,1,39,
3557,50000,1,2,1,41,
3558,100000,1,1,2,32,
3559,230000,2,3,2,38,
3560,30000,2,2,2,33,
