ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
4264,1,2,2,2,-1,-1
4265,0,0,0,0,0,0
4266,-1,0,0,0,0,0
4267,0,-1,-1,-2,-2,-2
4268,0,0,-2,-2,-2,-2
4269,0,0,0,0,0,0
4270,0,0,0,0,0,0
4271,0,0,0,0,0,0
4272,0,0,0,0,-1,-1
4273,1,-2,-2,-2,-2,-2
4274,-1,-1,-1,-1,0,-1
4275,0,0,0,0,0,0
4276,2,0,0,0,0,0
4277,0,0,0,0,0,0
4278,-1,-1,-1,-2,-2,-2
4279,0,0,0,0,0,0
4280,0,0,0,0,0,0
4281,0,0,0,0,0,-1
4282,-1,-1,-1,-1,-1,-1
4283,0,0,0,0,0,0
4284,-1,-1,0,0,0,0
4285,0,0,0,0,0,0
4286,1,2,0,0,0,0
4287,0,0,0,0,0,0
4288,-1,-1,-1,-1,-1,-1
4289,0,0,0,0,0,0
4290,0,0,0,0,0,0
4291,0,0,0,0,0,0
4292,-1,-1,-1,-1,-1,-1
4293,0,0,0,0,0,0
4294,0,0,0,0,0,0
4295,1,2,0,0,0,0
4296,1,2,0,0,0,-2
4297,0,0,0,0,0,2
4298,0,0,0,0,0,0
4299,-1,-1,-1,0,0,0
4300,-1,-1,-1,-1,-1,-2
4301,-1,-1,-2,-2,-2,-2
4302,1,2,2,0,0,0
4303,-1,-1,2,-1,-1,-1
4304,0,0,0,0,0,-1
4305,-1,-1,-1,-1,-1,-1
4306,-1,-1,-1,-1,-1,-1
4307,0,0,0,0,0,0
4308,0,0,0,0,0,0
4309,-2,-2,-2,-2,-2,-2
4310,-1,-1,-1,-1,-1,-1
4311,-1,-1,-2,-2,-2,-1
4312,-1,-1,-1,-1,-1,-1
4313,-1,-1,-1,-1,0,0
4314,0,0,-1,0,0,-1
4315,1,-1,-1,-1,-2,-2
4316,0,0,0,0,0,0
4317,0,0,0,0,0,0
4318,0,0,0,0,0,-1
4319,0,0,0,0,0,0
4320,0,0,0,-2,-1,-1
4321,-1,-1,-1,-1,-1,-1
4322,0,0,0,0,0,0
4323,-1,-1,-1,0,0,0
4324,2,2,2,0,0,0
4325,0,0,0,3,2,2
4326,0,0,0,0,0,0
4327,-1,-1,-1,-1,0,0
4328,-1,-1,-1,-1,-1,-1
4329,0,0,0,-2,-2,-2
4330,1,-2,-1,-1,-1,-1
4331,1,4,3,2,2,4
4332,-2,-2,-2,-2,-1,-1
4333,0,0,2,2,2,2
4334,0,0,0,0,0,-1
4335,0,0,0,0,0,0
4336,-1,-1,-1,-1,-1,0
4337,8,7,6,5,4,3
4338,0,0,0,0,0,0
4339,3,2,0,0,-2,-1
4340,-1,-1,-1,-1,-2,-1
4341,2,2,2,2,2,2
4342,0,0,0,0,0,0
4343,0,0,0,0,0,0
4344,0,0,0,0,0,0
4345,0,0,0,0,0,0
4346,0,0,0,0,0,-2
4347,-1,-1,2,0,0,0
4348,1,-2,-2,-1,2,2
4349,-1,-1,-1,-1,-1,-1
4350,2,2,0,0,0,0
4351,-1,-1,-1,-1,-1,-1
4352,0,0,2,0,0,0
4353,-1,-1,-1,-1,0,0
4354,1,2,2,2,2,0
4355,0,0,0,0,2,2
4356,0,0,-1,-1,-1,-1
4357,0,0,0,0,0,0
4358,0,0,0,0,2,2
4359,1,-2,-2,-2,-2,-1
4360,-1,-1,-1,-1,-1,-1
4361,-1,-1,-1,-1,-1,-1
4362,-1,-1,-1,-1,-1,-1
4363,-2,-2,-2,-2,-2,-2
4364,-1,-1,-2,-2,-2,-1
4365,0,0,0,0,0,0
4366,-1,-1,-1,-1,-1,-1
4367,4,3,2,0,0,0
4368,0,0,0,0,0,0
4369,-1,-1,-1,-1,-1,-1
4370,0,0,0,0,0,0
4371,-1,-1,-2,-1,-1,-2
4372,0,0,0,0,0,0
4373,0,0,-2,-2,-1,-1
4374,-1,-1,-2,-2,-2,-1
4375,4,4,3,2,2,0
4376,1,2,0,0,0,0
4377,1,-2,-2,-2,-2,-2
4378,1,2,2,2,0,0
4379,2,2,2,2,2,2
4380,1,-2,-2,-2,-2,-2
4381,-1,-1,-1,-1,-1,0
4382,-1,-1,-1,-1,-1,-1
4383,0,0,0,0,0,0
4384,-2,-2,-1,-1,-1,0
4385,-1,0,0,0,0,2
4386,0,0,0,0,-1,-1
4387,0,0,-1,-1,-1,-1
4388,8,7,6,5,4,3
4389,0,0,-1,-1,0,0
4390,1,-1,-1,0,0,0
4391,0,0,0,-1,-1,-2
4392,0,0,0,0,0,0
4393,0,0,0,0,0,0
4394,0,0,0,0,0,0
4395,-2,-2,-2,-1,0,-1
4396,-1,-1,-1,0,0,-1
4397,-1,-1,2,-1,0,-1
4398,-1,-1,-1,-1,-1,-1
4399,0,0,0,0,0,0
4400,0,0,0,0,0,0
4401,-2,-2,-2,-2,-2,-2
4402,0,0,0,0,0,2
4403,2,0,0,0,0,0
4404,0,0,0,0,0,0
4405,1,2,3,4,4,3
4406,-1,-1,-1,-1,-1,-1
4407,0,0,0,0,0,0
4408,0,0,0,0,0,0
4409,1,2,0,0,0,0
4410,1,-1,-1,-1,-1,0
4411,0,0,0,0,0,0
4412,0,0,0,0,-1,0
4413,0,0,0,0,0,0
4414,0,0,0,0,0,0
4415,-1,-1,2,0,-1,0
4416,-1,-1,-1,0,0,-2
4417,1,-1,0,0,0,0
4418,0,0,0,-2,-1,-1
4419,-2,-2,-2,-2,-2,-2
4420,-1,-1,-1,-1,-1,-1
4421,-1,-1,-2,-2,-2,-2
4422,-2,-2,-2,-2,-1,-1
4423,0,0,0,0,0,0
4424,0,0,0,0,0,0
4425,1,2,2,0,0,0
4426,-1,-1,-1,-2,-2,-2
4427,0,0,0,0,0,0
4428,0,-1,-1,-2,-2,-1
4429,-1,-1,2,0,0,-1
4430,0,0,0,0,2,0
4431,0,0,0,0,0,0
4432,0,0,0,0,0,0
4433,3,3,2,2,2,2
4434,0,-1,-1,-1,-1,0
4435,-1,-1,-1,-1,-1,-1
4436,-2,-2,-2,-2,-2,-2
4437,1,-2,-2,-2,-2,-2
4438,0,0,0,0,0,0
4439,0,-1,-1,-1,-1,0
4440,-2,-2,-2,-1,0,0
4441,0,0,0,0,2,0
4442,0,0,0,0,0,0
4443,1,-2,-2,-2,-2,-2
4444,0,0,0,0,0,0
4445,8,7,6,5,4,3
4446,0,0,0,0,0,0
4447,-2,-2,-2,-2,-2,-1
4448,2,2,2,2,2,2
4449,-2,-2,-2,-2,-2,-2
4450,0,0,0,0,0,0
4451,0,0,0,0,0,0
4452,0,0,0,0,0,0
4453,0,0,0,0,0,0
4454,-1,-1,-2,-2,-2,-2
4455,0,0,0,2,3,2
4456,1,2,0,0,0,0
4457,1,-2,-2,-2,-2,-1
4458,-1,0,0,-2,-2,-2
4459,0,0,0,0,0,0
4460,0,0,0,0,0,0
4461,0,0,0,-1,-1,-1
4462,0,0,0,0,0,0
4463,0,0,0,0,0,0
4464,-1,-1,-2,-2,-2,-2
4465,0,0,0,0,0,0
4466,2,0,0,-1,-1,-1
4467,0,0,0,0,0,0
4468,0,0,0,0,0,0
4469,0,0,0,0,0,0
4470,-2,-1,-1,0,0,0
4471,2,2,2,2,2,2
4472,-1,-1,-1,-1,-1,-1
4473,0,0,0,0,0,0
4474,1,-1,-1,-2,-1,-1
4475,2,2,2,2,2,2
4476,0,0,0,0,0,0
4477,0,0,0,0,0,0
4478,0,0,0,0,0,0
4479,-2,-2,-1,0,-1,-1
4480,0,0,0,0,0,0
4481,1,-2,-2,-1,2,2
4482,-1,-1,-1,-1,0,-1
4483,0,0,0,-1,-1,-2
4484,-1,-1,-1,-1,-1,-1
4485,0,0,0,0,0,-2
4486,0,0,0,0,0,0
4487,0,0,0,0,0,0
4488,-1,-1,-1,-1,-1,-1
4489,0,0,0,2,0,0
4490,0,0,0,0,0,0
4491,0,0,0,0,0,0
4492,0,0,0,0,0,0
4493,2,2,2,2,2,2
4494,1,-2,-1,-1,-2,-1
4495,1,2,0,0,0,2
4496,0,0,0,0,0,0
4497,2,0,0,0,0,0
4498,1,-2,-1,0,-1,-1
4499,-1,-1,-1,-1,-1,-1
4500,0,0,0,0,0,0
4501,0,0,0,0,0,0
4502,0,0,0,0,-1,-1
4503,1,2,0,0,0,0
4504,-1,-1,-1,0,0,-2
4505,1,-2,-2,-2,-2,-2
4506,2,2,2,2,0,0
4507,0,0,0,0,0,0
4508,5,4,3,2,0,0
4509,-1,-1,-2,-2,-2,-2
4510,2,2,2,2,2,2
4511,-1,-1,-1,-1,-1,-1
4512,0,0,0,0,0,0
4513,0,0,0,0,0,0
4514,0,0,0,0,0,0
4515,0,0,0,0,0,0
4516,0,0,0,0,0,0
4517,0,0,0,0,0,2
4518,-1,-1,-1,-1,-1,-1
4519,0,0,0,0,0,0
4520,0,0,0,0,0,0
4521,-1,-1,-1,-1,-2,-1
4522,0,0,0,0,0,0
4523,2,0,0,0,2,0
4524,-1,-1,-1,-1,-1,-1
4525,-2,-2,-2,-2,-2,-2
4526,0,0,0,-1,-1,-2
4527,0,0,0,0,0,0
4528,1,2,2,2,0,0
4529,0,0,2,2,2,2
4530,0,0,0,0,0,0
4531,-2,-2,-2,-2,-2,-1
4532,0,0,0,0,-1,-1
4533,0,0,0,0,0,0
4534,-1,0,-1,-1,-1,0
4535,0,0,0,0,0,2
4536,1,-2,-2,-2,-2,-2
4537,-1,-1,-1,-1,-1,-1
4538,1,-2,-1,0,0,2
4539,-1,-1,-1,-1,-1,-1
4540,0,0,0,-1,-1,-1
4541,0,0,0,0,0,0
4542,-1,-1,-1,-1,-1,-1
4543,2,2,2,2,2,2
4544,1,2,0,0,0,0
4545,0,0,0,0,0,0
4546,0,0,0,0,0,0
4547,2,3,2,2,2,0
4548,0,0,0,0,0,0
4549,0,0,0,0,0,0
4550,0,0,0,0,0,0
4551,2,2,2,0,0,0
4552,0,0,0,0,0,0
4553,0,0,0,0,0,0
4554,-2,-2,-1,0,0,0
4555,-1,2,2,-2,-2,-2
4556,2,0,0,0,0,0
4557,1,-2,-2,-2,-2,-2
4558,0,0,2,0,0,0
4559,0,0,2,0,0,0
4560,0,0,0,2,0,0
4561,0,0,0,0,0,0
4562,0,0,0,0,0,0
4563,-1,-1,-1,-1,-1,0
4564,-1,0,0,-1,-1,0
4565,-2,-2,-2,-1,-1,-1
4566,0,0,0,0,0,0
4567,0,0,0,0,0,0
4568,0,0,0,0,0,0
4569,0,0,0,0,0,0
4570,2,2,2,2,2,2
4571,0,0,0,0,0,0
4572,0,0,0,0,0,0
4573,3,2,2,2,2,2
4574,0,0,0,0,0,0
4575,-1,-1,2,-1,0,-1
4576,0,0,0,0,0,0
4577,1,-1,-1,-2,-2,-2
4578,-1,-1,-1,-1,-1,-1
4579,-1,2,-1,-1,0,0
4580,1,2,2,2,2,2
4581,0,0,0,0,0,0
4582,-1,-1,-1,-1,-2,-1
4583,-1,3,2,0,0,2
4584,2,2,2,2,2,2
4585,0,0,0,0,0,0
4586,1,-2,-2,-2,-2,-2
4587,0,0,0,0,0,0
4588,0,0,0,0,0,0
4589,2,0,0,0,0,0
4590,0,0,0,0,0,0
4591,1,-1,-1,-2,-2,-2
4592,-1,-1,-1,-1,-1,-1
4593,2,2,2,0,0,0
4594,1,2,-1,0,-1,-1
4595,0,0,2,0,0,0
4596,0,0,0,0,0,0
4597,-1,-1,-1,-1,-1,-1
4598,0,0,0,0,0,0
4599,1,2,-1,-1,-1,-1
4600,0,0,0,0,0,0
4601,0,0,-1,-1,-1,-1
4602,0,0,0,0,0,0
4603,0,-1,-1,-1,-1,-1
4604,-2,-2,-1,-1,-1,-1
4605,0,0,0,0,0,0
4606,-1,-1,-1,-1,-1,-1
4607,0,0,0,0,0,-1
4608,-1,-1,-1,-1,-1,2
4609,2,2,2,2,2,2
4610,0,0,0,0,0,0
4611,0,0,0,0,0,2
4612,0,0,2,-1,2,2
4613,0,0,0,0,0,0
4614,0,0,0,0,0,0
4615,0,0,0,0,0,0
4616,2,0,0,0,0,0
4617,0,0,0,0,0,0
4618,1,2,2,2,2,2
4619,0,0,0,0,0,0
4620,0,0,0,0,0,0
4621,-1,-1,-1,-1,-1,-1
4622,0,0,2,0,0,0
4623,-1,-1,-1,0,-1,-1
4624,0,0,0,0,0,0
4625,0,-1,-1,0,-1,-1
4626,0,0,0,0,0,0
4627,0,0,0,-2,-2,-2
4628,-2,-2,-2,-2,-2,-2
4629,1,-2,-2,-2,-2,-2
4630,0,0,0,0,-1,-1
4631,1,2,2,2,2,2
4632,0,0,0,0,0,0
4633,0,0,0,-2,-2,-2
4634,0,-1,-1,-1,-1,-1
4635,0,0,2,2,0,0
4636,1,-1,-1,0,-1,-1
4637,-1,-1,-1,-1,0,-1
4638,0,0,0,0,0,0
4639,0,0,0,0,-2,-2
4640,1,2,0,0,0,-2
4641,3,2,2,0,0,2
4642,0,0,0,0,0,0
4643,-1,-1,-1,-1,-2,-2
4644,0,0,0,0,0,0
4645,-1,-1,-1,-1,-1,-1
4646,-1,0,0,0,-1,-1
4647,0,0,0,0,0,-2
4648,-1,-1,-1,-1,-1,-1
4649,1,-2,-2,-2,-2,-2
4650,0,0,2,0,0,0
4651,-1,-1,-1,-1,-1,-1
4652,0,0,2,0,0,0
4653,-1,-1,-1,-1,0,0
4654,2,0,0,0,0,2
4655,0,0,0,0,0,0
4656,0,0,0,2,0,0
4657,0,0,0,0,0,0
4658,0,0,0,0,0,0
4659,0,0,0,0,-1,-1
4660,2,2,2,2,2,2
4661,0,0,0,0,0,-2
4662,0,0,0,0,0,0
4663,0,0,0,0,0,0
4664,1,-2,-1,-1,-1,-2
4665,0,0,0,0,0,0
4666,0,0,0,0,0,0
4667,0,0,0,0,0,0
4668,0,0,2,0,0,0
4669,0,0,0,0,0,0
4670,0,0,2,0,0,0
4671,0,0,0,0,0,0
4672,0,0,0,0,0,0
4673,0,0,0,-2,-2,-2
4674,2,2,2,2,2,2
4675,4,3,2,0,0,-1
4676,0,0,0,0,0,0
4677,0,0,0,0,0,0
4678,-1,-1,-2,-2,-2,-2
4679,0,0,0,0,0,0
4680,2,0,0,0,2,0
4681,0,0,0,0,0,0
4682,0,0,0,0,0,0
4683,-2,-2,-2,-2,-2,-2
4684,0,0,0,0,0,0
4685,1,-2,-2,-2,-2,-2
4686,-1,-1,-1,-1,-1,-1
4687,0,0,0,0,0,0
4688,-2,-2,-2,-2,-2,-2
4689,2,0,0,0,0,0
4690,1,2,2,2,0,0
4691,2,2,0,0,0,2
4692,-1,-1,-2,-2,-2,-2
4693,-1,-1,-1,-1,-1,-2
4694,0,0,0,0,0,0
4695,0,0,0,0,0,0
4696,0,0,0,0,0,0
4697,0,-1,-1,-1,-1,0
4698,2,2,2,0,0,0
4699,-1,-1,-2,-2,-2,-2
4700,0,0,0,0,0,0
4701,2,2,2,0,0,0
4702,0,0,0,0,0,0
4703,1,-1,-1,-1,0,-1
4704,2,2,0,0,0,0
4705,0,0,0,0,0,2
4706,1,-2,-2,-1,-1,-1
4707,-1,-1,-1,-1,-1,-1
4708,2,0,0,0,0,0
4709,0,0,0,0,0,0
4710,-1,-1,-1,-1,-1,-1
4711,1,-1,0,0,-1,-1
4712,0,0,0,0,0,0
4713,0,0,-1,0,0,-1
4714,0,0,2,2,2,2
4715,0,0,0,0,0,0
4716,-1,-1,-1,0,-1,-1
4717,0,0,0,0,0,0
4718,0,0,0,0,0,0
4719,0,0,0,0,0,0
4720,2,2,2,0,0,0
4721,-1,-1,-1,-1,-1,-1
4722,0,0,0,0,0,0
4723,3,2,0,0,0,0
4724,0,0,0,0,-2,-2
4725,1,2,0,0,0,0
4726,-1,0,0,0,0,0
4727,0,0,0,0,0,0
4728,-1,-1,-1,-1,-1,-1
4729,0,0,2,2,2,2
4730,-2,-1,-1,-2,-2,-2
4731,0,0,0,0,0,0
4732,-1,2,-1,0,0,-1
4733,0,0,0,0,-2,-2
4734,-1,-1,-1,-1,-1,-1
4735,0,0,0,0,0,0
4736,-1,-1,-1,-1,-1,-1
4737,0,0,0,0,0,0
4738,0,0,0,0,0,0
4739,2,0,0,0,0,0
4740,1,-2,-2,-2,-2,-2
4741,1,3,2,0,0,2
4742,0,0,0,0,0,0
4743,1,-2,-2,-2,-2,-2
4744,0,0,0,0,0,0
4745,1,-2,-2,-1,0,0
4746,1,2,2,2,2,2
4747,1,2,2,2,2,2
4748,1,-2,-1,-1,-2,-2
4749,-1,0,-1,2,-1,0
4750,-1,-1,-1,-1,-1,-1
4751,0,0,0,0,0,0
4752,0,0,0,0,0,0
4753,1,2,0,0,2,2
4754,1,-1,-1,-2,-1,2
4755,0,0,0,0,0,0
4756,-1,-1,2,0,0,0
4757,0,0,0,0,0,0
4758,-1,-1,-1,0,0,0
4759,-2,-2,-2,-2,-2,-2
4760,0,0,0,2,0,0
4761,1,-1,-1,-1,0,-1
4762,0,0,0,0,0,0
4763,2,0,0,0,0,0
4764,0,0,0,0,0,0
4765,2,0,0,0,0,0
4766,-1,-1,0,0,0,-1
4767,-1,-1,-1,-2,-1,-1
4768,1,2,2,2,2,2
4769,-1,-1,0,-1,-1,2
4770,3,2,0,0,2,0
4771,1,-2,-2,-1,-1,-2
4772,0,0,0,0,0,-1
4773,0,0,0,0,0,0
4774,0,0,0,0,0,0
4775,2,2,2,2,2,2
4776,0,0,0,-2,-2,-2
4777,0,0,0,0,0,0
4778,1,-2,-2,-2,-2,-2
4779,1,-1,-1,-1,0,-1
4780,0,0,0,0,0,0
4781,0,0,0,0,0,0
4782,-2,-2,-2,-2,-2,-1
4783,1,-2,-2,-2,-2,-2
4784,1,-2,-2,-1,0,0
4785,0,0,0,0,0,0
4786,-2,-2,-2,-2,-2,-2
4787,0,0,2,0,0,0
4788,0,0,0,0,0,0
4789,2,0,0,0,0,0
4790,1,3,2,0,0,0
4791,2,2,2,-1,-1,-1
4792,0,-1,2,0,0,-2
4793,0,0,0,0,0,0
4794,0,0,0,0,0,0
4795,0,0,0,0,-1,0
4796,0,0,0,0,0,0
4797,0,0,0,0,0,0
4798,0,0,0,0,0,0
4799,0,0,0,0,0,0
4800,0,0,-1,-1,-2,-2
4801,0,0,0,0,0,0
4802,6,5,4,3,2,0
4803,0,0,0,0,0,0
4804,2,2,2,0,0,0
4805,0,0,0,0,0,0
4806,-1,-1,-1,-1,0,-1
4807,0,0,0,0,0,0
4808,1,-1,-1,-1,-1,-1
4809,1,-1,0,0,0,0
4810,0,0,0,0,0,0
4811,0,0,-1,-1,0,0
4812,0,0,0,0,0,0
4813,-1,0,0,0,3,2
4814,0,0,0,0,0,0
4815,-1,-1,-2,-2,-2,-2
4816,0,0,0,0,0,0
4817,0,0,0,0,0,0
4818,0,0,0,0,0,0
4819,-1,-1,-1,-1,-1,-1
4820,0,0,0,0,0,0
4821,0,0,0,0,0,0
4822,-2,-2,-2,-2,-2,-2
4823,0,0,-2,-1,0,-1
4824,-2,-2,-2,-2,-2,-2
4825,0,0,0,0,0,0
4826,0,0,0,0,0,0
4827,1,-2,-1,-1,-2,-1
4828,0,0,0,0,0,0
4829,-1,0,0,0,0,0
4830,0,0,0,0,0,0
4831,0,0,0,0,0,0
4832,0,0,0,0,0,0
4833,0,0,0,0,2,0
4834,0,0,0,0,0,0
4835,0,0,-2,-1,0,0
4836,0,0,0,0,0,0
4837,0,0,0,0,0,0
4838,0,0,0,0,0,0
4839,2,2,2,2,2,2
4840,-2,-2,-2,-2,-2,-2
4841,3,2,2,0,0,0
4842,-2,-2,-2,-2,-2,-1
4843,0,0,0,0,0,0
4844,2,0,0,0,0,0
4845,0,0,0,0,0,0
4846,-1,-1,-1,-1,-1,-1
4847,0,0,0,0,0,0
4848,1,2,2,0,0,2
4849,0,0,0,0,0,0
4850,-1,-1,-2,-2,-2,-2
4851,0,0,0,0,0,0
4852,1,-1,2,2,-2,-1
4853,1,2,0,0,0,0
4854,0,0,0,0,0,0
4855,0,0,0,0,0,0
4856,0,0,0,0,0,0
4857,0,0,0,0,0,0
4858,1,2,2,2,0,0
4859,0,0,0,0,0,2
4860,0,0,0,0,0,0
4861,2,2,2,2,2,2
4862,0,0,0,0,0,0
4863,3,2,2,2,0,0
4864,-1,-1,-1,-1,-1,-1
4865,1,-2,-2,-2,-2,-2
4866,0,0,0,0,0,0
4867,2,2,2,2,2,2
4868,-2,-2,-1,0,0,0
4869,-1,-1,-2,-2,-2,-1
4870,-1,-1,-1,-1,0,0
4871,-1,-1,-1,-1,-1,-1
4872,0,0,0,0,0,0
4873,0,0,0,0,0,0
4874,0,0,0,0,2,0
4875,-1,-1,-1,-1,0,0
4876,1,2,2,2,2,0
4877,0,0,0,0,0,2
4878,0,0,0,0,0,0
4879,-1,-1,-1,0,-1,-1
4880,-1,-1,-1,-1,-1,-1
4881,0,0,0,0,0,0
4882,0,0,0,0,0,0
4883,2,2,2,2,2,2
4884,2,2,2,0,0,2
4885,0,0,2,2,2,2
4886,-1,-1,-2,-1,-1,-1
4887,-1,-1,-1,-1,-2,-2
4888,0,0,0,0,0,0
4889,0,0,0,0,0,0
4890,0,0,0,0,0,0
4891,0,0,0,0,0,0
4892,-1,-1,-2,-2,-1,-1
4893,0,0,0,0,0,0
4894,3,2,2,2,2,2
4895,1,-1,-1,-2,-2,-1
4896,-1,-1,-1,0,-1,-1
4897,0,0,0,0,0,2
4898,0,0,0,0,0,0
4899,0,0,0,0,0,0
4900,-1,-1,-1,-1,-1,-1
4901,1,-2,-1,-1,-1,-1
4902,0,0,2,0,0,0
4903,2,2,0,0,0,0
4904,0,0,0,0,0,0
4905,0,0,0,0,2,0
4906,-1,-1,-1,0,0,-2
4907,-2,-2,-2,-2,-2,-2
4908,-1,-1,-1,-1,-1,-1
4909,-2,-2,-2,-2,-2,-2
4910,2,0,0,0,2,2
4911,2,-1,-1,0,-1,-1
4912,1,-2,-2,-2,-2,-1
4913,-1,-1,-1,-1,-1,-1
4914,1,2,-1,0,0,0
4915,2,0,0,0,0,0
4916,0,0,0,0,2,0
4917,-2,-2,-2,-2,-2,-2
4918,2,2,2,2,2,2
4919,0,0,0,0,0,0
4920,2,0,0,0,0,2
4921,0,0,0,2,0,0
4922,1,2,0,0,0,2
4923,-1,-1,-1,-1,-1,-1
4924,1,-2,-2,-2,-2,-2
4925,2,0,0,0,0,0
4926,0,0,0,2,0,0
4927,1,-1,2,2,-1,-1
4928,-1,-1,-1,-1,-1,-1
4929,-1,-1,2,2,-1,2
4930,-1,-1,-1,0,0,0
4931,0,0,0,0,0,0
4932,1,2,2,2,2,2
4933,0,0,0,0,0,0
4934,0,0,0,0,0,0
4935,2,2,0,0,0,0
4936,0,0,0,0,0,0
4937,-1,-1,-1,-1,-1,-2
4938,0,0,0,0,0,-2
4939,0,0,0,0,0,-2
4940,0,0,0,0,0,0
4941,0,0,0,0,0,0
4942,0,0,0,0,0,0
4943,-2,-2,-2,-2,-2,-2
4944,0,0,0,0,0,0
4945,-1,-1,0,0,0,0
4946,-1,-1,-1,-1,-1,-1
4947,0,0,0,0,0,0
4948,0,0,0,0,0,0
4949,-2,-2,-2,-2,-2,-2
4950,0,0,0,0,0,0
4951,0,0,0,0,0,0
4952,1,2,0,0,0,0
4953,-1,-1,-2,-2,-2,-2
4954,-1,2,2,-2,-1,-1
4955,-1,-1,-1,-1,-1,-1
4956,0,0,0,0,-2,-2
4957,-1,-1,0,0,0,0
4958,0,0,0,0,2,0
4959,2,0,0,0,0,0
4960,0,0,0,0,0,0
4961,0,0,0,0,0,0
4962,0,0,0,0,0,0
4963,-1,-1,-1,-1,-1,-1
4964,-1,0,0,0,0,0
4965,-1,0,0,0,0,0
4966,0,0,-1,0,0,-2
4967,0,0,0,0,0,0
4968,0,0,0,0,0,0
4969,-1,0,0,0,0,0
4970,0,0,0,0,0,0
4971,0,0,0,0,0,0
4972,-1,-1,-1,0,0,-1
4973,0,0,0,0,0,0
4974,3,2,-1,0,0,0
4975,2,0,0,0,0,0
4976,0,0,0,0,0,0
4977,-2,-2,-2,-2,-2,-2
4978,-1,-1,-1,-1,-1,-1
4979,0,0,0,0,0,0
4980,0,0,-1,-1,-1,-1
4981,0,0,0,0,0,0
4982,-1,-1,2,2,2,2
4983,1,-2,-1,0,-1,-1
4984,0,0,0,0,-2,-2
4985,0,0,0,0,0,0
4986,2,2,2,2,2,2
4987,-2,-2,-1,0,0,-1
4988,0,0,0,0,0,0
4989,1,2,0,0,0,2
4990,0,0,0,0,0,2
4991,0,0,0,3,2,0
4992,0,0,0,0,0,0
4993,2,2,2,2,2,2
4994,-1,-1,-1,-1,-1,-1
4995,-2,-2,-2,-2,-2,-2
4996,0,0,0,0,0,0
4997,-1,-1,-1,-1,0,0
4998,0,0,0,0,0,0
4999,0,0,0,0,0,0
5000,-1,-1,-1,-1,-1,-1
5001,1,-2,-2,-2,-1,-1
5002,-1,-1,-1,-1,-1,-1
5003,1,-1,-1,-1,-1,-2
5004,0,0,0,0,0,0
5005,-1,0,0,0,0,-1
5006,-2,-2,-2,-1,0,0
5007,-2,-2,-2,-2,-2,-2
5008,0,0,2,3,2,2
5009,0,0,0,0,-2,-1
5010,0,0,0,0,0,0
5011,0,0,-2,-2,-2,-2
5012,-2,-2,-2,-2,-2,-1
5013,1,2,2,2,2,2
5014,0,0,-2,-2,-2,-2
5015,1,-1,0,0,0,-1
5016,1,-2,-2,-1,0,-1
5017,-1,-1,-1,-1,0,0
5018,0,0,2,2,2,0
5019,0,0,-2,-2,-2,-2
5020,1,2,2,0,0,0
5021,0,0,0,0,0,0
5022,0,0,0,0,0,0
5023,-2,-1,2,-1,0,-1
5024,-2,-2,-2,-2,-2,-2
5025,-1,0,0,0,-1,0
5026,0,0,-1,0,0,0
5027,0,0,0,0,0,0
5028,-2,-2,-2,-2,-2,-2
5029,-2,-2,-2,-2,-2,-2
5030,-1,0,0,-1,-1,0
5031,-1,-1,-1,-1,-1,-1
5032,2,2,2,2,2,2
5033,0,0,0,0,0,0
5034,0,0,0,0,0,0
5035,0,0,0,0,0,0
5036,0,0,2,0,0,2
5037,-1,-1,2,0,0,-1
5038,0,0,0,0,0,0
5039,0,-1,-1,-1,0,0
5040,1,-2,-1,-1,-1,-1
5041,-1,-1,-1,-1,0,0
5042,0,0,0,0,0,0
5043,0,0,0,0,0,0
5044,0,0,0,-1,0,0
5045,0,0,0,0,0,0
5046,0,0,0,2,0,0
5047,0,0,0,0,0,0
5048,0,0,0,0,0,0
5049,2,2,2,0,0,2
5050,0,0,0,2,2,0
5051,0,0,0,0,0,0
5052,0,0,0,-2,-2,-1
5053,-1,0,0,-1,-1,0
5054,0,0,0,0,0,0
5055,1,-2,-1,-1,-1,-1
5056,-1,-1,-1,-1,-1,-1
5057,2,2,2,2,2,2
5058,0,0,0,0,0,0
5059,-1,-1,-1,-1,0,-1
5060,-1,-1,-1,-1,-1,-1
5061,2,0,0,0,0,-1
5062,1,2,2,0,0,0
5063,0,0,0,0,0,0
5064,0,0,0,0,0,0
5065,0,0,2,2,2,2
5066,1,-2,-2,-2,-2,-1
5067,-2,-1,2,-1,-1,-1
5068,0,0,0,0,0,2
5069,-1,2,-1,0,-1,-1
5070,-1,-1,-1,-1,-1,-1
5071,-1,-1,-1,-1,-1,-1
5072,1,-2,-2,-2,-1,-1
5073,0,0,0,0,0,0
5074,-2,-2,-2,-2,-2,-2
5075,0,0,0,0,-1,-1
5076,1,2,0,0,2,2
5077,1,2,2,0,0,0
5078,-1,-1,-1,0,0,0
5079,2,0,0,0,0,0
5080,2,2,2,2,2,2
5081,1,2,0,0,0,0
5082,-2,-2,-2,-2,-2,-2
5083,0,-1,-1,-1,-1,-1
5084,-1,-1,-2,-2,-2,-1
5085,2,2,2,2,2,2
5086,0,0,0,0,0,0
5087,0,0,0,0,0,-1
5088,0,0,0,0,0,0
