ID,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
6603,2000,1128,4280,0,0,0,0
6604,2800,0,239,3380,0,0,0
6605,2500,2000,2000,2001,2014,1605,0
6606,4500,4000,4000,4200,8790,4200,0
6607,0,0,0,0,0,0,0
6608,1284,1283,1000,1535,0,1000,0
6609,84459,79192,57145,0,0,0,0
6610,2000,5000,5000,1000,4000,6587,0
6611,2287,2071,1591,2000,1632,10000,0
6612,291,291,291,291,291,291,0
6613,1142,1313,1000,375,528,600,0
6614,7000,3000,7152,8000,4000,4000,0
6615,326,326,326,476,326,326,1
6616,2777,1751,969,1004,938,1122,0
6617,3000,10000,5000,6000,0,2000,0
6618,40970,1210,10015,10009,11783,110306,0
6619,4126,2417,470,4690,0,18774,0
6620,3084,691,0,2613,378,693,0
6621,3406,0,640,660,296,60,1
6622,1988,1900,59,24,0,0,0
6623,0,5000,1550,0,4000,4026,1
6624,3403,5990,7767,40645,0,4622,0
6625,2000,2873,1000,882,0,0,0
6626,10000,10000,10000,80000,7000,6000,0
6627,1001,0,2001,0,4301,2000,0
6628,7959,9683,11916,13191,4717,9354,0
6629,1700,0,2000,760,0,2000,1
6630,3200,3000,3700,3500,1000,68074,0
6631,6989,833,6488,5153,7833,7130,0
6632,2037,2055,2000,5913,0,2100,0
6633,0,0,6398,9000,10000,500,0
6634,1157,1000,103,72,400,0,0
6635,0,1500,2500,0,1500,1500,1
6636,0,5000,2400,2341,0,2439,1
6637,2134,1210,2000,2000,1666,1500,0
6638,0,0,8081,0,0,0,0
6639,484,1000,0,0,1288,334,1
6640,6500,4700,5000,4600,5200,4500,1
6641,5600,3715,6666,6666,6666,6666,0
6642,6808,11620,5000,15000,0,4089,0
6643,3170,0,1000,1000,3000,0,0
6644,2180,2204,656,2159,678,851,0
6645,1800,1980,1200,1400,0,800,1
6646,6696,5000,4866,5300,5055,5000,0
6647,0,2000,0,1500,0,2000,0
6648,8339,0,0,1759,2624,0,0
6649,7500,7500,7500,7500,7500,42562,0
6650,2148,2130,1200,1012,2034,973,0
6651,4000,4300,4164,4500,4200,5000,0
6652,10000,10000,10000,7000,7000,5000,0
6653,1728,1411,1009,605,2012,209,1
6654,6355,6500,5000,5117,5644,4767,1
6655,11155,4024,754,7030,17050,6063,0
6656,2900,2000,2000,0,4759,0,0
6657,0,1281,771,640,790,761,0
6658,1500,1500,1500,1500,0,1755,1
6659,1019,0,0,0,0,0,0
6660,1155,1000,1000,1000,0,2500,0
6661,10000,11000,11336,0,4100,7500,0
6662,0,0,46350,0,0,24000,1
6663,10035,5096,5000,5200,6024,5015,0
6664,11573,0,0,0,0,5140,0
6665,1000,5000,5960,5000,5000,1000,0
6666,0,1600,871,30347,0,0,1
6667,0,3000,0,3007,7,3119,0
6668,3000,2500,1985,1163,1256,1316,0
6669,2000,2000,3000,360,360,45385,0
6670,1267,1700,243,0,0,220000,0
6671,326,326,1458,952,0,326,0
6672,586,3660,5754,5666,5666,6246,0
6673,1700,0,1800,0,1000,1000,0
6674,27994,9212,6949,8134,10043,28012,0
6675,0,493,0,579,3509,1198,0
6676,4900,4100,3600,4500,4000,3900,0
6677,0,1300,573,576,600,1900,0
6678,1293,1304,668,843,853,790,1
6679,5,1426,5660,0,0,0,0
6680,3245,3217,3177,3286,4200,2500,0
6681,4000,4000,3000,3000,3000,3000,0
6682,0,1212,466,485,900,1000,1
6683,5000,0,500,1100,0,1000,1
6684,11850,17552,8333,20406,9772,9315,0
6685,5040,3000,2000,2000,2000,3000,0
6686,6300,0,6000,2500,0,1500,1
6687,0,8000,0,7800,7800,8300,1
6688,0,1000,500,1520,0,0,0
6689,19505,20509,1513,1515,1539,20217,0
6690,7000,7000,5200,5500,6300,5100,0
6691,2767,2769,1791,1928,1960,1461,0
6692,132,10200,540,600,1000,0,0
6693,2676,189570,6084,5798,4627,3589,0
6694,1290,1294,464,324,345,500,0
6695,2380,0,970,0,89,0,0
6696,5000,0,5000,10000,0,10000,0
6697,2000,3000,1000,5000,5000,1000,0
6698,1000,3524,929,869,7,1587,0
6699,0,780,0,0,0,0,0
6700,3600,4000,2500,2700,2600,2600,1
6701,2000,2000,1000,1000,1000,1500,0
6702,0,0,2000,0,1925,1130,1
6703,2000,3000,2000,1000,1500,1000,0
6704,4252,3000,1537,10000,21300,651,0
6705,2000,1500,1500,1500,1500,1500,0
6706,0,200,6171,0,0,0,0
6707,1877,1500,500,0,756,23750,0
6708,3526,0,1168,1060,1900,0,0
6709,4000,1595,775,1000,600,2000,0
6710,2289,1005,31063,1094,1109,1013,0
6711,1128,1150,1361,1402,1000,344,0
6712,4000,3000,3000,3000,3000,3000,0
6713,15004,25000,1302,1000,1666,3778,0
6714,360,360,360,360,870,0,0
6715,870,590,3700,1999,7300,17120,0
6716,11027,10500,14000,10000,10000,10000,0
6717,2000,10063,0,2000,5000,5000,1
6718,4012,2008,3008,9056,36100,22500,0
6719,9670,2615,10170,0,0,908,1
6720,20006,9000,10000,9000,10000,8000,0
6721,5000,140000,4000,4000,4000,4000,0
6722,69803,23560,109726,48237,74014,19443,0
6723,0,10000,0,40000,0,15000,1
6724,7016,5500,5125,5031,4969,5071,0
6725,2500,0,1500,0,1000,1000,1
6726,0,5500,0,7500,0,2000,1
6727,10110,12000,5852,10000,6610,5836,0
6728,3000,2000,1500,1500,1300,2000,0
6729,4514,0,1528,0,1000,3574,1
6730,872,262,1203,150,470,1000,0
6731,3300,6267,0,0,0,4189,0
6732,1549,1541,1212,1200,1000,1000,0
6733,1400,1200,1000,6000,1000,5000,0
6734,5700,60207,1000,838,4476,24236,0
6735,3066,3832,5878,0,0,3316,0
6736,1500,1500,1500,1300,1100,1032,0
6737,3760,0,0,123,0,0,0
6738,0,0,0,0,0,0,1
6739,1165,1200,400,520,600,500,0
6740,0,0,0,0,0,0,0
6741,9000,2000,2000,1349,1500,1500,0
6742,12411,13000,12340,14000,12364,13000,0
6743,1650,1317,698,693,1000,545,0
6744,1500,1000,1000,600,200,500,1
6745,3000,2000,2000,2000,2000,1000,0
6746,2100,1200,1000,0,0,0,0
6747,1054,344,1193,0,3000,0,0
6748,1600,1300,511,700,600,800,1
6749,8722,0,3010,6249,0,3212,0
6750,1700,1200,1600,0,1500,0,1
6751,1338,1321,727,761,2500,1800,1
6752,0,3017,12,3000,0,4000,1
6753,0,0,780,0,0,0,1
6754,1310,1322,706,885,1000,614,0
6755,0,24000,6666,10000,8333,15449,1
6756,0,0,0,0,0,776,0
6757,1545,0,1517,25420,0,980,0
6758,5000,5000,4888,10700,0,10100,1
6759,5364,8633,3600,0,3700,9603,0
6760,2000,1500,0,0,30000,656,0
6761,0,0,0,1004,0,5183,0
6762,0,0,0,0,0,0,0
6763,0,3562,3869,4468,12,4550,0
6764,20000,11556,0,0,0,0,0
6765,3894,2783,3575,1605,1520,0,0
6766,9639,7123,7162,7419,7462,8621,0
6767,2338,2406,5000,11610,5000,2971,1
6768,6378,5096,25173,25896,25108,25000,0
6769,1432,11279,1960,1000,633,527,0
6770,5013,3038,3007,5005,2056,2826,0
6771,3000,30,0,0,150,850,0
6772,2000,2000,2000,0,2000,2000,0
6773,300000,15937,11891,120000,6380,250000,1
6774,49007,11095,0,0,0,53025,0
6775,5000,1598,744,2000,744,3000,0
6776,2435,1463,1039,1068,1267,1000,0
6777,0,0,0,0,0,0,0
6778,19000,5000,10009,22000,20000,15000,0
6779,11011,9816,8000,7824,8700,6500,0
6780,3008,2014,1599,2014,2018,1041,0
6781,51644,30291,41,70128,19576,194014,0
6782,20000,20012,10036,15000,10000,50000,0
6783,3100,0,2600,0,5100,1400,1
6784,0,0,326,326,476,326,0
6785,0,0,0,0,0,0,0
6786,3081,4001,3114,3232,5000,4000,0
6787,2000,2500,2000,2000,2000,2000,0
6788,5000,200,10610,0,0,0,0
6789,1261,1200,300,300,287,297,0
6790,4261,6000,0,0,0,0,0
6791,0,0,2000,0,0,0,0
6792,0,1634,796,865,1143,0,0
6793,5118,3758,3901,2206,3089,3023,0
6794,6200,3775,22690,0,0,62588,0
6795,0,0,0,0,0,1100,0
6796,3630,0,1300,0,0,0,0
6797,8100,6000,7000,2,0,2003,0
6798,3014,5000,5000,2726,4000,3000,0
6799,1414,1388,1000,2180,0,929,1
6800,2200,1000,1000,1000,1000,900,1
6801,360,360,720,0,360,360,0
6802,7000,4900,15000,10000,6000,6500,0
6803,1000,0,0,0,0,0,0
6804,0,0,0,0,0,0,0
6805,1518,1000,1000,0,1000,0,0
6806,3000,0,0,0,500,500,1
6807,1850,4700,1000,930,0,0,0
6808,4507,4000,3500,3300,3500,3000,0
6809,6090,8369,5346,1590,4934,3568,0
6810,1200,1000,1000,1000,59,0,0
6811,16647,33595,16000,36625,23317,23983,0
6812,78130,20000,93000,30000,20000,12014,0
6813,2134,1600,1587,1700,2000,1900,0
6814,2600,2100,2000,2000,1500,1000,0
6815,0,0,0,0,0,0,0
6816,35000,100000,0,0,0,2750,0
6817,5000,3000,8700,1500,600,4000,0
6818,4237,4000,100000,5000,4183,3613,0
6819,2000,2000,1600,1800,1800,1700,0
6820,6243,6376,7942,8270,170000,6002,1
6821,316,316,956,1087,316,4342,0
6822,10000,5000,5000,5000,5000,5000,0
6823,4000,3330,3087,3162,4496,4003,1
6824,1804,2000,1200,1600,1211,1165,0
6825,1000,454,2500,0,0,0,0
6826,10800,3808,0,4000,5000,5000,0
6827,5200,0,4000,3500,0,0,1
6828,0,0,0,0,3000,5000,1
6829,7900,8000,7000,6565,6800,6100,1
6830,2758,2741,2175,1874,1525,0,0
6831,1740,1711,1587,1823,1956,1125,0
6832,2214,3510,1720,1780,1800,1900,0
6833,0,1200,1000,0,1000,0,1
6834,1020,0,0,0,0,0,0
6835,0,0,14724,0,0,25000,0
6836,3083,1857,1289,1615,1484,2500,0
6837,3000,0,653,900,3000,27,1
6838,9625,3000,2900,3000,3000,0,1
6839,86992,37272,0,65428,1221,21984,0
6840,0,0,0,0,0,0,0
6841,2914,1406,2735,3241,913,0,0
6842,1500,0,1500,0,2000,1500,0
6843,1487,1200,399,390,540,390,1
6844,4000,5000,3000,3300,3010,3000,0
6845,4050,5600,7800,0,3900,3100,1
6846,363,363,372,1971,1000,865,0
6847,30000,25000,5000,5000,4000,5000,0
6848,2060,2004,2003,1726,692,116422,0
6849,2124,2311,1622,1674,1677,1697,0
6850,10000,10059,5201,5211,5500,5500,0
6851,1369,1336,927,801,4000,5000,1
6852,7000,6630,6379,6586,7086,7522,1
6853,1200,135000,5200,5500,5500,5400,1
6854,5000,0,11000,700,10300,0,1
6855,0,0,0,0,0,154,0
6856,2500,7740,3260,3884,4352,4509,0
6857,1503,1400,250,228,106,1601,1
6858,1751,1700,2500,1000,2000,4034,0
6859,2000,2000,1700,1500,1500,1700,0
6860,3800,3000,2500,2800,3000,2000,0
6861,9735,4000,0,4000,3850,12203,1
6862,6000,5700,5000,4600,6000,3500,0
6863,3689,0,0,20907,400,0,0
6864,40000,300018,15000,17000,15000,11100,0
6865,1274,1284,1000,2000,1000,574,0
6866,5002,5000,4006,10000,7000,5000,0
6867,2000,2083,2000,2000,1000,1000,0
6868,3000,0,0,45568,3000,3001,0
6869,107651,2861,2388,3000,3000,2500,0
6870,52,2176,334,336,375,1000,0
6871,15008,43065,4650,12132,13953,2200,0
6872,2010,2613,5076,2464,2428,4170,0
6873,1508,1216,1116,0,490,658,0
6874,0,390,390,390,0,780,1
6875,1500,1600,1500,1000,3000,0,1
6876,23000,12280,25007,25008,1767,3300,0
6877,6000,5000,5000,4000,5000,5000,0
6878,2416,3000,1500,2000,1360,1500,0
6879,0,2321,2928,0,0,0,0
6880,3085,2808,2455,1337,2000,882,0
6881,0,0,329,0,2865,801,0
6882,5400,5500,5700,6000,6000,6000,0
6883,0,0,2989,9059,52546,10380,0
6884,4826,5,4000,7300,0,4000,1
6885,1340,4036,204,8122,0,200,0
6886,390,911,559,390,0,390,0
6887,2504,1590,701,803,1000,671,0
6888,1000,0,1000,0,1000,0,0
6889,4497,4035,2111,2653,4054,5014,0
6890,5000,3000,5000,5000,3000,2000,0
6891,2000,3305,3000,7767,7007,5000,0
6892,3011,747,4164,2874,1418,2148,0
6893,0,0,10019,11000,10000,10000,1
6894,2000,2000,2000,2000,1806,2300,1
6895,778,29423,10000,0,0,24450,0
6896,1228,0,553,1825,0,0,1
6897,3000,3000,3000,3000,3000,0,1
6898,7500,10000,0,4500,4500,4179,0
6899,0,0,0,0,0,0,0
6900,4317,1421,10452,700,57229,2500,0
6901,7877,5016,5008,10032,2977,11875,0
6902,6028,6028,3996,9066,3997,6992,0
6903,159,0,110,390,1884,0,1
6904,3735,2231,15147,2187,7382,850,0
6905,9,1210,1000,6000,1060,780,1
6906,1939,2040,1938,0,0,0,0
6907,26060,0,3472,2320,1764,2841,0
6908,39,33500,0,0,25000,0,0
6909,1744,4857,1200,1300,1200,1100,1
6910,6747,6573,6506,6581,6801,6100,0
6911,6601,6501,5201,5501,5282,5200,0
6912,28000,61115,325000,40000,20000,51000,0
6913,2110,2000,200,467,500,4100,0
6914,5000,10000,0,0,5000,5000,1
6915,6664,6600,6700,6700,6666,6982,0
6916,2500,0,1400,1100,0,500,1
6917,12000,0,10000,12180,10000,10817,1
6918,13000,6500,0,124479,6000,6500,0
6919,2500,1877,2000,3000,1400,5000,0
6920,0,3210,0,0,2712,0,1
6921,1469,53871,981,20929,1164,0,0
6922,16611,1935,5365,0,294,741,0
6923,9088,4234,7118,8187,8708,9291,0
6924,1209,1300,350,1500,0,300,0
6925,0,0,0,0,0,0,1
6926,5706,0,2250,5000,4800,0,1
6927,1187,1500,616,500,500,485,0
6928,6000,5000,3400,3617,3600,3700,0
6929,1677,3000,590,687,524,235,1
6930,0,0,0,0,1392,12884,0
6931,28500,5000,9604,10000,6000,14000,0
6932,60446,30594,150843,163881,25426,39526,1
6933,1500,1500,1000,1000,2000,1000,0
6934,3771,5474,69536,10000,4000,2100,0
6935,5032,2263,1901,1779,0,0,0
6936,5000,6000,2000,1000,1422,3600,0
6937,6501,0,10000,4001,5000,0,0
6938,0,0,6882,1734,1512,0,0
6939,2552,13914,2545,16508,3088,0,0
6940,3000,3000,2000,5634,3748,1000,0
6941,12540,3099,1884,30468,4473,5635,0
6942,0,0,0,0,0,0,1
6943,4019,2019,5025,2011,10046,3017,0
6944,2261,1390,390,390,0,780,1
6945,2452,0,0,0,0,3000,1
6946,1007,16,1578,0,400,1,1
6947,2688,2730,2680,2850,0,0,0
6948,7936,18207,0,22479,34935,5382,0
6949,0,0,0,0,0,0,1
6950,1720,3805,2000,0,3581,0,0
6951,1300,0,500,1000,400,1500,1
6952,6814,7756,4788,5100,5500,5100,0
6953,3000,2200,1700,1700,2441,2000,0
6954,0,0,0,0,0,0,1
6955,8853,22243,9877,10110,24616,5952,0
6956,0,0,619,39224,1500,1500,0
6957,2102,1021,274,3001,1004,4005,1
6958,2000,400,0,1398,4626,0,0
6959,2000,3000,0,560,0,0,0
6960,3000,3006,1500,701,1000,1000,0
6961,0,2950,4965,0,5289,0,0
6962,770,590,1400,0,390,390,1
6963,10000,5214,4500,5000,4200,5000,1
6964,0,0,0,12974,0,5616,0
6965,1500,1467,1201,1236,1103,1042,0
6966,0,0,0,0,0,0,0
6967,2000,1755,1721,10000,2028,3000,0
6968,1800,800,500,500,500,400,1
6969,0,0,0,4595,198,5095,0
6970,3540,485,13052,92539,3160,1910,0
6971,0,18047,7985,1000,2000,0,0
6972,2170,1149,1352,1029,0,654,0
6973,2200,0,1800,105,2300,1600,0
6974,14212,12985,14816,12808,14201,14109,0
6975,3445,709,6077,2805,2906,0,0
6976,1908,1200,2,835,0,0,0
6977,59570,1105,10021,51,4735,1733,0
6978,0,0,499,724,390,424,0
6979,1880,3819,2073,5264,2571,53860,0
6980,2000,1800,2000,2000,1803,2000,0
6981,316,316,514,316,1605,316,1
6982,4112,10269,118,67,2000,2128,0
6983,832,225,0,0,0,0,0
6984,1045,1028,11052,311,183,0,1
6985,2015,2190,809,3012,5795,2001,0
6986,1286,1047,0,3000,0,0,0
6987,1500,1450,965,4864,0,1001,0
6988,1,2213,1019,1055,1080,1245,1
6989,0,7200,0,5200,2300,0,0
6990,1500,1000,1000,1000,1000,1000,0
6991,326,326,326,326,326,326,0
6992,3363,13591,1026,7853,5562,990,0
6993,0,0,0,0,0,0,0
6994,16195,15282,15164,12005,15000,10507,0
6995,1597,2088,1000,0,1001,380,1
6996,3000,1800,2000,600,1000,5000,0
6997,498,498,498,3482,0,483,0
6998,37092,10071,9884,4090,6108,19933,0
6999,1892,2600,2000,1000,1000,1500,1
7000,1500,1700,750,200,200,100,0
7001,5227,8309,35026,10883,7310,4890,0
7002,2000,2000,2000,2001,0,4100,0
7003,0,0,0,0,0,0,0
7004,871,871,2042,0,1666,316,0
7005,5000,4000,2700,2500,2800,2600,0
7006,0,0,1248,1479,0,0,0
7007,1632,1639,1403,1452,1475,1117,0
7008,1300,1600,813,1700,0,831,0
7009,1290,1145,318,329,406,186,0
7010,650,10453,202,1098,1788,200,0
7011,12329,11846,25924,161,8521,5538,0
7012,3169,2618,8736,5142,8766,15040,0
7013,1634,1420,391,300,500,0,0
7014,40824,2340,0,4970,5527,903,0
7015,10147,5331,10000,30000,12000,10000,0
7016,5500,3000,4000,8000,4000,5000,1
7017,1694,1368,547,504,347,6000,0
7018,3768,3500,2500,4000,3000,3000,0
7019,1500,1408,5000,1000,2000,5000,0
7020,8000,6000,1709,1645,1653,1725,0
7021,6601,5085,4087,4220,27704,73000,0
7022,2800,2500,5000,0,2400,2400,1
7023,5000,2655,800,15000,0,10000,0
7024,2569,4500,1800,2000,9000,5000,0
7025,1965,5064,5007,3788,390,390,1
7026,9500,9000,8086,14700,7000,9000,0
7027,5933,9851,4214,4300,0,1000,0
7028,2500,6100,0,5500,3000,0,1
7029,0,0,9000,17363,0,0,0
7030,1957,1700,1408,1448,1456,1475,0
7031,7870,18090,4288,2270,467,18,0
7032,3000,5000,3000,3002,3007,7000,0
7033,1800,1774,920,1102,4014,0,0
7034,2299,2493,856,887,1043,922,0
7035,0,0,0,0,0,0,0
7036,537,4233,857,325,325,954,0
7037,3300,6000,7800,1500,4800,0,0
7038,8602,0,880,1018,99,1922,0
7039,4000,2703,0,495,6616,495,0
7040,30006,23016,566,22323,11931,10683,0
7041,2556,1582,811,700,2318,1101,0
7042,500,0,0,0,0,0,0
7043,2041,2006,1632,7177,1701,0,0
7044,645,586,600,485,0,0,0
7045,5331,20985,6932,37845,2000,11200,0
7046,0,2000,0,1500,2000,0,0
7047,2500,0,0,0,0,0,1
7048,14000,12000,13000,13000,13000,12200,1
7049,8199,3622,900,6483,0,0,0
7050,8049,9000,6000,5500,5816,5500,1
7051,0,0,2280,0,0,0,0
7052,21000,421,421,2876,1949,8090,1
7053,1434,2456,784,0,778,573,1
7054,1963,1739,1033,1058,1041,1007,0
7055,0,1646,762,2000,0,647,1
7056,1800,0,4321,0,2400,0,1
7057,2086,3017,144,147,0,763,0
7058,1002,5565,4050,4922,15362,12000,0
7059,0,1466,1282,1293,1257,3013,0
7060,1171,1942,0,626,478,495,0
7061,0,1275,575,1539,700,0,1
7062,6860,5870,5009,5543,6037,5002,0
7063,1547,1350,1700,0,0,0,0
7064,2139,2500,6,2000,2000,2000,1
7065,2000,1163,500,376,1000,800,0
7066,0,3786,0,2881,2430,0,0
7067,0,0,0,2000,0,0,0
7068,7400,0,4800,1800,0,2100,1
7069,5170,21287,1353,1000,1000,607,0
7070,3600,1200,0,4246,1200,1500,1
7071,4000,0,2000,2000,3000,0,0
7072,0,1692,2004,4,54,0,0
7073,5800,5000,5000,4900,5000,5000,1
7074,9376,85924,1167,1197,1180,1163,0
7075,12009,2111,11000,1000,6000,6001,0
7076,2600,2000,2000,1614,1590,2000,0
7077,1500,1852,1300,0,0,0,0
7078,8500,7000,6800,7000,6965,7500,0
7079,263,4531,0,4015,0,1007,0
7080,0,90000,14011,14029,14052,14000,0
7081,50000,7000,15000,7500,7500,10000,1
7082,0,5,1925,0,0,0,1
7083,6500,6764,3542,161064,5072,4891,0
7084,7876,5400,6000,6000,6000,10000,0
7085,0,0,0,0,0,0,1
7086,0,0,0,0,0,0,0
7087,1046,0,0,910,0,532,1
7088,6003,5009,5750,3500,3500,3200,0
7089,4231,4061,2846,2800,2909,2601,1
7090,6000,5500,4160,4120,4250,4380,0
7091,3000,0,709,1000,750,1000,1
7092,2004,2009,5004,1000,1000,3000,1
7093,12937,13036,10072,9600,11056,9964,0
7094,1020,0,0,0,0,0,1
7095,2000,2000,5000,2000,1000,2000,0
7096,0,0,1467,703,990,3200,0
7097,380,380,15240,5000,5000,7396,0
7098,3813,4013,1274,1878,3116,0,0
7099,4781,3000,3000,3000,3000,3000,0
7100,4000,5500,4000,4100,4300,4000,0
7101,1845,471,471,248,335,200,0
7102,4000,5300,1473,1473,3873,390,0
7103,3000,3500,9700,4000,6300,3000,0
7104,20666,10000,20666,10000,10000,10500,0
7105,1278,1469,463,381,383,398,0
7106,0,0,0,0,0,0,0
7107,1534,977,0,0,0,0,0
7108,0,0,0,0,150,310,0
7109,2000,2000,2200,0,1800,0,0
7110,43894,61816,39022,10041,15080,46146,0
7111,15000,7000,10000,25000,15000,15000,0
7112,900,4500,0,57000,5000,0,1
7113,2000,2000,2000,1000,2000,7131,0
7114,2000,4000,3000,7000,11000,3000,0
7115,3000,3000,3000,5000,3000,3000,0
7116,5025,4023,3300,0,0,68010,0
7117,27657,0,1000,0,0,0,0
7118,7100,5000,5000,0,4928,4574,1
7119,0,4069,33000,20000,22227,20000,0
7120,599,0,253,0,0,0,0
7121,10000,10000,9000,10000,7000,6000,0
7122,0,6000,3500,5000,4500,3000,1
7123,27245,9184,1682,1352,1520,1442,0
7124,5053,3615,2573,2858,8000,2000,1
7125,7000,7000,5006,6000,6312,6000,0
7126,1386,1003,2640,1000,0,0,0
7127,99159,48276,49450,201,54379,9905,0
7128,6000,15042,5000,0,4164,816,1
7129,13775,10631,8900,9200,9525,8600,0
7130,1500,3000,3000,2000,0,1500,1
7131,10000,5023,5000,5000,50000,4000,0
7132,6100,5100,4200,1900,1600,1500,1
7133,20007,3014,1309,5009,2008,4622,0
7134,2000,0,6000,0,0,1400,1
7135,5273,30000,11776,0,1061,1239,0
7136,4278,4500,3700,3716,3768,4000,0
7137,3000,2000,2000,2000,2000,2100,1
7138,2372,2149,1203,2000,1716,628,0
7139,1172,1000,186,0,0,0,0
7140,3730,3033,2676,2796,2806,2379,0
7141,780,3260,4311,1551,0,0,0
7142,2000,1400,984,1013,1006,939,0
7143,1700,1800,3100,0,565,98,1
7144,4300,4000,3100,4500,0,3845,1
7145,3500,0,1000,2400,780,2400,0
7146,8001,8001,8037,10074,5010,179228,0
7147,2846,1646,4500,3000,3000,1838,0
7148,0,0,0,0,0,0,0
7149,0,966,1500,1121,1362,1472,0
7150,784,1854,396,1950,1099,2040,0
7151,5000,8017,7000,4000,5000,5000,1
7152,3500,3300,3000,3000,3000,3000,0
7153,4610,2336,2290,0,0,0,0
7154,3628,0,3218,1532,0,2257,1
7155,1000,0,0,0,0,0,0
7156,2500,3320,2000,1000,3000,1000,0
7157,0,0,0,0,0,0,0
7158,2166,2002,2200,2242,2100,2330,0
7159,14021,7723,8295,7301,4388,1600,0
7160,2000,1246,720,4780,1700,4000,0
7161,3082,2022,1000,1000,500,300,1
7162,5000,4300,3500,3500,3700,3100,0
7163,1300,1500,588,610,611,788,0
7164,0,0,0,1,400,6083,1
7165,0,1000,1000,1052,71062,3000,0
7166,9125,126768,3468,4050,15099,5015,0
7167,565,1188,2667,546,578,2769,0
7168,1000,0,0,0,0,0,1
7169,0,0,0,0,0,0,1
7170,0,0,0,0,0,0,0
7171,177,2011,1116,0,0,0,0
7172,2000,2000,2000,0,0,0,0
7173,2891,3205,390,390,390,376,0
7174,1700,0,1653,0,1940,0,0
7175,2101,2160,3046,2519,3625,0,0
7176,14000,12000,12000,12000,12000,12000,0
7177,0,0,0,0,0,0,1
7178,5396,0,1285,2916,1368,0,0
7179,0,0,0,0,0,0,0
7180,0,14583,2513,2996,370,1986,0
7181,12880,0,13267,2000,15000,0,0
7182,3500,3000,1000,2000,2000,1000,1
7183,1005,0,0,0,0,0,0
7184,1170,0,220,1000,282,0,0
7185,780,0,0,0,0,0,0
7186,10420,1150,5928,3619,13227,7764,0
7187,1700,0,1800,0,1000,900,0
7188,7158,5816,5000,5000,5000,4000,0
7189,2572,2009,2020,2256,3500,1739,0
7190,30010,10047,20000,17000,5000,10000,0
7191,1500,1400,1009,307,1200,0,0
7192,2000,1000,0,1000,2000,0,1
7193,3000,7000,3500,3500,0,3500,1
7194,600,0,51697,37511,1685,414,0
7195,2033,1200,0,0,3107,8542,1
7196,20004,1806,0,20000,0,6955,0
7197,1649,1663,1471,1360,1212,4472,0
7198,1249,1260,570,436,1150,1000,0
7199,4000,2000,600,3000,4000,100,0
7200,5000,5169,21,3000,4000,57,0
7201,12036,10010,3000,9400,0,8000,0
7202,3200,6300,0,10000,2000,2000,0
7203,2037,2324,1000,1000,1165,1596,0
7204,63895,0,8694,5562,0,3500,0
7205,4023,4030,20000,0,4500,0,1
7206,2146,1623,0,1623,1694,2795,0
7207,0,61807,7849,10000,35000,10000,0
7208,16000,0,1500,1395,1500,1511,0
7209,2712,1551,95022,3015,3003,153001,0
7210,10000,10016,25000,8000,26000,12000,0
7211,14849,5250,19711,10417,9979,5108,0
7212,1200,1000,1000,1000,500,1000,1
7213,3000,0,5000,0,8671,7000,0
7214,0,0,0,0,0,0,0
7215,1800,1300,2400,0,1200,2500,1
7216,5000,4000,4003,13000,3515,0,1
7217,1392,1000,203,186,347,17971,1
7218,5743,5000,0,7241,5000,5000,0
7219,3941,399,690,590,0,1926,1
7220,12500,3000,4000,2000,2000,5000,0
7221,3750,3520,3069,3271,3262,3237,0
7222,1376,852,14998,0,683,4902,0
7223,1200,1000,18000,1000,1500,1000,0
7224,330,330,330,330,947,2389,0
7225,5000,10116,5000,6000,3000,7000,0
7226,2886,2908,2129,2354,2366,2291,0
7227,15000,4867,803,14436,5396,875,1
7228,2050,2100,2000,2000,2100,1500,1
7229,2000,1500,1000,1000,1000,1000,0
7230,2790,1323,156,2,2583,1581,0
7231,6000,6000,5000,4200,3862,3887,0
7232,390,780,0,0,780,0,0
7233,1700,1400,1684,0,1000,850,0
7234,0,0,90,0,0,10400,0
7235,1500,1500,400,416,1002,0,0
7236,1334,21003,428,12,35152,892,0
7237,2000,2000,2000,4000,2000,2000,1
7238,0,0,0,25749,0,0,1
7239,7762,7700,0,3545,3386,3575,1
7240,2092,4631,3007,5827,1200,1030,0
7241,2000,1800,1500,1500,1600,1500,0
7242,38075,0,39424,0,25120,35375,0
7243,1473,390,390,540,150,3780,1
7244,632,0,782,316,0,632,1
7245,1200,2065,1000,2070,2000,10327,0
7246,0,0,0,0,0,0,0
7247,1609,0,5148,0,0,0,1
7248,11500,9000,8000,7000,7500,6006,0
7249,0,0,0,0,0,0,1
7250,0,2483,900,20000,4267,24659,1
7251,1258,1270,591,612,615,637,0
7252,2500,7500,11478,7080,1651,43600,0
7253,4570,0,0,2000,2000,341,0
7254,2415,3000,2125,2007,3000,1758,0
7255,3000,2000,3000,150,2026,1026,0
7256,6000,7000,2200,48500,3600,3500,0
7257,3044,1123,7553,474,3586,305,1
7258,1035,1666,1010,300,0,4817,0
7259,4500,0,0,0,0,0,0
7260,14596,10705,3400,6410,5479,4120,0
7261,3000,800,0,0,500,500,0
7262,7000,0,5000,9100,3400,0,0
7263,0,2000,1998,2068,2079,2155,0
7264,836,1616,0,0,540,390,1
7265,0,0,0,0,0,0,1
7266,0,0,0,0,0,0,0
