ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
6929,2,2,0,0,0,0,
6930,0,0,0,2,0,0,
6931,-1,-1,0,0,0,0,
6932,0,0,0,0,0,0,
6933,0,0,-2,-2,-2,-2,
6934,0,0,0,0,0,0,
6935,-1,2,-1,2,2,-2,
6936,2,2,2,-1,2,2,
6937,0,0,0,0,0,0,
6938,0,0,0,0,0,0,
6939,-2,-2,-2,-2,-2,-2,
6940,-2,-2,-2,-2,-2,-2,
6941,-1,-1,0,-1,-1,-2,
6942,-1,-1,0,0,-1,-1,
6943,-1,-1,-1,-1,-1,-1,
6944,1,-1,-1,-2,-1,-1,
6945,0,0,0,0,0,0,
6946,0,0,0,0,0,0,
6947,-1,-1,-1,-1,-2,-2,
6948,-2,-2,-2,-2,-2,-2,
6949,0,0,-2,-1,-1,-2,
6950,0,0,0,0,0,0,
6951,0,0,0,0,-1,-1,
6952,0,0,0,0,0,0,
6953,-1,-1,-1,-1,-1,0,
6954,0,0,0,-2,-2,-2,
6955,0,0,0,0,0,0,
6956,0,0,0,2,0,0,
6957,1,-1,-1,-1,-1,0,
6958,0,0,0,0,0,0,
6959,-1,-1,-1,-2,-1,-1,
6960,0,0,0,0,0,0,
6961,0,0,0,0,0,0,
6962,0,0,2,0,0,0,
6963,-1,2,-1,-1,-1,-1,
6964,1,-2,-2,-2,-2,-2,
6965,1,-2,-2,-2,-2,-2,
6966,0,0,0,0,0,0,
6967,0,0,0,0,0,0,
6968,1,-2,-1,-1,0,0,
6969,0,0,0,0,0,0,
6970,2,2,2,4,3,3,
6971,0,0,0,0,0,0,
6972,0,-1,-1,-1,-1,2,
6973,0,0,0,-1,-1,-2,
6974,0,0,0,2,2,2,
6975,0,0,0,-1,0,0,
6976,1,-2,-2,-1,0,-1,
6977,-1,-1,-1,-1,-1,-1,
6978,0,0,-2,-2,-2,-2,
6979,2,2,2,2,2,0,
6980,1,-1,-1,-1,-1,-1,
6981,1,2,-1,-1,-1,-1,
6982,2,3,2,2,2,0,
6983,0,0,0,0,0,0,
6984,0,0,0,0,0,0,
6985,0,-1,0,0,0,0,
6986,-1,2,-1,-1,-1,-2,
6987,0,0,0,0,0,0,
6988,1,2,0,0,0,0,
6989,2,2,2,0,0,0,
6990,0,0,0,0,0,0,
6991,0,0,0,0,0,0,
6992,0,-1,0,0,0,0,
6993,0,0,0,0,0,0,
6994,0,0,0,0,0,0,
6995,0,0,0,0,0,0,
6996,0,0,0,0,0,0,
6997,0,0,0,0,0,0,
6998,-1,-1,-2,-1,-1,-1,
6999,-1,-1,-1,-1,-1,0,
7000,2,0,0,-1,-1,-1,
7001,0,0,0,0,0,2,
7002,-2,-2,-2,-2,-2,-2,
7003,2,2,2,0,0,2,
7004,0,0,0,0,0,-1,
7005,2,2,2,2,0,0,
7006,0,0,0,0,0,0,
7007,0,0,0,0,0,0,
7008,0,0,0,0,0,0,
7009,0,0,-1,-1,-2,-2,
7010,-2,-2,-2,-2,-2,-2,
7011,0,0,0,0,0,0,
7012,1,-2,-2,-2,-2,-2,
7013,0,0,0,-2,-1,-1,
7014,-1,-1,0,0,0,0,
7015,-1,-1,-1,-1,-1,2,
7016,-2,-1,0,0,0,0,
7017,0,0,0,0,0,-2,
7018,2,2,7,7,6,5,
7019,0,0,0,0,0,0,
7020,-1,-1,-2,-1,-1,-2,
7021,0,0,0,0,0,0,
7022,0,0,0,0,2,0,
7023,0,0,0,0,0,0,
7024,0,0,0,2,0,0,
7025,-2,-2,-2,-2,-2,-2,
7026,0,0,0,0,0,0,
7027,0,0,0,0,0,0,
7028,-1,-1,-1,2,-1,0,
7029,0,0,0,0,0,0,
7030,0,0,0,2,0,0,
7031,0,0,0,0,0,0,
7032,0,0,0,0,0,0,
7033,-1,0,0,0,0,0,
7034,0,0,-1,-1,-2,-2,
7035,-2,-2,-2,-2,-2,-2,
7036,-1,-1,-1,0,0,0,
7037,0,0,-1,-1,-1,0,
7038,0,0,0,2,2,2,
7039,1,-2,-1,-1,-1,0,
7040,0,0,0,0,0,0,
7041,0,0,0,0,0,0,
7042,1,2,0,0,0,2,
7043,2,0,0,0,0,0,
7044,1,2,2,2,2,2,
7045,0,0,0,-1,-1,2,
7046,-1,0,-1,-1,0,-1,
7047,0,0,2,0,0,0,
7048,-2,-2,-2,-2,-2,-2,
7049,3,2,2,2,2,2,
7050,2,0,0,2,3,2,
7051,0,-1,-1,-1,-1,-1,
7052,2,2,2,-1,2,-1,
7053,1,2,0,0,0,0,
7054,0,0,0,0,0,0,
7055,0,0,0,0,0,0,
7056,0,0,0,0,0,0,
7057,0,0,0,2,0,0,
7058,-1,-1,2,2,-1,-1,
7059,0,-1,0,-1,-1,-1,
7060,1,-1,-1,-2,-2,-2,
7061,0,0,0,0,0,0,
7062,0,0,0,0,0,0,
7063,-1,-1,-1,0,0,-1,
7064,-2,-2,-2,-2,-2,-2,
7065,0,0,0,0,0,0,
7066,7,6,5,4,3,2,
7067,0,0,0,0,0,0,
7068,2,0,0,0,0,0,
7069,1,-2,-1,-1,-2,-1,
7070,0,0,0,0,0,0,
7071,0,0,0,0,-2,-2,
7072,0,0,0,0,0,0,
7073,0,0,0,0,0,0,
7074,1,2,2,2,2,2,
7075,0,0,0,0,0,0,
7076,-1,0,0,0,0,-1,
7077,0,0,0,0,0,0,
7078,0,0,0,0,0,2,
7079,1,2,2,2,2,0,
7080,0,0,0,0,0,0,
7081,0,0,0,-1,-1,-1,
7082,1,-2,-2,-2,-2,-2,
7083,0,0,0,0,2,0,
7084,0,0,0,0,0,0,
7085,0,0,0,0,0,0,
7086,0,0,0,0,0,0,
7087,0,0,0,0,0,0,
7088,0,0,0,0,0,0,
7089,-2,-2,-2,-2,-2,-2,
7090,0,0,0,0,0,0,
7091,2,0,0,0,0,0,
7092,1,2,0,0,0,0,
7093,0,0,0,0,0,0,
7094,1,-2,-2,-2,-2,-1,
7095,2,2,2,2,2,2,
7096,1,-2,-2,-2,-2,-2,
7097,0,0,0,0,0,0,
7098,-2,-2,-2,-2,-2,-2,
7099,0,0,2,2,2,2,
7100,1,-1,-1,-2,-2,-2,
7101,1,2,2,0,0,0,
7102,0,0,2,0,0,0,
7103,2,0,0,0,0,0,
7104,2,2,2,2,2,2,
7105,0,0,0,0,0,-1,
7106,0,0,0,0,0,0,
7107,-1,-1,-1,-1,-1,0,
7108,0,0,0,0,0,0,
7109,0,0,2,2,4,5,
7110,0,0,0,0,0,0,
7111,-1,0,0,0,0,0,
7112,-1,-1,-1,-1,0,0,
7113,0,0,0,0,0,0,
7114,0,0,0,0,0,0,
7115,2,2,0,0,2,0,
7116,0,0,0,0,0,0,
7117,0,0,0,0,0,0,
7118,0,0,0,0,0,0,
7119,-2,-2,-2,-2,-2,-2,
7120,0,0,0,0,-1,-1,
7121,0,0,0,0,0,0,
7122,0,0,0,0,0,0,
7123,2,2,-1,-1,0,0,
7124,2,-1,-1,-1,2,-1,
7125,2,2,2,2,2,2,
7126,2,2,2,2,2,2,
7127,-1,-1,-1,0,0,-1,
7128,0,-1,0,0,-2,-2,
7129,-2,-2,-2,-2,-2,-2,
7130,0,0,0,2,0,0,
7131,1,2,2,0,0,0,
7132,1,2,0,0,0,0,
7133,2,2,2,2,2,0,
7134,-1,-1,-1,-1,-1,-1,
7135,-2,-2,-2,-2,-2,-2,
7136,-1,-1,-1,-1,-1,-1,
7137,-2,-2,-2,-2,-2,-2,
7138,-1,0,0,0,0,0,
7139,-1,0,0,-1,-1,-2,
7140,2,2,2,2,0,0,
7141,1,-2,-2,-2,-2,-2,
7142,-1,0,0,0,0,0,
7143,0,0,0,0,0,0,
7144,-2,-2,-2,-2,-2,-2,
7145,-1,-1,-1,-1,-1,-1,
7146,0,0,0,0,0,0,
7147,0,0,0,0,0,0,
7148,1,2,2,2,2,2,
7149,-1,-1,-1,0,-1,-1,
7150,2,0,0,2,2,2,
7151,-2,-2,-2,-2,-2,-2,
7152,2,2,0,0,0,0,
7153,0,0,0,0,0,0,
7154,-1,-1,0,0,-1,-1,
7155,-2,-2,-2,-2,-2,-2,
7156,2,2,-1,0,0,0,
7157,-2,-2,-2,-2,-2,-2,
7158,1,2,0,0,0,0,
7159,-1,-1,-1,-1,-1,-1,
7160,1,-2,-2,-1,-1,0,
7161,0,0,0,0,0,0,
7162,2,0,0,0,0,2,
7163,-1,-1,-1,-1,-1,-1,
7164,0,0,0,0,0,0,
7165,0,0,0,0,0,0,
7166,1,-1,-1,-1,-1,-1,
7167,0,0,0,0,0,0,
7168,0,0,0,0,0,-2,
7169,3,2,3,2,0,0,
7170,0,0,0,0,0,0,
7171,0,0,0,0,0,0,
7172,-2,-2,-2,-2,-2,-2,
7173,-1,2,-1,-1,-1,-1,
7174,0,0,0,0,0,0,
7175,0,0,0,0,0,0,
7176,1,-2,-2,-1,-1,-1,
7177,0,0,0,0,0,0,
7178,1,-2,-2,-2,-1,-1,
7179,2,0,0,0,0,0,
7180,0,0,0,0,0,2,
7181,0,-1,-1,-1,-2,-2,
7182,0,0,0,0,0,0,
7183,1,2,2,2,2,0,
7184,0,0,0,0,0,0,
7185,0,0,0,0,0,0,
7186,2,2,3,3,4,6,
7187,0,0,0,0,0,0,
7188,1,2,0,0,0,0,
7189,0,0,0,0,0,0,
7190,0,0,0,0,0,0,
7191,0,0,0,0,0,0,
7192,2,0,0,0,0,0,
7193,1,-2,-2,-2,-2,-2,
7194,0,0,0,0,0,0,
7195,1,-2,-1,-1,-1,-1,
7196,0,0,0,0,0,0,
7197,0,0,0,0,0,2,
7198,0,0,0,0,0,0,
7199,0,0,0,0,0,0,
7200,0,0,-1,-1,-1,-1,
7201,0,0,0,0,0,0,
7202,0,0,0,2,2,2,
7203,0,0,2,0,0,2,
7204,0,0,0,2,0,0,
7205,2,2,2,2,3,2,
7206,-1,-1,-1,-1,-1,-1,
7207,0,0,0,0,0,0,
7208,-1,-1,-1,-1,-1,-1,
7209,2,2,2,0,0,0,
7210,1,2,2,2,2,2,
7211,0,0,0,0,0,0,
7212,0,0,-1,0,0,0,
7213,0,0,0,0,0,0,
7214,-2,-2,-2,-2,-2,-2,
7215,2,2,2,2,2,0,
7216,-1,-1,-1,-1,-1,-1,
7217,1,-2,-2,-2,-2,-2,
7218,0,0,0,-1,0,0,
7219,-2,-2,-2,-2,-2,-2,
7220,0,0,0,0,0,0,
7221,0,0,0,0,0,0,
7222,-2,-1,-1,-1,0,0,
7223,2,0,0,0,0,0,
7224,0,0,0,0,0,0,
7225,-1,2,-1,-1,0,-1,
7226,-1,-1,-1,-1,-1,-1,
7227,2,0,0,0,0,0,
7228,0,0,-1,0,0,0,
7229,-1,0,0,0,0,0,
7230,-1,-1,-1,-1,-1,-1,
7231,-2,-2,-2,-2,-2,-2,
7232,0,0,0,0,0,0,
7233,0,0,0,0,-1,-1,
7234,0,0,0,0,0,0,
7235,0,0,0,0,2,2,
7236,0,0,0,0,0,0,
7237,-1,-1,-1,-1,-1,-1,
7238,0,0,0,0,0,0,
7239,0,0,2,0,0,0,
7240,-2,-2,-2,-2,-2,-2,
7241,1,2,0,0,0,0,
7242,0,0,0,0,0,0,
7243,0,0,0,0,0,0,
7244,-2,-2,-2,-2,-2,-2,
7245,0,0,0,0,0,0,
7246,-2,-2,-2,-2,-2,-2,
7247,1,-2,-2,-2,-2,-2,
7248,-1,-1,-1,0,0,0,
7249,0,0,0,0,0,0,
7250,0,0,0,0,0,0,
7251,2,0,0,0,0,0,
7252,-1,-1,-1,-1,0,0,
7253,2,2,2,0,0,2,
7254,-2,-2,-2,-2,-2,-2,
7255,-1,-1,-1,-1,-1,-1,
7256,-1,-1,-1,-1,-1,-1,
7257,0,0,0,0,0,0,
7258,0,0,0,0,0,0,
7259,-1,-1,-1,0,-1,-1,
7260,1,-2,-2,-2,-2,-2,
7261,0,0,0,0,0,0,
7262,0,0,-1,-1,0,-1,
7263,-1,-1,-1,-1,-1,-1,
7264,-1,-1,-1,-1,-1,-1,
7265,0,0,0,0,0,0,
7266,-1,-1,2,0,0,0,
7267,0,0,0,0,-2,-2,
7268,2,2,2,0,0,0,
7269,0,0,0,0,0,0,
7270,0,0,-2,-2,-1,-1,
7271,0,0,0,0,0,0,
7272,1,-1,-1,-1,-1,-1,
7273,0,0,2,0,0,0,
7274,1,2,2,2,0,0,
7275,-1,-1,-1,-1,-1,-1,
7276,0,0,0,0,0,0,
7277,1,2,0,0,0,3,
7278,0,0,0,0,0,2,
7279,0,0,0,0,0,0,
7280,0,0,0,0,0,0,
7281,0,0,0,0,0,0,
7282,1,-1,2,-1,3,2,
7283,-1,0,0,0,-2,-2,
7284,-1,2,-1,-1,-1,-1,
7285,-1,-1,-1,-1,-1,-1,
7286,0,0,0,0,0,0,
7287,0,0,0,0,0,0,
7288,0,0,0,0,0,0,
7289,0,0,0,2,2,2,
7290,2,2,5,5,5,5,
7291,0,0,0,0,0,0,
7292,0,0,0,0,0,0,
7293,1,2,2,0,0,2,
7294,0,0,-1,-1,-2,-2,
7295,-1,2,-1,-1,-1,-1,
7296,0,0,0,0,-2,-1,
7297,0,-1,0,0,-1,0,
7298,-1,-1,-1,-1,-1,-1,
7299,2,2,0,0,0,0,
7300,-1,0,0,0,-1,-1,
7301,0,0,0,0,0,0,
7302,-1,-1,-1,-1,0,-1,
7303,-1,-1,-1,0,0,0,
7304,-1,0,0,0,0,0,
7305,0,0,0,0,0,0,
7306,0,0,0,0,2,2,
7307,-2,-2,-2,-2,-2,-2,
7308,-1,-1,-1,-1,-1,-1,
7309,0,0,0,0,0,0,
7310,0,0,0,0,0,0,
7311,0,0,2,0,0,0,
7312,0,0,0,0,0,-1,
7313,0,0,0,0,0,0,
7314,0,0,-1,-1,-1,-1,
7315,-2,-1,-1,-2,-2,-2,
7316,2,0,0,2,0,0,
7317,2,2,2,0,0,0,
7318,1,-2,-2,-2,-2,-2,
7319,-1,-1,-1,-1,0,-1,
7320,0,0,0,3,2,2,
7321,1,2,2,2,4,3,
7322,-2,-1,2,-1,-1,-1,
7323,-2,-2,-2,-2,-2,-2,
7324,0,0,0,0,0,0,
7325,0,0,0,0,0,0,
7326,-1,-1,-2,-2,-1,-1,
7327,-2,-2,-2,-2,-2,-2,
7328,0,0,0,-1,0,0,
7329,0,0,0,0,2,2,
7330,0,0,0,0,0,0,
7331,0,0,0,0,0,0,
7332,-1,-1,-1,-1,-1,-1,
7333,0,0,0,0,0,0,
7334,-2,-2,-2,-2,-2,-2,
7335,-1,-1,-1,-1,0,-1,
7336,0,0,0,0,-1,0,
7337,0,0,0,2,0,0,
7338,0,0,0,2,-1,-1,
7339,2,0,0,0,0,2,
7340,-2,-2,-2,-2,-1,-1,
7341,0,0,0,-1,-1,-1,
7342,-1,-1,-1,-1,-1,-1,
7343,0,-1,0,0,0,0,
7344,0,0,0,0,-1,0,
7345,-1,-1,-1,-1,-1,-1,
7346,0,0,0,0,0,0,
7347,3,2,2,2,0,0,
7348,-2,-2,-2,-2,-2,-2,
7349,0,0,0,0,0,-2,
7350,0,0,0,0,0,0,
7351,0,0,0,0,0,0,
7352,-1,-1,-2,-2,-2,-1,
7353,1,-2,-1,-1,-1,0,
7354,-1,-1,2,-1,2,2,
7355,0,0,0,0,2,2,
7356,0,0,0,0,0,0,
7357,0,0,0,2,0,0,
7358,1,4,3,2,2,2,
7359,-1,-1,-1,-1,-1,-1,
7360,2,2,2,0,0,0,
7361,0,0,2,0,0,0,
7362,2,0,0,2,2,2,
7363,3,2,2,2,2,2,
7364,0,-1,0,0,0,0,
7365,2,2,2,2,2,0,
7366,0,0,0,0,0,0,
7367,0,0,0,0,0,0,
7368,1,2,2,0,0,0,
7369,0,0,0,0,0,0,
7370,1,2,2,2,0,0,
7371,0,0,0,0,0,0,
7372,-1,-1,-1,0,-1,0,
7373,0,0,0,0,0,0,
7374,0,0,2,0,0,0,
7375,0,0,0,-1,0,0,
7376,1,-2,-1,0,0,0,
7377,0,-1,-1,0,0,2,
7378,0,0,2,2,2,0,
7379,-1,-1,-1,-2,-2,-1,
7380,0,0,0,0,0,0,
7381,0,0,0,0,0,0,
7382,-2,-2,-2,-2,-2,-2,
7383,-1,-1,-1,-1,-1,2,
7384,0,0,0,0,0,0,
7385,0,0,0,0,0,0,
7386,3,2,2,0,0,0,
7387,0,0,0,0,0,0,
7388,-1,-1,-1,-1,0,-1,
7389,0,0,0,0,0,0,
7390,0,-1,0,-1,-1,0,
7391,0,0,0,0,0,0,
7392,2,0,0,2,2,2,
7393,0,0,0,0,0,0,
7394,0,0,0,0,0,0,
7395,0,0,0,0,0,0,
7396,-1,-1,-1,-1,-1,-1,
7397,0,0,0,0,0,0,
7398,2,2,2,2,2,2,
7399,-1,-1,-1,0,-1,-1,
7400,0,0,0,0,2,2,
7401,0,0,0,0,0,0,
7402,0,0,0,0,0,0,
7403,0,0,0,0,0,0,
7404,1,-2,-1,-1,-1,-1,
7405,1,-2,-2,-2,-1,0,
7406,0,0,0,2,2,2,
7407,0,0,-1,0,0,0,
7408,-1,2,2,-2,-1,-1,
7409,0,0,0,0,0,0,
7410,0,0,0,0,0,0,
7411,0,0,0,2,2,2,
7412,0,0,2,2,2,2,
7413,0,0,0,0,0,0,
7414,2,0,0,0,0,0,
7415,0,0,0,-1,0,0,
7416,-1,-1,-1,0,-1,-1,
7417,1,2,2,2,2,2,
7418,2,2,0,0,0,2,
7419,-2,-2,-2,-2,-2,-2,
7420,0,0,-2,-2,-2,-2,
7421,1,2,2,2,0,0,
7422,0,0,0,0,0,0,
7423,0,0,0,0,0,0,
7424,1,2,0,0,0,2,
7425,0,0,0,0,0,0,
7426,-2,-2,-2,-2,-2,-2,
7427,0,0,0,0,0,0,
7428,0,0,2,2,0,0,
7429,2,0,0,2,2,2,
7430,0,0,0,0,0,0,
7431,1,-1,-1,-2,-1,0,
7432,0,0,0,0,0,0,
7433,2,2,2,2,0,0,
7434,0,0,-2,-2,-2,-2,
7435,1,2,2,2,2,0,
7436,0,0,0,0,0,0,
7437,0,0,0,0,0,0,
7438,0,0,0,0,0,0,
7439,0,0,2,0,0,2,
7440,0,0,0,0,0,0,
7441,2,0,0,0,2,0,
7442,2,2,0,0,0,0,
7443,0,0,0,0,0,0,
7444,0,0,0,0,0,0,
7445,-2,-2,-1,0,0,0,
7446,1,2,0,0,2,0,
7447,-1,-1,-1,-1,-1,-1,
7448,0,0,0,0,0,0,
7449,-1,-1,2,2,-1,-1,
7450,0,0,0,0,0,0,
7451,1,-2,-1,-1,-1,-2,
7452,2,0,0,2,2,-1,
7453,0,0,0,0,0,0,
7454,0,0,0,0,2,0,
7455,1,-2,-2,-2,-2,-2,
7456,-1,-1,-1,-1,-1,-1,
7457,-2,-2,-2,-2,-2,-2,
7458,2,2,2,2,2,2,
7459,0,0,0,0,0,0,
7460,1,2,0,0,0,0,
7461,-2,-2,-2,-2,-2,-2,
7462,-1,-1,-1,0,0,-1,
7463,0,0,0,-1,-1,-1,
7464,0,0,2,2,0,0,
7465,2,0,0,0,2,0,
7466,1,2,0,0,0,0,
7467,-1,-1,-2,-2,-2,-2,
7468,0,0,0,0,0,2,
7469,0,0,0,0,0,0,
7470,0,0,2,0,0,-1,
7471,0,0,0,0,0,0,
7472,2,2,2,2,2,2,
7473,0,0,0,0,0,0,
7474,0,0,0,0,0,0,
7475,1,-2,-2,-2,-2,-2,
7476,0,0,0,0,0,0,
7477,-1,-1,-1,-1,-1,-1,
7478,1,2,0,0,0,0,
7479,0,0,0,0,0,0,
7480,0,0,0,0,0,0,
7481,0,0,0,0,0,0,
7482,0,0,0,0,0,-2,
7483,1,3,2,2,0,0,
7484,0,0,0,-1,0,0,
7485,-1,-1,-1,-1,-1,-1,
7486,0,0,0,0,0,0,
7487,1,2,0,0,0,0,
7488,0,0,0,0,0,0,
7489,1,3,2,2,2,2,
7490,-2,-2,-2,-2,-2,-2,
7491,0,0,0,0,0,0,
7492,1,2,2,2,2,0,
7493,-1,-1,-1,-2,-1,-1,
7494,-1,2,2,2,2,2,
7495,0,0,0,-1,-1,-1,
7496,-1,-1,-1,0,0,-1,
7497,2,0,0,0,0,0,
7498,2,0,0,0,0,0,
7499,1,3,2,0,0,0,
7500,0,0,0,0,0,0,
7501,2,2,2,2,2,0,
7502,0,0,2,0,0,0,
7503,0,0,0,0,0,0,
7504,0,0,0,0,-1,-1,
7505,0,0,0,0,0,0,
7506,-2,-2,-2,-2,-2,-2,
7507,-2,-2,-2,-2,-2,-2,
7508,2,-1,-1,0,0,-1,
7509,0,0,-2,-2,-2,-2,
7510,0,0,0,0,0,0,
7511,0,0,0,-1,0,0,
7512,0,0,0,0,0,0,
7513,0,0,0,2,0,0,
7514,2,0,0,2,0,0,
7515,0,0,-2,-2,-2,-2,
7516,0,0,0,0,0,0,
7517,-1,-1,-1,-1,-1,-1,
7518,1,-1,-1,-1,-1,-1,
7519,0,0,0,0,0,0,
7520,0,0,0,0,0,0,
7521,1,2,2,2,0,0,
7522,2,2,2,2,-1,-1,
7523,1,2,0,0,2,2,
7524,0,0,0,0,0,0,
7525,0,0,0,0,0,0,
7526,0,0,0,0,0,0,
7527,0,0,0,0,0,0,
7528,0,0,0,0,0,0,
7529,-1,-1,0,-1,-1,-1,
7530,1,-2,-2,-2,-2,-2,
7531,1,2,0,0,0,0,
7532,2,2,0,0,2,0,
7533,0,0,0,0,0,0,
7534,0,0,0,2,2,2,
7535,0,0,0,0,0,0,
7536,-1,-1,-1,-1,0,-1,
7537,0,0,0,0,0,0,
7538,0,0,0,0,0,0,
7539,0,0,0,0,0,0,
7540,-2,-2,-2,-2,-2,-2,
7541,0,0,0,0,0,0,
7542,0,0,0,0,0,0,
7543,0,0,0,0,0,0,
7544,-2,-2,-2,-2,-2,-2,
7545,-1,-1,-1,-1,-1,-1,
7546,0,0,2,0,0,2,
7547,2,2,2,2,3,2,
7548,2,2,3,2,0,0,
7549,2,2,2,2,-2,-1,
7550,0,0,2,0,0,0,
7551,0,0,0,0,0,0,
7552,0,0,-1,-1,0,0,
7553,4,3,2,-1,0,0,
7554,-2,-2,-2,-2,-2,-2,
7555,-2,-2,-2,-2,-2,-2,
7556,-2,-2,-1,-1,0,0,
7557,-1,0,0,0,0,0,
7558,1,2,0,0,2,2,
7559,2,0,0,0,0,0,
7560,1,2,2,2,2,0,
7561,-2,-2,-2,-2,-2,-2,
7562,0,0,0,0,0,0,
7563,0,0,0,-1,0,0,
7564,1,2,2,2,2,2,
7565,0,0,0,0,0,3,
7566,-1,-1,-1,-1,-1,-1,
7567,0,0,0,0,0,0,
7568,-1,-1,-1,-1,0,-1,
7569,0,0,0,0,-1,-1,
7570,0,0,0,0,2,0,
7571,0,0,0,0,0,0,
7572,0,0,0,0,0,0,
7573,0,0,0,-2,-1,0,
7574,1,2,2,2,2,2,
7575,-1,-1,-1,-2,-2,-1,
7576,-1,-1,-1,-1,-1,-1,
7577,0,-1,-1,-1,-1,-1,
7578,0,0,0,0,0,0,
7579,-1,-1,-1,-1,-1,-1,
7580,1,-1,-1,-1,-2,-2,
7581,0,0,0,0,0,0,
7582,0,0,0,0,-1,0,
7583,0,0,0,0,0,0,
7584,2,2,2,2,2,2,
7585,-1,-1,0,0,0,-2,
7586,2,0,0,0,0,0,
7587,0,0,2,0,0,2,
7588,1,2,3,2,0,0,
7589,0,0,0,0,0,0,
7590,0,0,2,0,0,0,
7591,0,0,2,0,0,0,
7592,-2,-1,-1,-1,0,0,
7593,-2,-2,-2,-2,-2,-2,
7594,1,2,0,0,2,2,
7595,-2,-2,-2,-2,-2,-2,
7596,-1,-1,-1,-2,-1,0,
7597,2,0,0,0,0,0,
7598,1,-2,-2,-2,-2,-2,
7599,-1,2,2,2,0,0,
7600,0,0,0,2,0,0,
7601,0,0,-1,-1,-1,0,
7602,0,0,0,0,0,0,
7603,0,0,0,0,0,0,
7604,0,0,0,0,0,0,
7605,0,0,0,0,0,0,
7606,-1,-1,-1,2,-1,0,
7607,1,2,2,2,0,0,
7608,0,0,2,2,0,0,
7609,0,0,0,0,0,0,
7610,0,0,0,0,0,0,
7611,0,0,0,0,0,0,
7612,1,2,0,0,0,0,
7613,0,0,0,0,0,0,
7614,0,0,0,0,0,0,
7615,0,0,2,0,0,0,
7616,-1,0,0,0,0,0,
7617,-2,-2,-2,-2,-2,-2,
7618,0,0,0,0,0,0,
7619,-1,-1,-1,-1,0,0,
7620,0,0,0,0,0,0,
7621,-1,-1,-1,-1,0,-1,
7622,0,0,0,0,0,0,
7623,0,0,0,2,0,0,
7624,0,0,0,0,0,0,
7625,5,4,3,2,0,0,
7626,0,0,0,0,0,-1,
7627,-1,0,-1,2,2,2,
7628,-1,-1,-1,-1,-1,-1,
7629,-1,-1,-1,-1,-1,-1,
7630,2,3,2,2,2,3,
7631,1,-1,-1,-1,-1,-2,
7632,-1,2,-1,-1,-2,-2,
7633,0,0,-2,-2,-2,-2,
7634,1,2,2,0,0,0,
7635,2,2,0,0,0,0,
7636,0,0,0,0,0,0,
7637,0,0,3,2,0,0,
7638,-2,-2,-2,-2,-2,-2,
7639,2,2,2,2,0,0,
7640,1,-1,-1,-2,-2,-2,
7641,-1,-1,-1,-1,-1,-1,
7642,-1,-1,-1,-1,0,0,
7643,0,0,0,0,0,0,
7644,0,0,0,0,0,0,
7645,0,0,0,0,0,0,
7646,0,0,0,0,0,0,
7647,0,0,0,0,0,0,
7648,-1,-1,-1,-1,-1,-1,
7649,0,0,2,2,0,0,
7650,0,0,0,0,0,0,
7651,-1,0,0,0,2,0,
7652,2,2,2,0,0,0,
7653,-1,-1,-2,-2,-2,-2,
7654,-1,-1,-1,-1,-1,-1,
7655,-1,-1,-1,-1,-1,-1,
7656,0,0,0,0,0,0,
7657,0,0,2,2,2,2,
7658,0,0,0,0,0,0,
7659,-1,0,0,0,0,0,
7660,0,0,0,0,0,0,
7661,1,-2,-2,-1,-1,-1,
7662,0,0,0,0,2,-1,
7663,0,-1,-1,-1,-1,-1,
7664,2,2,2,2,2,2,
7665,-1,-1,2,0,0,-1,
7666,0,0,0,0,0,2,
7667,-1,-1,-1,-1,-1,-1,
7668,-1,2,2,2,0,0,
7669,-1,-1,-1,-2,-2,-2,
7670,0,0,0,0,0,0,
7671,0,0,-1,-1,0,0,
7672,1,-1,-1,-1,-1,-1,
7673,-1,-1,-1,-1,-1,-1,
7674,0,0,0,0,0,0,
7675,0,0,0,0,0,0,
7676,0,0,0,0,0,0,
7677,0,0,0,0,0,0,
7678,-2,2,0,-1,-1,-1,
7679,0,0,0,0,0,-1,
7680,0,0,0,2,0,0,
7681,1,-1,-1,-2,-2,-2,
7682,1,-2,-2,-2,-2,-2,
7683,0,0,0,0,0,0,
7684,0,0,0,0,0,0,
7685,0,0,0,0,0,0,
7686,0,-1,0,0,0,0,
7687,-1,0,-1,-1,-1,-1,
7688,0,0,0,0,0,0,
7689,0,0,2,0,0,0,
7690,0,0,0,0,0,0,
7691,0,0,0,0,0,0,
7692,0,0,0,0,0,0,
7693,0,0,0,0,0,0,
7694,-2,-2,-2,-2,-2,-2,
7695,0,0,0,0,0,0,
7696,-1,-1,-1,-1,-1,-1,
7697,0,0,0,0,0,0,
7698,2,2,0,0,0,0,
7699,0,0,0,0,0,0,
7700,-2,-2,-2,-2,-2,-2,
7701,0,0,0,0,0,-1,
7702,0,0,2,2,0,0,
7703,-1,-1,-1,-1,-2,-2,
7704,0,0,0,0,0,0,
7705,-1,-1,-1,-1,-2,-2,
7706,0,0,0,0,0,0,
7707,0,0,0,0,0,0,
7708,0,0,0,0,0,-2,
7709,1,2,0,0,2,2,
7710,0,0,0,0,0,0,
7711,0,0,0,0,0,0,
7712,1,2,2,0,0,2,
7713,0,0,0,0,-1,-1,
7714,-1,-1,-1,-1,-1,-1,
