ID,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
4618,5000,6000,5000,4000,8000,5000,1,
4619,4070,4025,2511,1523,1292,1236,0,
4620,6536,72037,5015,12000,5000,5000,0,
4621,2200,2100,4000,0,2000,2000,1,
4622,1500,1400,0,47700,700,1000,0,
4623,6199,6386,6435,7000,6688,6688,0,
4624,0,2200,1500,5600,0,2275,0,
4625,2,431,20355,0,2732,7189,1,
4626,1831,163,1028,0,0,0,0,
4627,6232,12104,7002,6302,6417,6502,0,
4628,1575,108168,35811,18711,0,157,0,
4629,9975,19254,0,8500,0,8000,1,
4630,73022,10000,10009,8000,10000,10029,0,
4631,10000,10000,10000,50000,2000,2000,0,
4632,4101,133359,6000,2046,106172,63750,0,
4633,0,1600,1000,390,390,0,1,
4634,10000,6000,4000,5000,6000,3000,0,
4635,0,0,0,0,0,0,0,
4636,55071,1263,3934,1702,22238,513,0,
4637,2019,2511,10000,502,0,0,0,
4638,0,5012,5000,5000,5000,20000,1,
4639,554,1096,780,0,388,887,0,
4640,1524,2588,0,284,1000,1000,1,
4641,396,396,396,396,396,396,0,
4642,0,0,0,0,0,0,1,
4643,3200,3300,3100,2800,2600,2940,0,
4644,0,3,18950,0,5889,0,1,
4645,700,3200,0,1500,2340,924,1,
4646,1410,1417,1333,731,1019,1045,0,
4647,0,4000,1000,1000,1000,1000,0,
4648,4210,4159,1000,1080,2000,1525,0,
4649,7000,7000,6200,6500,7000,7000,0,
4650,1336,1211,1500,1300,1500,1000,0,
4651,2001,5101,2002,3031,3095,2175,0,
4652,3500,700,0,0,0,0,1,
4653,2089,4822,48741,92978,0,39037,0,
4654,1300,1613,1301,830,698,822,1,
4655,900,0,300,0,6500,0,0,
4656,2500,1800,1800,2000,2000,2000,0,
4657,6,1335,2000,0,0,939,0,
4658,5650,10100,4400,0,4500,4500,0,
4659,3000,5000,5065,5000,2000,5000,0,
4660,2389,2414,2378,892,925,938,0,
4661,4390,1016,4745,0,0,1400,0,
4662,1750,1720,1300,2600,0,1400,0,
4663,3437,3300,3050,5000,2700,2300,0,
4664,10000,10000,8000,10000,10000,20000,0,
4665,1863,3112,2950,2580,3699,0,0,
4666,7670,2,5561,5432,4546,5191,1,
4667,2659,2090,6333,178460,5506,6205,0,
4668,2256,9588,5135,3487,3295,7791,0,
4669,4117,4002,5000,1925,5316,5000,0,
4670,5344,3013,3034,4069,3018,3069,0,
4671,4800,2000,11000,5500,5500,5400,1,
4672,0,3212,12532,655,157,2063,0,
4673,6000,5000,5000,5000,5000,5000,0,
4674,422,815,191,0,646,1125,0,
4675,3345,3344,1447,1497,1686,1509,0,
4676,4110,4101,6623,0,3503,3360,0,
4677,5000,5000,3000,0,0,1000,0,
4678,7870,18090,4288,2270,467,18,0,
4679,3580,3439,2474,2400,2500,2523,0,
4680,2000,2101,0,2201,1000,0,1,
4681,2875,4900,2000,2100,0,2500,0,
4682,1536,1600,1500,0,1254,1214,0,
4683,1500,2000,0,0,0,1700,0,
4684,0,3130,5000,4000,90000,15000,0,
4685,142,0,0,0,0,0,0,
4686,3000,2400,2000,3000,2508,0,1,
4687,4300,5000,4109,3100,3322,3472,0,
4688,4700,4505,12906,0,2210,2300,0,
4689,15000,0,2000,0,1256,65935,0,
4690,0,0,0,0,0,0,0,
4691,4025,2095,1000,2000,3000,0,0,
4692,0,0,0,0,0,0,1,
4693,1000,1500,0,1000,1000,1000,0,
4694,4055,3856,3945,2338,1767,0,0,
4695,20025,40000,85000,139,20000,29761,0,
4696,0,264,292,500,0,264,0,
4697,10000,5000,15000,5000,2000,5000,0,
4698,7005,6612,4540,2426,1854,2424,0,
4699,2701,363,513,4107,607,0,0,
4700,12110,3000,0,1000,2000,0,1,
4701,6704,6973,7023,7000,6000,5357,0,
4702,0,0,0,9400,13039,0,1,
4703,1800,1900,1330,1038,1128,5000,0,
4704,3000,5086,1750,2012,1630,2165,0,
4705,5000,0,0,0,0,0,1,
4706,1333,1640,1506,721,1000,1000,0,
4707,6000,6000,4000,4000,3500,4000,0,
4708,390,390,390,0,780,0,1,
4709,1862,1074,4753,5475,3751,28598,0,
4710,0,0,0,0,0,0,1,
4711,1282,233836,6935,5931,19157,5905,0,
4712,0,5500,0,0,3000,2000,1,
4713,200,600,0,0,0,1791,1,
4714,2000,1871,0,0,0,0,0,
4715,0,0,0,0,0,0,0,
4716,2000,2000,2552,2000,3000,8000,0,
4717,5300,4000,4000,10000,3200,3100,0,
4718,1000,1800,500,0,1000,0,0,
4719,344,891,889,889,739,1807,0,
4720,8007,8000,8000,5500,5339,5058,0,
4721,13000,16001,13150,13000,13150,13300,0,
4722,0,0,11927,0,452,3818,0,
4723,0,0,0,0,0,0,1,
4724,3817,4500,3500,3600,3700,3500,0,
4725,1000,170,0,1000,390,390,0,
4726,1800,0,1000,299,0,0,0,
4727,2000,10003,5001,10032,10001,10005,0,
4728,2200,2300,3000,1100,1000,1000,0,
4729,1159,1142,311,322,324,335,0,
4730,17016,14102,11100,11005,11102,9060,0,
4731,10008,2950,4556,19938,800,900,0,
4732,0,0,0,2440,905,9213,0,
4733,1593,1340,1171,402,600,538,1,
4734,1205,3236,4051,1781,1517,3630,0,
4735,0,0,0,1004,0,5183,0,
4736,1410,218,12723,483,600,9132,0,
4737,3200,3013,2141,1200,1300,1300,1,
4738,1813,2079,2650,106,41302,2000,1,
4739,3085,2808,2455,1337,2000,882,0,
4740,0,0,0,0,0,0,1,
4741,2400,0,871,0,244,251,1,
4742,5000,4000,5000,3000,3000,3500,0,
4743,11828,6100,0,0,0,0,0,
4744,396,396,2707,3247,396,595,0,
4745,28,103350,1722,1100,1300,2000,0,
4746,1000,0,0,0,0,0,0,
4747,1220,0,632,0,316,782,1,
4748,2000,1925,5006,2000,1016,725,0,
4749,1017,0,0,0,1047,56970,0,
4750,3100,2900,0,0,1325,670,0,
4751,1816,1753,1433,990,967,1071,0,
4752,1710,1100,1000,767,6173,1000,1,
4753,10004,3012,1000,1000,1518,20911,0,
4754,0,8513,457,4903,313,4816,0,
4755,7950,7700,11800,4000,10000,10000,0,
4756,0,1500,0,1500,0,0,0,
4757,0,6000,0,6000,0,6000,0,
4758,1056,4756,880,880,880,880,1,
4759,6959,887,1462,15195,17933,887,0,
4760,1952,2627,2063,2072,2303,2500,0,
4761,2000,1731,1955,1454,3300,0,0,
4762,4000,3500,3322,3000,5007,3000,0,
4763,1105,0,0,0,300,0,0,
4764,0,1620,1350,1600,0,1630,1,
4765,207,207,207,207,207,207,0,
4766,4900,5000,4503,4605,4400,4204,0,
4767,1600,1700,1200,1000,1000,1000,0,
4768,30000,1300,2000,1000,16332,15833,0,
4769,1241,1700,0,0,1000,0,1,
4770,1586,1365,1663,5106,1050,0,0,
4771,2535,0,0,0,0,0,0,
4772,0,0,0,0,0,0,1,
4773,0,0,0,0,0,0,0,
4774,2000,1400,639,0,0,0,0,
4775,1300,700,700,1700,1600,700,1,
4776,3000,3000,3000,3000,5000,3000,0,
4777,1995,0,680,2862,5539,0,0,
4778,2000,2000,2000,2000,1000,2000,1,
4779,573,219,4484,980,690,0,0,
4780,711,5514,0,711,8503,3011,0,
4781,0,0,300,0,0,645,0,
4782,3500,3200,3200,3300,3100,3100,1,
4783,4966,2034,1710,1765,2000,2672,0,
4784,2000,2000,0,0,9054,2000,1,
4785,3000,4500,4042,2500,2800,2500,0,
4786,2265,24905,40827,30844,8695,3532,0,
4787,668,645,32641,27552,1428,11822,0,
4788,10000,30150,2000,3000,2000,2000,0,
4789,2201,3600,0,1500,1500,1531,1,
4790,0,0,0,0,1200,0,1,
4791,1500,0,6808,1502,0,0,1,
4792,8,2178,55200,50148,10107,0,0,
4793,0,1700,1600,700,840,700,0,
4794,1000,26299,673,680,772,851,0,
4795,2319,0,0,0,930,0,1,
4796,6589,7074,7870,7028,6768,5906,1,
4797,0,0,0,0,636,1200,1,
4798,6000,6000,4000,5000,4000,0,0,
4799,5110,19623,15000,7000,14122,20000,0,
4800,4,1640,1589,1000,1001,1004,0,
4801,1681,2000,0,0,1419,12000,1,
4802,1500,1790,1440,1016,1055,1188,0,
4803,1434,1555,1148,1000,422,372,0,
4804,1515,5000,0,1000,1500,0,0,
4805,0,0,0,0,0,0,0,
4806,1562,1832,1600,1000,1000,0,0,
4807,1500,2000,1000,0,2000,0,1,
4808,2001,6620,6015,10001,4137,5000,0,
4809,1700,2000,2000,2000,831,400,0,
4810,3224,1680,3000,142,142,0,0,
4811,3972,5800,4431,3854,4121,4603,0,
4812,3878,8863,8007,5362,14695,24446,0,
4813,9054,0,783,0,0,0,0,
4814,1500,5000,500,500,246,500,0,
4815,28924,4000,0,1000,900,800,0,
4816,3000,2,5000,2000,1500,2107,0,
4817,2254,1522,4065,4056,81,83,0,
4818,0,6908,5200,5400,5700,9101,0,
4819,1500,1585,1500,1000,600,1500,0,
4820,3930,0,0,7882,0,805,0,
4821,2061,175000,133100,46000,1000,0,0,
4822,1358,1321,1400,1000,1000,2583,0,
4823,0,1475,600,1000,500,570,0,
4824,8683,10021,8017,16270,6599,6024,0,
4825,4500,0,0,0,239,3363,1,
4826,1800,900,0,1310,1000,1000,0,
4827,25001,5701,5576,6009,5811,6156,1,
4828,0,0,872,22000,2002,2001,0,
4829,1623,1740,1200,366,7432,0,0,
4830,6205,675,14956,0,0,3274,0,
4831,3400,0,3000,0,2100,0,1,
4832,1084,1103,1112,246,255,651,0,
4833,2700,2100,2100,2200,2100,3000,0,
4834,9000,3500,3700,5400,1900,0,0,
4835,5041,0,6475,0,265,5099,0,
4836,2200,1923,1682,2000,2000,1300,0,
4837,3200,3002,2202,2000,2000,2000,0,
4838,0,0,0,0,0,0,1,
4839,3005,3000,2500,2500,3000,1400,1,
4840,5197,3000,0,2500,0,5000,0,
4841,3900,3500,4000,2700,3000,10000,0,
4842,3987,8825,0,0,3400,1800,0,
4843,2000,1400,1700,0,1000,700,1,
4844,3924,4482,43676,38166,576,2389,1,
4845,313,313,313,252,1,95971,1,
4846,12873,135477,6480,4026,4153,3014,0,
4847,1809,1956,2234,369,330,343,0,
4848,2000,2020,2500,0,0,85,0,
4849,10735,2957,24277,7046,13671,3206,0,
4850,1017,5028,5003,3012,3,3898,0,
4851,5000,4000,2500,2500,2000,1000,0,
4852,0,0,0,0,0,0,0,
4853,9064,13158,6860,2295,1092,2076,0,
4854,7347,6830,6700,6400,6412,6549,0,
4855,0,0,2072,0,0,0,0,
4856,40970,1210,10015,10009,11783,110306,0,
4857,2000,3000,3000,4000,1000,2000,0,
4858,3013,1005,1000,3000,1650,0,0,
4859,2000,2500,2000,2000,2000,2000,0,
4860,2000,36681,10000,9000,689,679,0,
4861,87170,18802,34874,73921,47938,56447,0,
4862,2000,2000,2500,1033,1053,1034,0,
4863,1310,1500,500,500,500,200,0,
4864,30151,40104,10013,5083,1819,4793,0,
4865,19020,19002,19001,20002,18063,119660,1,
4866,118816,11488,11967,3983,18416,6260,0,
4867,8000,10730,7100,4052,4000,3300,0,
4868,0,6600,6000,0,3000,3100,1,
4869,0,0,0,0,0,0,0,
4870,0,0,0,0,0,0,0,
4871,6510,6450,5103,5500,5307,5011,0,
4872,6818,13482,2975,2029,888,1332,0,
4873,2500,0,1400,1100,0,500,1,
4874,1619,4000,0,2242,0,4450,0,
4875,5120,4021,2500,3000,2800,1700,0,
4876,3500,2000,1400,1600,400,1000,0,
4877,3043,2018,2033,2016,2010,2010,0,
4878,2000,1700,1500,1700,1568,7400,1,
4879,1811,5008,5000,30000,62010,50077,0,
4880,4000,5000,2000,0,147,1000,0,
4881,5410,2380,3709,5849,5606,5299,0,
4882,1000,0,7032,6348,1606,0,0,
4883,1300,2013,319,415,266,277,1,
4884,260416,72200,0,0,0,0,0,
4885,14410,0,28,22073,0,0,0,
4886,1500,1060,30,0,0,0,0,
4887,2900,0,1400,1700,1100,600,1,
4888,444,444,444,436,452,886,0,
4889,0,390,390,390,0,780,1,
4890,4800,4500,4600,4800,4800,4500,0,
4891,1616,776,776,776,776,776,1,
4892,6691,7332,2716,4200,7708,12897,0,
4893,3800,3420,80,1800,17000,2000,0,
4894,1238,1238,1238,1238,2165,150000,1,
4895,2111,2130,2000,2000,1898,2000,0,
4896,1478,1560,1500,0,9337,323,1,
4897,4606,6815,1800,2000,2000,2000,0,
4898,1267,1310,232,238,279,122,0,
4899,2000,2100,2000,2000,2000,2000,0,
4900,4005,4078,1237,1000,61,0,1,
4901,7000,3500,0,7000,0,4000,1,
4902,1000,1043,1133,0,0,7482,1,
4903,3313,490,6974,8018,8441,11461,0,
4904,2000,2000,1642,2000,3600,0,0,
4905,55291,25120,25118,36,27107,43215,0,
4906,1710,0,0,0,496,2560,1,
4907,1482,1011,8,111,3509,0,0,
4908,2000,2000,2000,800,687,812,0,
4909,15000,2024,5004,1000,1000,1000,0,
4910,3012,2100,2001,2001,2000,1782,0,
4911,2213,2300,2300,2400,2431,8700,1,
4912,1560,0,0,0,0,0,0,
4913,10500,9150,7500,8000,7500,7100,0,
4914,500,16000,9100,7400,7500,8100,0,
4915,0,0,0,1424,0,6624,0,
4916,2571,1200,1000,40000,1000,0,0,
4917,4000,4000,5000,2563,5000,5000,1,
4918,5500,8200,0,8000,0,8600,1,
4919,0,0,0,0,3001,9436,0,
4920,1288,3113,0,0,1800,663,0,
4921,2343,0,4462,0,150,860,0,
4922,10000,10000,5000,5000,5000,5000,0,
4923,3557,2350,5700,1000,1000,1000,0,
4924,4888,0,1197,46834,0,5252,1,
4925,10000,0,2806,500,562,303,1,
4926,7817,2358,18577,11560,4298,12330,0,
4927,0,1290,0,0,1200,0,0,
4928,5000,1485,1956,1500,0,2102,0,
4929,5500,5904,4785,3849,4296,3139,0,
4930,0,1611,1498,1301,309,823,0,
4931,2000,2000,2000,3000,360,360,0,
4932,2000,1000,0,1000,2100,1500,1,
4933,5000,2000,5019,2000,2500,5000,0,
4934,396,396,396,396,396,396,0,
4935,228,0,0,888,0,0,0,
4936,0,1200,968,0,998,1479,1,
4937,262,3771,5474,69536,10000,4000,0,
4938,1439,1464,1401,908,935,924,0,
4939,140000,25012,40022,3024,0,90000,0,
4940,1777,3613,5,1433,2387,2857,0,
4941,4273,3200,2500,2500,2631,2646,0,
4942,0,0,0,0,0,5704,0,
4943,990,8089,2186,1159,1734,1200,0,
4944,4500,3786,2666,2900,3100,2856,0,
4945,10300,10018,10026,5000,10000,2401,0,
4946,2000,2000,3100,0,1500,1500,1,
4947,0,2191,0,0,2096,0,1,
4948,2847,2303,2284,2280,2345,2333,0,
4949,2000,1092,880,990,780,0,0,
4950,1261,1261,390,390,390,0,0,
4951,4149,5571,5221,4001,4001,4001,0,
4952,855,7288,1055,710,755,955,0,
4953,1544,1861,2004,1324,3768,1,1,
4954,0,4000,6500,0,6639,4000,0,
4955,0,0,0,0,0,0,1,
4956,5000,4000,1010,5504,5500,5000,0,
4957,1041,11512,7271,5000,3215,15558,0,
4958,1500,1668,1000,1000,944,762,0,
4959,0,0,0,0,0,0,0,
4960,8851,18220,31319,12009,33482,13785,0,
4961,10000,15000,0,10000,0,11000,1,
4962,5011,0,2000,20000,15000,5000,1,
4963,0,0,0,0,0,0,0,
4964,2489,0,1498,0,8053,0,0,
4965,351,789,699,910,341,210,0,
4966,2573,2000,500,459,500,500,0,
4967,3510,41,65007,53,3228,0,0,
4968,1313,1308,684,707,848,790,1,
4969,6500,0,0,10000,25065,177,0,
4970,0,0,200,10199,303,0,0,
4971,4300,2500,2200,2300,2114,1,1,
4972,3126,1392,5033,3601,5200,3647,0,
4973,1596,1600,1300,1000,2000,0,1,
4974,4000,4000,4000,4500,5000,1500,0,
4975,3800,6,3636,2646,2000,1830,0,
4976,4000,55000,3750,2500,2500,2500,0,
4977,3000,2470,2228,1516,2000,1556,1,
4978,0,0,0,0,0,0,0,
4979,1500,1500,900,700,1480,0,1,
4980,4351,3520,1000,3272,11766,1740,1,
4981,2922,3100,4000,3536,2200,2123,0,
4982,430,430,5241,439,59415,1999,0,
4983,0,0,0,0,0,0,0,
4984,13749,11360,9572,7110,14470,7610,0,
4985,0,6700,0,727,13583,4973,0,
4986,1000,0,1000,0,400,300,0,
4987,2658,150,3570,2853,0,0,0,
4988,326,326,326,326,326,326,0,
4989,16000,13217,12000,12000,12000,15000,1,
4990,2500,0,2000,2000,1854,2000,1,
4991,0,5500,0,0,3036,2000,1,
4992,1000,7600,5949,6000,5200,5117,0,
4993,2800,1900,1300,1363,1500,1466,0,
4994,3144,590,1670,1748,600,11883,0,
4995,2026,3814,2452,0,0,0,0,
4996,0,317,0,1204,0,0,0,
4997,3904,5646,5000,3000,5000,5000,0,
4998,10500,8500,8750,9200,9800,8700,0,
4999,13000,6500,0,124479,6000,6500,0,
5000,1800,1574,1300,886,1000,686,0,
5001,1886,1620,0,0,0,0,1,
5002,42908,2400,1900,2600,0,2700,0,
5003,1153,2000,2000,1000,800,1000,0,
5004,2000,1800,1800,1700,2000,3700,0,
5005,1850,4700,1000,930,0,0,0,
5006,0,0,0,0,0,0,0,
5007,7000,7791,7000,5254,5400,5380,1,
5008,9400,27000,3000,2680,52930,3400,0,
5009,6042,3558,1000,600,10550,9000,0,
5010,10000,0,20000,10000,5000,1520,0,
5011,10043,8608,25031,25030,22053,20030,0,
5012,5030,2698,2172,376,40619,25311,1,
5013,12405,10557,9974,11507,1926,5512,0,
5014,0,0,1522,5014,1406,0,0,
5015,1775,2221,1470,400,0,0,0,
5016,6869,16918,7316,6213,5073,15532,0,
5017,1786,2000,1500,2200,0,1100,0,
5018,10000,11000,9248,8005,8000,8000,0,
5019,1800,1800,1500,1056,950,1000,0,
5020,870,300,11,1000,300,500,0,
5021,3656,15000,0,15000,0,15000,1,
5022,3006,10017,2018,1022,2322,23023,0,
5023,3500,2600,2400,2500,2700,2300,0,
5024,2000,1377,8011,165,2000,1000,0,
5025,36011,8978,11975,8574,5417,1828,0,
5026,9600,0,4000,3765,4000,4200,0,
5027,2468,0,1159,11476,0,2034,0,
5028,700,2062,969,700,1500,1500,1,
5029,11508,0,2340,1850,4000,0,0,
5030,2000,1388,1115,490,531,400,0,
5031,61101,3210,3911,3354,3400,3500,0,
5032,5800,6500,5000,3000,3000,2500,0,
5033,1473,0,0,390,780,0,1,
5034,6000,6000,6000,6000,6001,6000,0,
5035,18031,3275,5430,6871,7790,8901,0,
5036,2000,1800,1100,3000,0,1000,0,
5037,1743,24145,16900,150241,5285,942,0,
5038,8544,9257,8583,4292,5133,4257,0,
5039,3999,44446,41,19995,6000,10305,0,
5040,5032,3744,8059,3425,11860,7595,0,
5041,0,4208,2539,2590,5440,5646,0,
5042,2500,2464,4600,0,2200,2180,0,
5043,10000,20000,6000,5300,5500,4600,0,
5044,7900,4157,0,5468,0,330,0,
5045,1147,2000,2000,0,766,2303,0,
5046,3500,2400,0,0,2000,0,1,
5047,1023,7542,1200,0,0,689,0,
5048,0,2346,1400,304,271,0,1,
5049,1587,1877,1768,1292,900,1365,0,
5050,0,0,301,90,2204,547,0,
5051,0,5028,6411,3155,2702,10909,0,
5052,0,0,1000,0,0,0,0,
5053,1500,2000,2000,3200,0,1700,1,
5054,0,19928,4000,1100,1100,1400,0,
5055,4000,4010,3800,3200,3100,3000,0,
5056,1256,0,1849,0,0,0,1,
5057,11500,14000,20000,6500,8000,7000,1,
5058,9501,0,10000,7200,7001,6900,0,
5059,3000,3000,4000,0,2000,8200,0,
5060,1627,3053,2005,550,400,1000,0,
5061,0,1257,1300,400,410,420,0,
5062,6000,9353,10000,49106,2000,2000,0,
5063,0,0,150,920,0,17386,0,
5064,3264,4092,2400,43532,1511,1200,1,
5065,8078,20000,2000,2000,12000,0,0,
5066,6900,6867,5500,5500,5500,5600,0,
5067,6000,5000,4214,4500,5000,4200,0,
5068,1700,1700,1700,1000,1000,2000,1,
5069,5024,5014,5016,5017,5011,5014,0,
5070,2000,2100,0,3850,1900,1600,1,
5071,2516,122685,3328,2230,2062,1891,0,
5072,3300,0,511,300,300,1500,0,
5073,5455,8866,921,381,4801,1632,0,
5074,8486,1001,0,682,0,0,0,
5075,9000,4000,4000,4000,4000,4000,0,
5076,20200,18000,25135,432130,17000,20000,1,
5077,0,3647,10752,0,5658,6928,0,
5078,2916,1985,6860,1822,4249,444,0,
5079,3000,2000,1000,0,0,0,0,
5080,2304,0,440,0,115,0,1,
5081,0,122420,0,32720,200,0,0,
5082,2153,3000,2112,2124,6004,3024,0,
5083,7662,1269,1908,1000,727,0,0,
5084,9500,10122,770,4159,0,5243,0,
5085,368,0,850,763,0,1381,0,
5086,2000,4000,1000,1000,1000,1000,0,
5087,18480,330,330,330,330,480,0,
5088,2000,2000,2300,2000,3000,1500,0,
5089,2100,1000,1000,700,1000,500,0,
5090,1000,0,0,0,0,0,0,
5091,6,6918,5295,4805,5002,3005,0,
5092,57,6203,2819,3109,2842,3024,0,
5093,792,19272,1172,1172,2246,1172,0,
5094,0,1204,1000,2000,1000,1500,1,
5095,1654,0,827,827,827,827,0,
5096,3501,3516,3003,2578,2300,2300,0,
5097,900,0,1000,0,0,433,1,
5098,900,1215,755,639,1200,243,1,
5099,15500,0,14100,0,7400,13000,1,
5100,1500,1300,1000,1000,711,1000,0,
5101,0,6945,614,2634,4606,6242,0,
5102,1762,2314,1200,1000,1000,500,0,
5103,41,8597,8583,6880,7235,6839,1,
5104,1400,1000,1000,3000,0,0,0,
5105,2000,3255,57920,22659,2000,1000,0,
5106,1090,0,552,0,573,0,1,
5107,183,1699,0,2722,0,1041,1,
5108,1701,1600,1500,1095,1500,2000,0,
5109,1500,5353,6282,6342,2055,3257,0,
5110,1813,1895,2200,1595,1653,1709,0,
5111,390,5090,19394,0,3916,3916,1,
5112,0,0,0,27670,920,920,0,
5113,0,4200,4261,2182,1844,1652,1,
5114,2000,2000,2000,2000,2000,2000,1,
5115,2000,3000,2500,0,15997,3000,1,
5116,1690,38000,1500,4000,2000,1500,0,
5117,0,0,6344,4998,5712,5000,0,
5118,4400,0,1400,1000,1000,1000,1,
5119,0,2504,1200,1500,1100,1301,0,
5120,2000,0,0,0,0,0,0,
5121,5100,6540,5000,5000,5000,4600,0,
5122,3628,8,1500,1490,1303,2000,1,
5123,252,0,0,0,0,0,0,
5124,6067,6723,4069,5000,3200,3000,0,
5125,0,0,0,0,0,0,0,
5126,0,0,0,0,0,0,0,
5127,4000,2333,3032,28298,2000,2000,0,
5128,4000,3137,5094,1106,1001,1201,0,
5129,2300,2000,1600,100,250,104,0,
5130,1088,1189,2646,104590,3358,3314,0,
5131,10046,2570,14722,11220,14800,7250,0,
5132,4800,0,0,1700,1000,0,1,
5133,6601,6501,5201,5501,5282,5200,0,
5134,3003,2503,1880,1875,2666,1396,1,
5135,3500,2100,2200,2300,2200,2100,0,
5136,1500,0,1000,2000,1000,1500,0,
5137,2700,0,2100,1600,1600,1600,0,
5138,6792,0,147,0,0,176,0,
5139,2282,2324,2049,2000,3000,1120,1,
5140,11000,8000,7000,8000,8000,9000,0,
5141,6513,3740,3215,3300,3405,3303,0,
5142,27225,6159,25846,0,3855,3876,1,
5143,0,0,479,2477,1467,574,0,
5144,390,9159,700,279,1000,800,0,
5145,3500,0,1000,2400,780,2400,0,
5146,599,552,6360,0,6054,0,0,
5147,0,0,0,0,0,0,0,
5148,1972,3000,49000,1569,2000,2000,1,
5149,360,360,360,150,870,510,1,
5150,7059,6000,3136,3353,12336,1493,1,
5151,1120,0,0,580,500,0,0,
5152,16286,65280,4446,13949,41660,9005,0,
5153,3000,1707,1551,1607,2000,2000,0,
5154,10123,50434,7132,11068,20050,35925,0,
5155,0,2000,0,1500,1300,0,1,
5156,640,31764,51986,55000,2532,5717,1,
5157,3600,0,1400,487,424,0,0,
5158,2000,800,240,1000,771,1100,0,
5159,3010,3000,3000,3000,1083,0,1,
5160,800,396,4,475,1170,930,0,
5161,0,14579,13557,12000,5000,11000,1,
5162,0,376,48042,3099,0,0,0,
5163,90000,3000,5000,8875,49880,519,0,
5164,2182,0,0,0,0,0,1,
5165,3500,3070,2372,2413,2428,2507,0,
5166,1000,0,0,0,5302,5251,0,
5167,2078,390,390,0,780,0,0,
5168,676,1204,264,19,5000,0,0,
5169,15210,8273,8100,100,8942,254000,1,
5170,0,0,0,0,0,0,0,
5171,3000,3000,5000,5000,5000,3000,0,
5172,8155,8302,7225,10153,6987,5262,0,
5173,2081,198,9532,3420,130,878,0,
5174,3000,3006,3506,3500,7011,7125,1,
5175,1376,3314,1050,0,1100,950,0,
5176,1550,1826,6497,8185,3755,3220,0,
5177,6307,4927,9123,3587,4698,13774,0,
5178,3211,0,1275,575,1539,700,1,
5179,0,27566,2513,12495,8906,1841,0,
5180,2167,2000,2000,1469,2000,2000,0,
5181,523,1543,0,0,0,0,0,
5182,5200,5200,10000,4014,4057,4000,0,
5183,3037,3015,3549,5029,4325,6029,0,
5184,2000,2000,1691,1782,1739,1400,0,
5185,15048,16078,12638,50700,20014,10127,0,
5186,11000,12000,8000,7000,7000,6500,0,
5187,10850,5,5042,0,14014,5812,0,
5188,0,0,0,0,0,0,0,
5189,3750,3520,3069,3271,3262,3237,0,
5190,778,29423,10000,0,0,24450,0,
5191,5887,6894,6102,5807,6241,7000,0,
5192,2688,2688,2688,2688,2688,2688,0,
5193,600,0,2000,0,0,0,1,
5194,2500,2671,3308,390,390,390,0,
5195,3000,3000,3000,5000,5000,5000,0,
5196,2591,2109,1705,2010,2000,1523,0,
5197,0,0,0,0,0,0,0,
5198,15262,13523,80854,787,850,75341,0,
5199,3600,0,1300,500,505,37,0,
5200,1138,1173,1138,477,400,600,0,
5201,2184,2184,2184,2184,2184,2184,0,
5202,2000,3000,3000,3000,3000,1000,0,
5203,2050,1780,1800,2000,2000,2000,0,
5204,4500,4500,3000,0,2000,4350,0,
5205,288,1236,316,316,316,316,0,
5206,0,0,0,0,0,0,0,
5207,7,7002,13,155,1,0,0,
5208,2042,1562,1118,1139,2195,61526,0,
5209,9500,2000,0,8000,9000,15000,0,
5210,14341,14468,2295,0,0,0,0,
5211,2500,2350,2300,2360,2500,2300,1,
5212,6138,0,3618,0,1850,1862,1,
5213,8500,8300,7000,7000,7000,6500,0,
5214,5702,1395,8531,0,0,0,0,
5215,4500,5000,4000,4000,5000,6804,0,
5216,0,3304,4,2230,0,2009,1,
5217,17029,1283,4404,0,535,0,0,
5218,1400,1000,0,0,0,0,0,
5219,1881,1915,1472,4012,2008,10002,0,
5220,3107,48323,0,2001,3000,3003,0,
5221,10010,8078,2000,5000,6000,15000,0,
5222,2100,2150,2200,2000,2000,3000,0,
5223,50684,3200,2990,12280,56020,5450,0,
5224,0,0,0,0,350,351,0,
5225,2000,1548,1199,1300,1337,13000,0,
5226,2500,1000,1000,500,0,31000,0,
5227,1600,1846,1209,1248,1247,1212,1,
5228,1111,1009,7,1190,416,831,0,
5229,28647,35000,30636,30241,0,179,0,
5230,5123,2460,4000,107,0,3960,0,
5231,10013,8501,15018,10001,7997,7624,0,
5232,8144,18285,1774,0,0,0,0,
5233,4004,3504,3204,2304,2504,2304,0,
5234,1586,1000,0,0,0,0,0,
5235,3100,8100,0,3200,3000,3500,0,
5236,2000,3100,1000,2000,1000,1100,0,
5237,0,0,0,0,0,0,0,
5238,5856,7424,7169,1241,1187,1396,0,
5239,3300,0,900,1700,0,253,0,
5240,2197,186,0,173,0,433,1,
5241,0,1500,1328,1018,1687,778,1,
5242,0,0,3200,3000,0,3300,0,
5243,1700,1700,1700,1000,1000,1000,0,
5244,2500,3000,2000,1856,6000,2000,0,
5245,5038,3404,14445,7672,2295,9004,0,
5246,0,0,0,0,0,0,0,
5247,12651,0,15305,0,0,16335,0,
5248,3000,0,0,0,0,0,0,
5249,2500,3182,1800,1300,2000,2000,0,
